key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
56,"物理受傷加重","受到物理攻擊的傷害增加",15053,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,False,False,False,10,0,False,0,False,False,0,0,False
57,"魔法傷害提高","魔法攻擊所造成的傷害提高",15054,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
58,"魔法傷害降低","魔法攻擊所造成的傷害降低",15055,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
59,"魔法受傷減輕","受到魔法攻擊的傷害減少",15056,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,-10,0,False,0,False,False,0,0,False
60,"魔法受傷加重","受到魔法攻擊的傷害增加",15057,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,False,False,False,10,0,False,0,False,False,0,0,False
61,"傷害提高","攻擊所造成的傷害提高",15519,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
62,"傷害降低","攻擊所造成的傷害降低",15520,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
63,"受傷減輕","受到攻擊的傷害減少",15021,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,-10,0,False,0,False,False,0,0,False
64,"受傷加重","受到攻擊的傷害增加",15020,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,False,False,False,10,0,False,0,False,False,0,0,False
65,"戰技暴擊化","發動戰技時必定打出暴擊",15016,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,0,0,False,0,False,False,0,0,False
66,"恐怖","過於恐懼而無法做出任何行動",15516,0,1,2,18,0,True,False,True,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
67,"沉重","移動速度降低",15518,0,1,2,4,6,False,False,False,False,False,False,False,True,True,100,False,False,False,0,1,False,0,False,False,0,0,False
68,"吸血攻擊","自動攻擊附加吸收體力的效果",15504,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
69,"取技攻擊","自動攻擊附加吸收技力的效果",15505,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,100,0,False,0,False,False,0,0,False
70,"眩暈攻擊","自動攻擊有一定機率附加眩暈效果",15506,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,176,0,False,0,False,False,0,0,False
71,"鐵壁","減輕所受到的傷害",10152,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,-10,0,False,0,False,False,0,0,False
72,"漸愈","自身所受的治療魔法效果提高",10157,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,20,0,False,0,False,False,0,0,False
73,"警覺","不會受到暴擊",13916,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
74,"預警","減輕所受到的傷害",10151,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,-20,0,False,0,False,False,0,0,False
75,"鋼鐵意志","除特定攻擊之外其他所有擊退與吸引無效",10153,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
76,"戰逃反應","物理攻擊所造成的傷害提高",10155,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
77,"壁壘","格擋發動率提高",10156,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,90,0,False,0,False,False,0,0,False
78,"忠義之劍","對自動攻擊附加追加傷害",12505,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,False,False,False,100,0,True,0,False,False,0,0,False
79,"鋼鐵信念","自身仇恨提高",12506,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,False,False,False,500,0,True,0,False,False,0,0,False
80,"保護","正在保護特定的隊員",12501,0,1,1,16,0,False,False,False,False,False,False,False,False,False,100,False,False,False,0,0,True,0,False,False,0,0,False
81,"被保護","正處於特定隊員的保護下",12502,0,20,1,16,0,False,False,False,False,False,False,False,False,False,100,False,False,False,0,0,True,0,False,False,0,35,False
82,"神聖領域","除特定攻擊之外其他所有攻擊均無效化",12504,0,1,1,16,0,False,False,False,False,False,False,False,False,False,70,False,False,False,0,0,False,0,False,False,0,0,False
83,"預見","物理防禦力增強",10252,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
84,"浴血","物理攻擊附帶吸收體力的效果",13913,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,25,0,False,0,False,False,0,0,False
85,"兇殘裂","攻擊所造成的傷害提高",10262,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,5,0,False,0,False,False,0,0,False
86,"狂暴","自身攻擊必定暴擊並且直擊",10253,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,100,0,False,0,False,False,0,0,False
87,"戰慄","體力最大值提高<hex:02100103>習得戰慄效果提高後追加效果：自身所受的治療效果提高",10254,0,1,1,16,0,False,False,False,False,False,False,False,False,False,5,False,False,False,10,0,False,0,False,False,0,0,False
88,"死鬥","無法自由移動，受到傷害也不會解除",10255,0,1,2,17,0,True,False,False,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
89,"復仇","受到物理攻擊時會發動反擊",10256,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,25,0,False,0,False,False,0,0,False
90,"暴風碎","攻擊所造成的傷害提高",10263,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,5,0,False,0,False,False,0,0,False
91,"守護","自身仇恨提高",12551,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,False,False,False,500,0,True,0,False,False,0,0,False
92,"解脫","抵消守護狀態中降低攻擊力的負面效果",12552,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
93,"憤怒","招架發動率提高",10257,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,False,False,False,2,0,False,0,False,False,0,0,False
94,"憤怒II","招架發動率提高",10258,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,False,False,False,4,0,False,0,False,False,0,0,False
95,"憤怒III","招架發動率提高",10259,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,False,False,False,6,0,False,0,False,False,0,0,False
96,"憤怒IV","招架發動率提高",10260,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,False,False,False,8,0,False,0,False,False,0,0,False
97,"憤怒V","招架發動率提高",10261,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
98,"雙龍腳","打擊耐性降低",10215,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,False,False,False,-5,0,False,0,False,False,0,0,False
99,"飄羽步","迴避率提高",10201,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
100,"發勁","暴擊發動率提高",10204,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
101,"雙掌打","攻擊所造成的傷害提高",10216,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,5,0,False,0,False,False,0,0,False
102,"真言","自身所受的治療效果提高",10206,0,41,1,16,0,False,False,False,False,False,False,False,False,False,5,False,False,False,5,0,False,0,False,False,0,0,False
103,"紅蓮體勢","攻擊所造成的傷害提高",10202,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,False,False,False,5,0,True,528,False,False,0,0,False
104,"金剛體勢","減輕所受到的傷害",10203,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,False,False,False,-10,0,True,528,False,False,0,0,False
105,"疾風體勢","移動速度提高",12526,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,False,False,False,0,0,True,528,False,False,0,0,False
106,"秘孔拳","體力逐漸減少",10211,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
107,"魔猿形","擺出魔猿身形",10212,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,True,528,False,False,0,0,False
108,"盜龍形","擺出盜龍身形",10213,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,True,528,False,False,0,0,False
109,"猛豹形","擺出猛豹身形",10214,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,True,528,False,False,0,0,False
110,"震腳","能夠打出三種身形的所有招式",17564,6,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,27,True,528,False,False,0,0,False
111,"疾風迅雷","攻擊所造成的傷害提高，自動攻擊間隔縮短，同時戰技與魔法的詠唱及複唱時間也會縮短",10207,0,1,1,16,8,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,True,0,False,False,0,0,False
112,"疾風迅雷II","攻擊所造成的傷害提高，自動攻擊間隔縮短，同時戰技與魔法的詠唱及複唱時間也會縮短",10208,0,1,1,16,9,False,False,False,False,False,False,False,False,False,0,False,False,False,20,0,True,0,False,False,0,0,False
113,"疾風迅雷III","攻擊所造成的傷害提高，自動攻擊間隔縮短，同時戰技與魔法的詠唱及複唱時間也會縮短",10209,0,1,1,16,10,False,False,False,False,False,False,False,False,False,0,False,False,False,30,0,True,0,False,False,0,0,False
114,"敏銳","招架發動率提高",10301,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,20,0,False,0,False,False,0,0,False
115,"重刺","攻擊所造成的傷害提高",10306,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,5,0,False,0,False,False,0,0,False
116,"龍劍","下次發動的戰技必定打出暴擊，並且附帶吸收體力的效果",10302,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
117,"捨身","攻擊所造成的傷害提高，受到攻擊的傷害也會增加",10304,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
118,"櫻花怒放","體力逐漸減少",10307,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
119,"二重刺","體力逐漸減少",10305,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
120,"龍槍","下次發動跳躍或破碎衝的傷害提高",10303,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
121,"開膛槍","突刺耐性降低",12576,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,False,False,False,-5,0,False,0,False,False,0,0,False
122,"直線射擊預備","可以發動直線射擊",10365,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
123,"鷹眼","靈巧有所提高，並且攻擊必定會命中",10351,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
124,"毒咬箭","身中劇毒，體力會逐漸減少",10352,0,1,2,1,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
125,"猛者強擊","攻擊造成的傷害提高",10354,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
126,"物理受傷加重","受到物理攻擊的傷害增加",18001,8,1,2,17,0,False,False,False,False,False,False,False,False,False,100,False,False,False,10,0,False,0,False,False,0,0,False
127,"迂迴","抑制仇恨上升",13914,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
128,"紛亂箭","自身發動的下一次戰技會變為多次攻擊",10356,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,1,0,False,0,False,False,0,0,False
129,"風蝕箭","風屬性持續傷害，體力逐漸流失",10360,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
130,"直線射擊","暴擊發動率提高",10361,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
131,"死亡箭雨效果提高","下次發動死亡箭雨不會消耗技力",12607,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
132,"連珠箭效果提高","下次發動連珠箭不會消耗技力",10362,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
133,"敏捷之歌","移動速度提高，對一定範圍內的隊友也會附加同樣效果進入戰鬥狀態後效果消失",10358,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,False,False,False,0,0,True,0,False,False,0,0,False
134,"敏捷之歌","移動速度提高，進入戰鬥狀態後效果消失",10357,0,1,1,16,0,False,False,False,False,False,False,False,False,True,0,False,False,False,0,0,True,0,False,False,0,0,False
135,"賢者的敘事謠","對一定範圍內的隊友附加魔力持續恢復效果，自身攻擊所造成的傷害降低，並且會持續消耗魔力",12603,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,False,False,False,-10,0,True,0,False,False,0,0,False
136,"賢者的敘事謠","魔力持續恢復",12602,0,1,1,16,0,False,False,False,False,False,False,False,False,True,0,False,False,False,0,0,True,0,False,False,0,0,False
137,"軍神的讚美歌","對一定範圍內的隊友附加技力持續恢復效果，自身攻擊所造成的傷害降低，並且會持續消耗魔力",12605,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,False,False,False,-10,0,True,0,False,False,0,0,False
138,"軍神的讚美歌","技力持續恢復",12604,0,1,1,16,0,False,False,False,False,False,False,False,False,True,0,False,False,False,0,0,True,0,False,False,0,0,False
139,"魔人的安魂曲","持續消耗魔力增加周圍敵人所受到的傷害",12606,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,False,False,False,-10,0,True,0,False,False,0,0,False
140,"魔人的安魂曲","受到攻擊的傷害增加",12608,0,1,2,17,0,False,False,False,False,False,False,False,False,True,50,False,False,False,3,0,True,0,False,False,0,0,False
141,"戰鬥之聲","直擊發動率提高",12601,0,24,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,20,0,False,0,False,False,0,0,False
142,"眩暈","無法做出任何行動",15004,0,1,2,3,2,True,False,True,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
143,"疾風","風屬性持續傷害，體力逐漸流失",10403,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,5,0,False,0,False,False,0,0,False
144,"烈風","風屬性持續傷害，體力逐漸流失",10409,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
145,"戰姿","魔法攻擊所造成的傷害提高",10402,0,117,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
146,"護盾","物理防禦力及魔法防禦力增強",10405,0,117,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
147,"護盾","物理防禦力及魔法防禦力增強",10405,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
148,"復活","接受別人發動的復活",10406,0,1,1,16,0,False,False,False,False,False,False,False,False,False,100,False,False,False,180,0,False,0,False,False,0,0,False
149,"眩暈","無法做出任何行動",15004,0,1,2,3,0,True,False,True,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
150,"醫濟","體力會隨時間逐漸恢復",10413,0,25,1,16,0,False,False,False,False,False,False,False,False,False,5,False,False,True,10,0,False,0,False,False,0,0,False
151,"石膚","將皮膚硬質化，可以抵消一定傷害",10401,0,1,1,16,0,False,False,False,False,False,False,False,False,False,30,False,False,False,100,0,False,0,False,False,0,12,False
152,"石膚（物理攻擊）","將皮膚硬質化，可以抵消一定物理傷害",15041,0,1,1,16,0,False,False,False,False,False,False,False,True,True,30,False,False,False,100,0,False,0,False,False,0,12,False
153,"石膚（魔法攻擊）","將皮膚硬質化，可以抵消一定魔法傷害",15042,0,1,1,16,0,False,False,False,False,False,False,False,True,True,30,False,False,False,100,0,False,0,False,False,0,12,False
154,"女神的加護","魔力持續恢復",10408,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,60,0,False,0,False,False,0,0,False
155,"救療效果提高","下次詠唱救療時不會消耗魔力",10410,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
156,"癒療效果提高","下次詠唱癒療時消耗魔力減半",10411,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
157,"神速詠唱","自動攻擊間隔時間縮短，魔法的詠唱時間和複唱時間縮短",12627,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,-15,0,False,0,False,False,0,0,False
158,"再生","體力會隨時間逐漸恢復",12626,0,25,1,16,0,False,False,False,False,False,False,False,False,False,5,False,False,True,10,0,False,0,False,False,0,0,False
159,"神封印","發動治療魔法的治療量提高",10407,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,30,0,False,0,False,False,0,0,False
160,"沉穩詠唱","下次魔法詠唱不會被攻擊打斷",10452,0,120,1,16,0,False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,34,False
161,"閃雷","雷屬性持續傷害，體力逐漸流失",10457,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
162,"震雷","雷屬性持續傷害，體力逐漸流失",10458,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
163,"暴雷","雷屬性持續傷害，體力逐漸流失",10459,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
