key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
9,"召喚出寵物「黑渦團巧兒陸行鳥」。<hex:02100103>雖然出殼不久，不過體內流淌的鮮血已經染上了黑渦團的紅色。","效忠於黑渦團的陸行鳥雛鳥。負責打掃的廄舍管理員在某天進入陸行鳥房時發現了這隻雛鳥，它一副理所應當的樣子把那裡當作自己的家。之後它就成為了隊裡的吉祥物，並根據它自己的意願調任到了冒險者部隊。","大家想讓陸行鳥也以清<hex:02100103>爽的姿態迎接新年吧？<hex:02100103>　　　　——鳥欄管理員","黑渦陸行鳥怒吼","令範圍內的敵人止步。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>5秒",50,35,3,False,False,True,False,False,4
10,"召喚出寵物「雙蛇黨巧兒陸行鳥」。<hex:02100103>雖然出殼不久，不過已經受到了森林元靈的感召。","效忠於雙蛇黨的陸行鳥雛鳥。負責打掃的廄舍管理員在某天進入陸行鳥房時發現了這隻雛鳥，它一副理所應當的樣子把那裡當作自己的家。之後它就成為了隊裡的吉祥物，並根據它自己的意願調任到了冒險者部隊。","大家想讓陸行鳥也以清<hex:02100103>爽的姿態迎接新年吧？<hex:02100103>　　　　——鳥欄管理員","雙蛇陸行鳥怒吼","打消範圍內敵我雙方身上的附加效果。",55,35,3,False,False,False,True,False,6
11,"召喚出寵物「恆輝隊巧兒陸行鳥」。<hex:02100103>雖然出殼不久，不過已經帶有了恆輝隊那不滅烈火的氣勢。","效忠於恆輝隊的陸行鳥雛鳥。負責打掃的廄舍管理員在某天進入陸行鳥房時發現了這隻雛鳥，它一副理所應當的樣子把那裡當作自己的家。之後它就成為了隊裡的吉祥物，並根據它自己的意願調任到了冒險者部隊。","大家想讓陸行鳥也以清<hex:02100103>爽的姿態迎接新年吧？<hex:02100103>　　　　——鳥欄管理員","恆輝陸行鳥怒吼","降低範圍內敵人特殊技點數最大值的50%。",45,45,3,False,False,False,True,False,4
12,"召喚出寵物「魔界花骨朵」。<hex:02100103>不過召喚之前最好先戴上防毒面具以防萬一。","在黃金谷捕獲的魔界花幼苗。散發出一股臭靴子的味道。聞過這股味道後必定會讓人食慾減退，不過這卻正好迎合了烏爾達哈那些為肥胖所困的富人，有錢人的世界真是讓人難以理解。","到、到底什麼東西？！<hex:02100103>太、太臭了，要、要暈<hex:02100103>了……<hex:02100103>　　　　　——帝國士兵","臭靴子吐息","對範圍內的敵人每秒造成10點持續傷害。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒",40,75,1,True,True,True,True,False,1
13,"召喚出寵物「小松鼠」。<hex:02100103>小小的身體卻有長長的尾巴。","烏爾達哈的商人賣這隻小動物時宣稱是「可愛的小松鼠」。但是本應蓬鬆的尾巴卻怎麼看都太細長了。這真的不是拿老鼠來假冒的嗎？真相依然是個謎。","鼠輩而已，由他去吧。<hex:02100103>——娜娜莫·烏爾·娜莫","疫病","令範圍內敵人的防禦力降低25%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",25,45,3,False,False,False,False,False,4
14,"召喚出寵物「魔菇寶」。<hex:02100103>據說味道和口感都相當不錯。","魔菇的幼體。據說口感相當不錯。據«艾歐澤亞百科全書»記載，如果不幸吸入了魔菇的孢子，會因為孢子在體內發芽而連大腦都被支配，最終變成「植物人」的狀態。","竟敢長在我珍貴的樹木<hex:02100103>上……太氣人了……<hex:02100103>　　　　　　——加比諾","毒孢子","對範圍內的敵人造成80攻擊力的傷害，並且令敵人的防禦力降低13%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",50,25,2,False,True,False,True,False,1
15,"召喚出寵物「沙蚤蟲蟲」。<hex:02100103>沙蚤的幼蟲，想要結下鮮血的契約。","沙蚤的幼蟲，想要結下鮮血的契約。據傳，過去存在於黑衣森林的地下城市「格爾莫拉」曾經試過一種自然療法，他們相信利用沙蚤吸取病人的血，可以祛除體內的毒氣。","你問用它來做什麼？<hex:02100103>別問這麼多啦，<hex:02100103>總之就拜託你了。<hex:02100103>　　　——瓦爾塞奧夫","吸血","令使用特殊技點數的寵物的攻擊力增加60。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",35,30,3,False,True,False,False,False,3
16,"召喚出寵物「青鳥」。<hex:02100103>能夠帶來幸運的可愛小鳥。","據說能夠帶來幸運的可愛小鳥。通常在樹上築巢，偶爾也會在人類棄置的木箱之類的東西裡生活。因為這種習性，曾經在遺棄的寶箱裡被發現，逐漸被傳成了「意外之財」和「幸運」的象徵。","敵人的哀嚎猶如鳥啼一<hex:02100103>般清脆悅耳。<hex:02100103>　　　　——雅德夫·夏","青鳥","對範圍內的敵人造成90攻擊力的傷害。",45,35,4,False,False,False,False,False,1
17,"召喚出寵物「幼羚羊」。<hex:02100103>據說羚羊一出生就立刻能夠靠自己的力量站起來。","羚羊的幼崽。為了從肉食動物的嘴下逃生，一出生就能靠自己的力量站起來。但是卻在這一瞬間被獵人捉住，賣給了商人羅薇娜。一刻都沒能享受過父母的愛護，相當可憐。","為森林元靈獻上羚羊內<hex:02100103>髒作為供品時，一定要<hex:02100103>用仍帶有體溫的。<hex:02100103>　　　　　　　——常識","大眼萌","無效化「魔物」類型的寵物對範圍內我方寵物的攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>5秒",55,40,4,False,True,False,False,False,3
18,"召喚出寵物「小小魔精」。<hex:02100103>它有著一個心願，希望將來能夠統領七層地獄。","小魔精的幼體。本來是虛無界的生物，但因為掉進了「裂縫」而來到了艾歐澤亞。它邊夢想著將來能成為統領七層地獄的魔王后衣錦還鄉，邊在艾歐澤亞實施惡作劇來積攢實力。","嘖，使用的魔法比普通<hex:02100103>的小魔精要厲害！<hex:02100103>　　　——強壯的劍術師","小鬼當家","對範圍內的敵人造成90攻擊力的傷害。",75,45,3,False,False,True,False,False,1
19,"召喚出寵物「長鬚小豹」。<hex:02100103>長鬚豹的幼崽，但是現在還沒長出鬍鬚。","傲氣的長鬚豹的幼崽。在被獵犬逼入絕路時得到了冒險者的救助，從而把冒險者當成了媽媽。因為幼小還沒有長出鬍鬚，但是在面對冒險者的敵人時，也會毫不留情地用豹爪來迎戰。","要是能馴養魔獸長鬚豹的<hex:02100103>話，地靈族什麼的，就根<hex:02100103>本不是我們的對手了！<hex:02100103>　　　　　——斯威古雷爾","小小衝擊波","對範圍內的敵人造成230攻擊力的傷害。",50,25,4,False,False,True,False,False,1
20,"召喚出寵物「長鬚小黑豹」。<hex:02100103>長鬚豹的幼崽，不過皮毛都是黑的，看著十分帥氣。","長鬚豹的幼崽。通常的長鬚豹都是普通的毛皮帶有黑色的斑點，這隻小豹卻有著純黑的毛皮，實在是非常漂亮。另外它本身還帶有很高的魔力，一舉一動都顯現出幼年王者的風範。","可當時我們只是確認到<hex:02100103>有兇猛魔物長鬚豹棲息<hex:02100103>在那裡……<hex:02100103>　　　　　　　——雷納","小尖爪","對距離最近的敵方奧秘核石造成5%的傷害。",60,40,4,False,False,True,False,False,8
21,"召喚出寵物「非正宗調查員」。<hex:02100103>無論是大是小，紳士和助手的風度從未丟掉。","模仿無知無畏的非著名紳士調查員希爾迪布蘭德製作的魔法人偶。據說是艾歐澤亞最強的雕金匠由於思念遠在天邊的愛子而傾情製作出來的。最令人感到吃驚的是這款人偶竟然也帶著助手娜修。","你莫非是……我的……<hex:02100103>擁護者？<hex:02100103>　　　——希爾迪布蘭德","紳士的推理","令範圍內我方寵物的攻擊力和防禦力各增加40。不過使用特殊技點數之後寵物會被強制回收。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒",90,75,4,False,True,True,False,False,3
22,"召喚出寵物「砂礫小像兵」。<hex:02100103>仿照巨像兵做出的模型，但是硬度好像不太夠。","模仿第五星曆末期的石製巨像兵做出的模型，不過原理完全不同，內部和通常的自動人偶基本是一樣的。外殼雖然看著很硬，但實際上意外的柔軟。","巨像兵是一種被製造出<hex:02100103>來的魔物，沒有任何思<hex:02100103>想。<hex:02100103>　　　　——雅·修特拉","沙化皮膚","令使用特殊技點數的寵物的防禦力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",60,40,2,False,True,True,False,False,3
23,"召喚出寵物「冬貝利玩偶」。<hex:02100103>大家的怨恨會連玩偶都感染上嗎？","模仿冬貝利的外形製作的魔法人偶。雖然看著很可愛，但在製作時也注入了很強的怨念。因此，在主人睡著時會擅自動起來，並且拿手裡的菜刀捅主人肚子，萬幸的是這菜刀也是布製的。","冬貝利是種憂鬱的<hex:02100103>怪物。<hex:02100103>——阿爾卡·佐爾卡","大伙的怨恨","令範圍內我方寵物的攻擊力和防禦力各增加40。不過使用特殊技點數之後寵物會被強制回收。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒",45,35,4,True,True,False,False,False,3
24,"召喚出寵物「精金幼龜」。<hex:02100103>就算騎在它背上也不會帶你去海底找龍宮的啦。","生息在砂鹽灘的精金龜的幼體。雖然它很想跟上主人，但可能是覺得爬行太費力，不知何時起練就了一手靠旋轉龜殼來移動的本領。看起來很有成為賢者的潛質。","在精金龜附近永遠不要<hex:02100103>放鬆警惕。<hex:02100103>　　　　——鬼哭隊衛士","龜踏","令範圍內敵人的防禦力降低25%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",40,60,3,False,False,False,False,False,4
25,"召喚出寵物「盜龍小寶」。<hex:02100103>牙還沒長齊的小盜龍，某種程度上來說應該是好事……","人工孵化出的盜龍幼崽。埋枝村的商人發現哥布林族飼養盜龍作家畜後，也試著人工養殖出來的成果。把它養大的話應該能成為可靠的夥伴。牙還沒長齊也喜歡咬來咬去。","我的天啊……這隻盜龍<hex:02100103>簡直太非同凡響了！<hex:02100103>　　　　　——諾諾佩薩","太古的生命","無效化「玩偶」類型的寵物對使用特殊技點數的寵物的攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",45,25,4,False,True,False,False,False,3
26,"召喚出寵物「小蝙蝠」。<hex:02100103>帶上它就有種吸血鬼的感覺，不過這隻小蝙蝠還沒吸過血。","梅梅盧恩商會的商人諾諾盧恩售賣的小蝙蝠。賣的時候他宣稱這小蝙蝠新鮮可口，但外表卻完全看不出這點。不過好處是帶上它就會讓人有種成為了吸血鬼的感覺。","蝙蝠既不是鳥類也不是<hex:02100103>獸類。所以常有人認為<hex:02100103>它是不倫不類的異類。<hex:02100103>　　　　——阿爾德福特","超聲波","對範圍內的敵人每秒造成10點持續傷害。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒",25,40,4,False,True,False,False,False,1
27,"召喚出寵物「樹苗精」。<hex:02100103>不要再去追究為什麼一棵樹會走路這種問題了！","外形就是一個球根的草木綱魔物。因為對肥沃土壤和豐富陽光的追求，會用根當作腳來移動。如果掉進了溝坎或棄置的木箱裡，就沒法靠自己脫身了。","每棵樹苗都是這個美妙<hex:02100103>的世界的一個小小的亮<hex:02100103>點。<hex:02100103>　　　　　　——弗弗茶","撒種","設定陷阱。10秒後可通過點擊發動陷阱按鈕起爆。對範圍內的敵人造成260攻擊力的傷害。",80,40,2,False,True,False,True,False,2
28,"召喚出寵物「灰塵兔」。<hex:02100103>其實魔石精和兔子也不是完全沒關係，雖然是在食物鏈上……","魔石精的幼體。因為牙齒還沒長好，吃不了較硬的礦石，以沙粒和小石子為食。「灰塵兔」是根據它那滿身灰塵的樣子起的昵稱。最喜歡的是材質柔軟的寶石。","我已經請格里達尼亞的<hex:02100103>鬼哭隊幫我們看住魔石<hex:02100103>精，不讓它們出城。<hex:02100103>　　　　　　——麥森塔","嬉鬧攻擊","對範圍內的敵人造成90攻擊力的傷害。",50,30,4,False,True,True,False,False,1
29,"召喚出寵物「無頭騎士模型」。<hex:02100103>騎士雖小，裝備俱全，要小心那些鋒利的邊角。","模仿妖異「無頭騎士」的外形製作的魔法人偶。無頭騎士其實是一種沒有實體的妖異，附在板金鎧之類的東西上才能在物質界活動。而這個人偶的肚子裡則是填滿了機械部件，盔甲就是用來掩飾這些的。","北方的「榮耀溪」地區<hex:02100103>是無頭騎士等各種兇惡<hex:02100103>魔物的巢穴。<hex:02100103>　　　　　——沃克萊爾","彷徨盔甲","設定陷阱。10秒後可通過點擊發動陷阱按鈕起爆。對範圍內的敵人造成180攻擊力的傷害。",30,55,2,True,False,True,False,False,2
30,"召喚出寵物「巨蝌蚪」。<hex:02100103>沒錯，巨蟾蜍小時候就是能離開水面在空中飛的，有問題？","在薩納蘭的水邊釣到的巨蟾蜍幼體。過段時間應該就會開始長腳，慢慢長成一隻巨蟾蜍了吧。但要是看它長大了就丟掉的話，周邊要是有人失蹤可就都是你的錯了，所以一定要負起責任一直養下去啊！","這些蟾蜍很巨大，<hex:02100103>說明它們的肝臟也<hex:02100103>一定很大。<hex:02100103>　　　　　——哈蒙","滑溜溜粘膜","令範圍內敵人的攻擊力降低50%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒",50,40,4,False,True,False,False,False,4
31,"召喚出寵物「胖墩跳蜥」。<hex:02100103>這是要吃了多少東西才能胖成這樣……","跳蜥的幼體。這隻小動物的故鄉是庫爾札斯地區，在它即將成為獨眼巨人史特羅佩斯的盤中餐時，被冒險者救了下來。在它長大爆發野性之前，大概都不會忘記冒險者的恩情吧……","跳蜥會將搬運花粉的小<hex:02100103>蜜蜂吃得一乾二淨。<hex:02100103>　　　　——比爾德雷格","野性的呼喚","讓範圍內的敵人增加「魔物」類型的弱點。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒",50,30,2,False,True,True,False,False,4
32,"召喚出寵物「小牛犢」。<hex:02100103>大家都知道小牛犢肉質鮮嫩，一定得盯緊了……","住在沙之家的倉庫一角的小水牛，直到搬遷時才被發現。因為不知道主人是誰，被交給冒險者來照顧。看起來肉質很鮮嫩。","我單憑一把手鋸便前去挑<hex:02100103>戰巨大的水牛，一大意，<hex:02100103>就弄得遍體鱗傷了！<hex:02100103>　　　　　　——戈德伯特","猛牛的憤怒","令使用特殊技點數的寵物的攻擊力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒",35,25,3,False,False,False,True,False,3
33,"召喚出寵物「幼小仙人掌」。<hex:02100103>仙人掌在小的時候還沒法把針甩出來，這樣挺好。","幼小的仙人掌。殭屍哈布一直以為它是仙人掌1號和2號的孩子，但實際上，它卻是仙人掌3號和2號之間年輕時犯下的錯誤所造成的後果……","仙人掌蘊含的水分可是<hex:02100103>對皮膚很好的。<hex:02100103>　　　　——古恩特拉姆","狂奔","令使用特殊技點數的寵物的移動速度提高30%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",30,45,4,False,False,False,False,False,3
34,"召喚出寵物「小殼蟹」。<hex:02100103>幸好我們不用去對著它的大同類們打上好幾年。","小小的螃蟹。在鮮血濱的海邊休息時，被捲進了冒險者和魔物的戰鬥，被踩了一腳後失去了意識。戰鬥之後被當成戰利品帶回來飼養。每天都在橫行霸道。","……呵，莫非是被大螃<hex:02100103>蟹絆了個跟頭嗎？<hex:02100103>　　　　——布里亞迪安","小蟹鉗","打消範圍內敵人的所有強化效果。",30,35,2,False,True,False,True,False,6
35,"召喚出寵物「小狼」。<hex:02100103>漆黑的王狼是它的偶像。","被救下的小狼。血統純正，是接受過正規軍用訓練的戰狼的後代，自信而聽話，是值得信賴的好夥伴。漆黑的王狼是它的偶像，期待著在戰場上大展身手。","東有狼焉，出於窈冥，<hex:02100103>齜牙咧嘴何狂哉。<hex:02100103>　　　　——異國的詩人","月下狼嚎","令範圍內我方寵物的攻擊力增加20。當該寵物為「動物」類型時，攻擊力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",65,30,4,False,False,False,False,False,3
36,"召喚出寵物「小亮眼」。<hex:02100103>一直覺得背後有視線？那真有可能不是這傢伙……","年幼的妖異「冥鬼之眼」。根據妖異學者的研究，這種妖異的幼體好像是從成熟個體的淚水中誕生的，這說法尚未得到驗證。因為一直不眨眼，把它帶在身後的話有可能會被盯得渾身不自在。","……雖然種族不同，但<hex:02100103>我也能讀懂你的眼神。<hex:02100103>　　　　——納爾基·冬","凶眼注目","對範圍內的敵人造成230攻擊力的傷害。",30,30,3,False,True,True,False,False,1
37,"召喚出寵物「渡渡鳥雛」。<hex:02100103>還只是一隻雛鳥，應該不會吐痰打嗝反芻之類的吧……","原產自馬茲拉雅島的渡渡鳥的雛鳥。因為除去了毒腺，無法再噴毒氣。越長越圓，看起來就很好吃，如果將來下蛋的話也是個很好的食材來源。它的成長真是很令人期待。","渡渡鳥的肉和所產的蛋<hex:02100103>都相當美味！<hex:02100103>　　　　　——穆格拉姆","築巢","當防禦盾被破壞時，可令其復活。",60,55,3,False,True,False,False,False,9
38,"召喚出寵物「礦爬蟲蟲」。<hex:02100103>成長之後很危險，可你忍心把這麼可愛的生物丟到火爐裡嗎？","礦爬蟲的幼蟲。為了成長所需的礦物質，成天都吸附在岩石上不肯離開。在礦爬蟲棲息的區域裡，採礦時經常就能發現這些貪婪的幼蟲。","不過……數量有些不夠<hex:02100103>啊……果然是被礦爬蟲<hex:02100103>給吃了？<hex:02100103>　　——德蘭肯·斯塔格","硬質化","令範圍內我方寵物的防禦力增加10。當該寵物為「魔物」類型時，防禦力增加30。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",50,30,2,True,False,False,True,False,3
39,"召喚出寵物「小山羊玩偶」。<hex:02100103>這只是一個玩偶，不用擔心動物保護協會來絮絮叨叨。","模仿山羊外形的魔法人偶。在庫爾札斯的民間傳說裡，山羊經常被描繪成貪吃的形象，但在沙漠之民之間卻象徵著富貴。因此在有孩子出生時，為了表示希望他將來富貴騰達，有著贈予大山羊玩偶的風習。","山羊肉排是高地之民的<hex:02100103>一種傳統美食。<hex:02100103>　　　　　——林格薩斯","軟綿綿","打消範圍內我方身上的弱化效果。",30,50,2,False,True,True,True,False,6
40,"召喚出寵物「幼碧企鵝」。<hex:02100103>不給它魚吃，它就一直跟著你，給了它魚吃，它更一直跟著你。","碧企鵝的幼鳥。米莉絲與喬納森為了對冒險者的探索成就表達敬意而特別獻上的禮物。說來米莉絲與冒險者所邂逅的地方也正好是在碧企鵝瀑布來著，不過這隻小鳥對這些情況都一無所知啦。","護巢的母鳥面對偷蛋賊<hex:02100103>從來不會手下留情。<hex:02100103>　——弗朗德隆·蘭代勒","蹣跚學步","令使用特殊技點數的寵物的自動攻擊變為範圍攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>12秒",80,70,2,False,False,False,False,False,3
41,"召喚出寵物「發芽小猩猩」。<hex:02100103>身上的植被還不夠，可能有點著涼了。","古菩猩猩的幼崽。還在發育期，頭頂的植物才剛剛發芽。作為一種食量巨大的魔物，餵養它長大需要消耗的食物量不計其數，掂量下錢包吧。","這隻古菩猩猩看上去怪<hex:02100103>怪的……要小心！<hex:02100103>　　　　——雅·修特拉","打噴嚏","可以拆除敵人設定的陷阱。",55,40,3,True,False,False,False,False,6
42,"召喚出寵物「一口小果凍」。<hex:02100103>據說它的祖先是黑色的。","小小的軟糊怪。這種生物會分裂增殖，如果將它收在容器裡，打開時就會發現被它們填滿了。據說它的祖先不是紫色，而是黑色的。","這個……會說話？<hex:02100103>　　　　　　——冒險者","粘滑","無效化「玩偶」類型的寵物對使用特殊技點數的寵物的攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",30,40,2,False,True,True,False,False,3
43,"召喚出寵物「魔導先鋒追蹤型」。<hex:02100103>1/9比例的模型，沒有附帶帝國駕駛員。","雕金匠公會引以為豪的大比例模型第一彈。以1/9的比例完美再現了加雷馬帝國的無人機魔導先鋒追蹤型。該包裝沒有附帶帝國駕駛員。","讓他們領教一下魔導技<hex:02100103>術的可怕之處！<hex:02100103>　　　　　——帝國士兵","過載","令範圍內我方寵物的特殊技點數增加10。對擁有同效果特殊技的寵物無效。",35,50,3,False,False,True,False,False,3
44,"召喚出寵物「惡魔磚塊」。<hex:02100103>就算看起來像豆腐，也是一塊有魔法的豆腐！","施加了魔法而變得可動的方塊。好像是古代無限城裡的見習妖術師們製作的練習作品。他們通過在這樣的小磚塊上進行修行，最終做出了整面牆壁大小的惡魔牆。","在這身裝備的下面，我<hex:02100103>其實是由很多名為秘密<hex:02100103>的磚塊堆砌而成的。<hex:02100103>　　　　　　——茶茶伊","擊退","擊退範圍內的敵人。",25,80,2,False,False,False,False,False,9
45,"召喚出寵物「大頭小鼴鼠」。<hex:02100103>真不是營養不良，只不過一直在夢裡吃大餐。","在王立娜娜莫菜園捕獲到的鼴鼠幼崽。被博物學家馬爾塞特當做實驗體來證明自己的學說，遭了很長時間的罪。現在和冒險者非常親近，但是完全沒有意識到是誰殺掉了自己的生母。","鼴鼠母親為了保護幼小<hex:02100103>的鼴鼠會抓狂……<hex:02100103>　　　　　　——佳佳莉","鼴鼠的憤怒","令使用特殊技點數的寵物的攻擊力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒",90,40,3,False,False,False,True,False,3
46,"召喚出寵物「睡羊羊」。<hex:02100103>來自東方的小羊羔，已經失去了魔法之力。","在降神節期間遇到的小羊。因為違背主人的命令導致生命垂危，後來在冒險者引發的奇蹟下重新恢復了活力，不過卻也失去了原本的魔法之力。今後再也不用被當做軍用實驗品了。","隱藏在事件中的「真相」……<hex:02100103>如同在鏡之迷宮彷徨的可憐羔<hex:02100103>羊……<hex:02100103>　　　　　　——希爾迪布蘭德","慈愛之心","令使用特殊技點數的寵物的防禦力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",30,25,2,False,False,False,True,False,3
