key,0,1,2,3
65,61411,39,True,"蠻族盟友：蒼穹之章"
66,61411,39,True,"蠻族盟友：紅蓮之章"
67,61411,39,True,"多瑪冒險者團"
68,61411,39,True,"多瑪飛地重建記"
69,61411,39,True,"拂曉回歸外傳"
70,61411,39,True,"虛無界再生計劃"
71,61411,39,True,"重建伊修加德：劇情任務"
72,61411,39,True,"重建伊修加德：支線任務"
73,61411,40,True,"支線任務：拉諾西亞"
74,61411,41,True,"支線任務：黑衣森林"
75,61411,42,True,"支線任務：薩納蘭"
76,61411,43,True,"支線任務：庫爾札斯"
77,61411,44,True,"支線任務：摩杜納"
78,61411,45,True,"支線任務：伊修加德"
79,61411,46,True,"支線任務：阿巴拉提亞雲海"
80,61411,47,True,"支線任務：龍堡參天高地"
81,61411,47,True,"支線任務：龍堡內陸低地"
82,61411,47,True,"支線任務：翻雲霧海"
83,61411,47,True,"支線任務：田園郡"
84,61411,48,True,"支線任務：魔大陸"
85,61411,49,True,"支線任務：神拳痕"
86,61411,49,True,"支線任務：基拉巴尼亞邊區"
87,61411,49,True,"支線任務：基拉巴尼亞山區"
88,61411,49,True,"支線任務：基拉巴尼亞湖區"
89,61411,51,True,"支線任務：黃金港"
90,61411,50,True,"支線任務：紅玉海"
91,61411,50,True,"支線任務：延夏"
92,61411,50,True,"支線任務：太陽神草原"
93,61411,52,True,"支線任務：水晶都"
94,61411,53,True,"支線任務：游末邦"
95,61411,52,True,"支線任務：雷克蘭德"
96,61411,53,True,"支線任務：珂露西亞島"
97,61411,54,True,"支線任務：安穆·艾蘭"
98,61411,55,True,"支線任務：伊爾美格"
99,61411,56,True,"支線任務：拉凱提卡大森林"
100,61411,57,True,"支線任務：黑風海"
109,62301,64,True,"劍術師任務"
110,62302,64,True,"格鬥家任務"
111,62303,64,True,"斧術師任務"
112,62304,64,True,"槍術師任務"
113,62305,64,True,"弓箭手任務"
114,62309,64,True,"雙劍師任務"
115,62306,65,True,"幻術師任務"
116,62307,65,True,"咒術師任務"
117,62308,65,True,"秘術師任務"
118,62310,66,True,"刻木匠任務"
119,62311,66,True,"鍛鐵匠任務"
120,62312,66,True,"鑄甲匠任務"
121,62313,66,True,"雕金匠任務"
122,62314,66,True,"製革匠任務"
123,62315,66,True,"裁衣匠任務"
124,62316,66,True,"鍊金術士任務"
125,62317,66,True,"烹調師任務"
126,62318,67,True,"採礦工任務"
127,62319,67,True,"園藝工任務"
128,62320,67,True,"捕魚人任務"
129,62401,70,True,"騎士任務"
130,62402,70,True,"武僧任務"
131,62403,70,True,"戰士任務"
132,62404,70,True,"龍騎士任務"
133,62405,70,True,"吟遊詩人任務"
134,62410,70,True,"忍者任務"
135,62406,71,True,"白魔法師任務"
136,62407,71,True,"黑魔法師任務"
137,62408,71,True,"召喚師任務"
138,62409,71,True,"學者任務"
139,62412,70,True,"暗黑騎士任務"
140,62411,70,True,"機工士任務"
141,62413,71,True,"占星術士任務"
142,62414,70,True,"武士任務"
143,62415,71,True,"赤魔法師任務"
144,62417,70,True,"絕槍戰士任務"
145,62418,70,True,"舞者任務"
148,62416,71,True,"青魔法師任務"
149,61411,68,True,"金屬工藝部任務"
150,61411,68,True,"手工工藝部任務"
151,61411,68,True,"食藥工藝部任務"
152,61411,68,True,"大地資源部任務"
153,61411,68,True,"水生資源部任務"
154,61411,68,True,"中庸工藝館劇情任務"
161,62522,72,True,"防護職能任務"
162,62522,72,True,"治療職能任務"
163,62522,72,True,"物理進攻職能任務"
164,62522,72,True,"魔法進攻職能任務"
165,62522,72,True,"職能劇情任務"
171,61401,73,True,"黑渦團任務"
172,61402,73,True,"雙蛇黨任務"
173,61403,73,True,"恆輝隊任務"
174,61411,74,True,"季節活動"
175,61411,74,True,"降神節"
176,61411,74,True,"東節"
177,61411,74,True,"戀人節"
178,61411,74,True,"戀人節&女兒節"
179,61411,74,True,"女兒節"
180,61411,74,True,"彩蛋狩獵"
181,61411,74,True,"金碟嘉年華"
182,61411,74,True,"紅蓮節"
183,61411,74,True,"新生慶典"
184,61411,74,True,"守護天節"
185,61411,74,True,"星芒節"
186,61411,74,True,"其他季節活動"
187,61411,75,True,"紀念任務"
188,61411,75,True,"來訪者任務"
189,62501,76,False,"傭兵理符任務"
190,62502,80,False,"刻木匠理符任務"
191,62503,81,False,"鍛鐵匠理符任務"
192,62504,82,False,"鑄甲匠理符任務"
193,62505,83,False,"雕金匠理符任務"
194,62506,84,False,"製革匠理符任務"
195,62507,85,False,"裁衣匠理符任務"
196,62508,86,False,"鍊金術士理符任務"
197,62509,87,False,"烹調師理符任務"
198,62510,77,False,"採礦工理符任務"
199,62511,78,False,"園藝工理符任務"
200,62512,79,False,"捕魚人理符任務"
201,0,0,False,""
202,0,0,False,""
203,0,0,False,""
204,0,0,False,""
205,0,0,False,""
206,0,0,False,""
207,0,0,False,""
208,0,0,False,""
209,0,0,False,""
210,0,0,False,""
211,0,0,False,""
212,0,0,False,""
213,0,0,False,""
214,0,0,False,""
215,0,0,False,""
216,0,0,False,""
217,0,0,False,""
218,0,0,False,""
219,0,0,False,""
220,0,0,False,""
221,0,0,False,""
222,0,0,False,""
223,0,0,False,""
224,0,0,False,""
225,0,0,False,""
226,0,0,False,""
227,0,0,False,""
228,62513,101,False,"黑渦團理符任務"
229,62514,101,False,"雙蛇黨理符任務"
230,62515,101,False,"恆輝隊理符任務"
231,61801,102,False,"迷宮挑戰"
232,61802,103,False,"大型任務"
233,61804,104,False,"討伐殲滅戰"
234,61824,105,False,"深層迷宮"
235,61833,105,False,"禁地優雷卡"
236,61838,105,False,"天佑女王"
237,61803,102,False,"公會令"
238,0,106,False,"主線劇情任務：第六星曆"
239,0,106,False,"支線任務：第六星曆"
240,0,106,False,"職業任務：第六星曆"
241,0,106,False,"特職任務：第六星曆"
242,0,106,False,"軍隊任務：第六星曆"
