key,0,1,2,3,4,5,6,7,8,9,10
19,9,0,0,-1,2007594,1,10,"收集過屬性火之水晶","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","接下來請各位前往下一地點收集過屬性水晶。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
20,9,0,0,-1,2007597,1,10,"收集過屬性水之水晶","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","接下來請各位前往下一地點收集過屬性水晶。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
21,9,0,0,-1,2007595,1,10,"收集過屬性土之水晶","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","接下來請各位前往下一地點收集過屬性水晶。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
22,9,0,0,-1,2007596,1,10,"收集過屬性冰之水晶","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","接下來請各位前往下一地點收集過屬性水晶。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
23,9,0,0,-1,2007598,1,10,"收集過屬性風之水晶","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","接下來請各位前往下一地點收集過屬性水晶。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
24,9,0,0,-1,2007593,1,10,"收集過屬性雷之水晶","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","接下來請各位前往下一地點收集過屬性水晶。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
25,2,0,0,-1,0,0,0,"將收集品交給恩惠號的艾因哈特家的飛行員","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","最後，請將收集到的物品交給恩惠號附近的艾因哈特家的飛行員。","感謝各位的幫助。<hex:02100103>報酬可以在恩惠號附近領取！"
26,4,0,5,-1,0,0,0,"使用誘引香陷阱引來銀殼蟹並將其打倒<hex:02100103>獲取雲海物種的器官標本","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
27,4,0,5,-1,0,0,0,"使用誘引香陷阱引來天蟾蜍並將其打倒<hex:02100103>獲取雲海物種的器官標本","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
28,4,0,5,-1,0,0,0,"使用誘引香陷阱引來珠蜂水母並將其打倒<hex:02100103>獲取雲海物種的器官標本","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
29,4,0,5,-1,0,0,0,"使用誘引香陷阱引來彩虹冠恐鳥並打倒<hex:02100103>獲取雲海物種的器官標本","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
30,4,0,5,-1,0,0,0,"使用誘引香陷阱引來魯南緹希並將其打倒<hex:02100103>獲取雲海物種的器官標本","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
31,4,0,5,-1,0,0,0,"使用誘引香陷阱引來蟻鷹蜂並將其打倒<hex:02100103>獲取雲海物種的器官標本","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
32,4,0,3,-1,0,0,0,"使用誘引香陷阱引來笠頭螈並將其打倒<hex:02100103>獲取雲海物種的骨骼標本","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我還想繼續委託各位冒險者採集標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
33,4,0,3,-1,0,0,0,"使用誘引香陷阱引來原角鼻龍並打倒<hex:02100103>獲取雲海物種的骨骼標本","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我還想繼續委託各位冒險者採集標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
34,4,0,3,-1,0,0,0,"使用誘引香陷阱引來腔骨龍並將其打倒<hex:02100103>獲取雲海物種的骨骼標本","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我還想繼續委託各位冒險者採集標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
35,4,0,3,-1,0,0,0,"使用誘引香陷阱引來械齒鯨並將其打倒<hex:02100103>獲取雲海物種的骨骼標本","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我還想繼續委託各位冒險者採集標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
36,2,0,0,-1,0,0,0,"將收集品交給恩惠號的艾因哈特家的飛行員","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","最後，請將收集到的物品交給恩惠號附近的艾因哈特家的飛行員。","感謝各位的幫助。<hex:02100103>報酬可以在恩惠號附近領取！"
37,1,8,0,-1,0,0,0,"「シルバーシェル」を討伐","こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！","冒険者諸君には、博物學研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。",""
38,1,5,0,-1,0,0,0,"打倒斑點哈庫拉克","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的蛋，<hex:02100103>請先在周圍進行探索，等待偷蛋的魔物出現。",""
39,1,6,0,-1,0,0,0,"打倒雲上毛爬蟲","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的蛋，<hex:02100103>請先在周圍進行探索，等待偷蛋的魔物出現。",""
40,1,6,0,-1,0,0,0,"打倒劍齒虎","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的蛋，<hex:02100103>請先在周圍進行探索，等待偷蛋的魔物出現。",""
41,1,8,0,-1,0,0,0,"「エイジレス・サンクチンニ」を討伐","こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！","冒険者諸君には、博物學研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。",""
42,1,8,0,-1,0,0,0,"「サンソルデス」を討伐","こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！","冒険者諸君には、博物學研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。",""
43,1,6,0,-1,0,0,0,"打倒蟻鷹蜂","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集博物學研究要用的蛋，<hex:02100103>請先在周圍進行探索，等待偷蛋的魔物出現。",""
44,7,8,0,-1,0,0,0,"打倒竊蛋鼠","看來偷蛋的魔物已經出現了。","立即趕往它們偷蛋的地方，<hex:02100103>打倒竊蛋鼠！",""
45,7,8,0,-1,0,0,0,"打倒竊蛋鼠","看來偷蛋的魔物已經出現了。","立即趕往它們偷蛋的地方，<hex:02100103>打倒竊蛋鼠！",""
46,7,8,0,-1,0,0,0,"打倒竊蛋鼠","看來偷蛋的魔物已經出現了。","立即趕往它們偷蛋的地方，<hex:02100103>打倒竊蛋鼠！",""
47,5,0,0,-1,2007782,15,2992,"將古生物的蛋搬運至回收地點","收拾掉偷蛋的魔物後，檢查一下你周圍有沒有蛋。","如果找到了古生物的蛋，希望你能把它搬運到指定地點。",""
48,1,0,5,-1,0,0,0,"打倒雲上陷阱草 獲取雲海妖花粉","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者採集用於製作特殊香料的素材，<hex:02100103>請打倒雲上陷阱草，獲取雲海妖花粉。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
49,1,0,3,-1,0,0,0,"打倒洪水巨蟲 獲取巨蟲肝","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","下一個用於製作香料的素材是巨蟲肝，<hex:02100103>請打倒洪水巨蟲，獲取巨蟲肝。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
50,2,0,0,-1,0,0,0,"將收集品交給恩惠號的艾因哈特家的飛行員","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","最後，請將收集到的物品交給恩惠號附近的艾因哈特家的飛行員。","感謝各位的幫助。<hex:02100103>報酬可以在恩惠號附近領取！"
51,3,0,0,-1,1,0,0,"從恩惠號的艾因哈特家的飛行員那裡獲取試劑","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我們開發了一種用於對抗強大魔物的試劑，<hex:02100103>想請各位冒險者在實戰中試驗一下效果。","首先請前往恩惠號附近，從艾因哈特家的飛行員那裡獲取試劑。"
52,1,10,0,0,0,0,0,"使用弱化試劑打倒銀殼蟹","希望你們能對銀殼蟹使用弱化試劑，然後將其打倒。","使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
53,1,8,0,0,0,0,0,"使用弱化試劑打倒雲上毛爬蟲","希望你們能對雲上毛爬蟲使用弱化試劑，然後將其打倒。","使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
54,1,8,0,0,0,0,0,"使用弱化試劑打倒劍齒虎","希望你們能對劍齒虎使用弱化試劑，然後將其打倒。","使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
55,1,10,0,0,0,0,0,"使用弱化試劑打倒不老山克芹尼","希望你們能對不老山克芹尼使用弱化試劑，然後將其打倒。","使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
56,1,10,0,0,0,0,0,"使用弱化試劑打倒太陽索德斯龍","希望你們能對太陽索德斯龍使用弱化試劑，然後將其打倒。","使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
57,1,4,0,0,0,0,0,"使用弱化試劑打倒雲冠恩底彌翁","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","下一個目標是雲冠恩底彌翁。<hex:02100103>一定要對其使用試劑後再打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
58,1,6,0,0,0,0,0,"使用弱化試劑打倒斑點哈庫拉克","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","下一個目標是斑點哈庫拉克。<hex:02100103>一定要對其使用試劑後再打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
59,1,4,0,0,0,0,0,"使用弱化試劑打倒雲冠鵜鶘","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","下一個目標是雲冠鵜鶘。<hex:02100103>一定要對其使用試劑後再打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
60,1,4,0,0,0,0,0,"使用弱化試劑打倒笠頭螈","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","下一個目標是笠頭螈。<hex:02100103>一定要對其使用試劑後再打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
61,4,8,0,-1,0,0,0,"使用誘引香陷阱引來角螞蜓並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
62,4,8,0,-1,0,0,0,"使用誘引香陷阱引來巨猿並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
63,4,6,0,-1,0,0,0,"使用誘引香陷阱引來劍齒虎並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
64,4,6,0,-1,0,0,0,"使用誘引香陷阱引來雲冠雄獅並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
65,4,5,0,-1,0,0,0,"使用誘引香陷阱引來雲冠獨角獸並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
66,4,6,0,-1,0,0,0,"使用誘引香陷阱引來雲冠魔象並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
67,7,1,0,-1,0,0,0,"「クラウン・トラマ」を討伐","こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。",""
68,7,1,0,-1,0,0,0,"「ケルケス」を討伐","こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。",""
69,7,1,0,-1,0,0,0,"「ディアデム・ペガサス」を討伐","こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。",""
70,7,1,0,-1,0,0,0,"「ビッグビロコ」を討伐","こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。",""
71,8,3,0,-1,0,0,0,"使用誘引香陷阱引來雲冠恩底彌翁並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。"
72,8,3,0,-1,0,0,0,"使用誘引香陷阱引來原角鼻龍並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。"
73,8,3,0,-1,0,0,0,"使用誘引香陷阱引來西方騰雲蛇並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。"
74,8,3,0,-1,0,0,0,"使用誘引香陷阱引來雲冠鵜鶘並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。"
75,4,8,0,-1,0,0,0,"使用誘引香陷阱引來雲冠巨嘴鳥並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
76,4,8,0,-1,0,0,0,"使用誘引香陷阱引來新種大口花並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
77,4,6,0,-1,0,0,0,"使用誘引香陷阱引來鋒螯陸蟹並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
78,4,8,0,-1,0,0,0,"使用誘引香陷阱引來太陽索德斯龍並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
79,4,8,0,-1,0,0,0,"使用誘引香陷阱引來群落猴面雀並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
80,4,8,0,-1,0,0,0,"使用誘引香陷阱引來珠寶飛蚤並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
81,4,8,0,-1,0,0,0,"使用誘引香陷阱引來不老山克芹尼並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
82,4,6,0,-1,0,0,0,"使用誘引香陷阱引來蟻鷹蜂並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
83,4,5,0,-1,0,0,0,"使用誘引香陷阱引來殺人蟻並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
84,4,5,0,-1,0,0,0,"使用誘引香陷阱引來斑點哈庫拉克並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
85,4,5,0,-1,0,0,0,"使用誘引香陷阱引來天蟾蜍並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
86,4,5,0,-1,0,0,0,"使用誘引香陷阱引來三角龍並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
87,4,2,0,-1,0,0,0,"使用誘引香陷阱引來幼年腕龍並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
88,4,5,0,-1,0,0,0,"使用誘引香陷阱引來魯南緹希並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
89,4,5,0,-1,0,0,0,"使用誘引香陷阱引來械齒鯨並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
