key,0,1,2
29,"騎上風妖馬刻桑圖司<hex:02100103>受到風神祝福的妖馬，奔跑的時候猶如隨風起舞。","受到風神迦樓羅祝福的妖馬，身纏凜冽狂風。很可能是鳥人族將妖馬夢魘獻祭給蠻神時產生出來的。跑動時宛如疾風掠過。","仰天長嘶鳴，<hex:02100103>一騎絕塵無蹤影，<hex:02100103>烈馬向前行。<hex:02100103>　　　　——馬奉行"
30,"騎上土妖馬古爾法克西<hex:02100103>受到土神祝福的妖馬，矯健的四足鏗鏘有力落地有聲。","受到土神泰坦祝福的妖馬，身纏熔岩。很可能是地靈族將妖馬夢魘獻祭給蠻神時產生出來的。堅實的腳步可以撼動大地。","仰天長嘶鳴，<hex:02100103>一騎絕塵無蹤影，<hex:02100103>烈馬向前行。<hex:02100103>　　　　——馬奉行"
31,"騎上水妖馬艾恩巴爾<hex:02100103>受到水神祝福的妖馬，傳說中它誕生於魔力水泡。","受到水神利維亞桑祝福的妖馬，身纏水流漩渦。很可能是魚人族將妖馬夢魘獻祭給蠻神時產生出來的。傳說中它誕生於魔力水泡。","仰天長嘶鳴，<hex:02100103>一騎絕塵無蹤影，<hex:02100103>烈馬向前行。<hex:02100103>　　　　——馬奉行"
32,"騎上戰獅。<hex:02100103>專門為了戰鬥而訓練的軍用獅子，相當有百獸之王的風範。","專門為了戰鬥而訓練的軍用獅子。薩納蘭地區雖然沒有野生的獅子，但過去卻通過交易從近東進口了一些，曾經被近衛兵團「銀胄團」訓練為坐騎。現在已經是非常少見。","聽聞獅子會將自己的孩<hex:02100103>子推下千丈懸崖。吾等<hex:02100103>也一樣。<hex:02100103>　　　　　——哈姆基·夏"
33,"騎上戰熊。<hex:02100103>專門為了戰鬥而訓練的軍用大熊，已經從數個戰場上生存而歸。","專門為了戰鬥而訓練的軍用大熊。在北阿巴拉提亞山脈深處，有著和蠻熊角力、將其打倒後加以馴服的習俗。因此，在古代勇猛戰士們的傳說裡面，經常會有戰熊出場。","這裡的魔獸都是我養的。<hex:02100103>　　　　　　　——馴獸員"
34,"騎上大陸行鳥。<hex:02100103>體格非常結實的大型陸行鳥。甚至能夠馱動兩個人。","一位庫爾札斯出身的陸行鳥獵人在陸行鳥之森中捕獲到的野生品種。身體素質遠遠超過牧場馴養的那些鳥，也有著很高的運輸能力，只可惜品性過於狂野，不適合供人騎乘。不過在馴養員的苦心之下好像已經被訓練成可以同時乘坐兩人了。","這也是對你們冒險者團<hex:02100103>結力的考驗。<hex:02100103>　——特務隊長里巴爾德"
35,"騎上恐狼。<hex:02100103>繼承了古代種之血的軍狼。即使是戰場之上也保持著一份平常心。","鳥人族馴獸人所培養出的軍狼，鳥人族在塞爾法特爾的深處找到了這種被認為已經滅絕了的生物。在經過一番辛苦的訓練之後，它現在已經大到足以載人的程度了，而且絕對服從主人的命令。","那傢伙傷了我們家不少<hex:02100103>傭人和傭兵。<hex:02100103>　　　　　——科朗蒂奧"
36,"騎上黑渦戰馬。<hex:02100103>原產自東方之國的軍馬。能夠以矯健的步伐奔跑於大地之上","黑渦團作為試驗採用的軍馬。在來自東方的馬奉行的主張，冒險者的推廣下，艾歐澤亞也終於開始引入馬這種生物了，當然選種時特別注意選擇了適應氣候的品種。","艾歐澤亞不知道馬這種<hex:02100103>生物，只是因為這裡盛<hex:02100103>產馬鳥。<hex:02100103>　　　　　　——馬奉行"
37,"騎上雙蛇戰馬。<hex:02100103>原產自東方之國的軍馬。能夠以矯健的步伐奔跑於大地之上","雙蛇黨作為試驗採用的軍馬。在來自東方的馬奉行的主張，冒險者的推廣下，艾歐澤亞也終於開始引入馬這種生物了，當然選種時特別注意選擇了適應氣候的品種。","艾歐澤亞不知道馬這種<hex:02100103>生物，只是因為這裡盛<hex:02100103>產馬鳥。<hex:02100103>　　　　　　——馬奉行"
38,"騎上恆輝戰馬。<hex:02100103>原產自東方之國的軍馬。能夠以矯健的步伐奔跑於大地之上","恆輝隊作為試驗採用的軍馬。在來自東方的馬奉行的主張，冒險者的推廣下，艾歐澤亞也終於開始引入馬這種生物了，當然選種時特別注意選擇了適應氣候的品種。","艾歐澤亞不知道馬這種<hex:02100103>生物，只是因為這裡盛<hex:02100103>產馬鳥。<hex:02100103>　　　　　　——馬奉行"
39,"","",""
40,"騎上雷妖馬瑪卡布。<hex:02100103>受到雷神祝福的妖馬，嘶鳴中會發出雷電。","受到雷神拉姆祝福的妖馬，身纏撕裂天空的閃電。很可能是妖精族將妖馬夢魘獻祭給蠻神時產生出來的。它的嘶鳴會發出震撼空氣的閃電。","仰天長嘶鳴，<hex:02100103>一騎絕塵無蹤影，<hex:02100103>烈馬向前行。<hex:02100103>　　　　——馬奉行"
41,"騎上典禮陸行鳥。<hex:02100103>華麗典雅的儀式用陸行鳥。可以馱動兩個人。","原產於伊修加德的大型陸行鳥。由於要在莊嚴的儀式上使用，養鳥人特地培養出了這種純白的羽毛。同時嚴格的訓練也使得這種陸行鳥擁有穩重的個性和健壯的體格，即使坐上兩個人都不會有任何問題。","祈禱將化為誓言，誓言<hex:02100103>則會永遠為你們照亮前<hex:02100103>進的道路。<hex:02100103>　　　　——誓約的祭司"
42,"騎上斯萊普尼爾。<hex:02100103>受到鬪神祝福的妖馬，魔眼之中散發著鮮紅的光芒。","受到鬪神奧丁祝福的妖馬，身纏令人絕命的鬥氣。血紅色的鬃毛給人帶來無比的威壓感。雖說這匹馬在戰場上無所畏懼，不過一旦它遇到認可的主人，甚至會迎合主人的體型改變自己的大小。","那鼓起雄壯的肌肉，用強有力<hex:02100103>的四肢踩踏大地的樣子……<hex:02100103>太銷魂了……真棒！<hex:02100103>　　　　　　　　——奧爾什方"
43,"騎上冰妖馬玻瑞阿斯。<hex:02100103>受到冰神祝福的妖馬，能夠凍結四周的空氣。","受到冰神希瓦祝福的妖馬，身披凜凜寒風。很可能是庫爾札斯地區的獨角獸得到了蠻神的祝福變化而成的。它在奔跑時甚至能夠將沿途的空氣凍結。","仰天長嘶鳴，<hex:02100103>一騎絕塵無蹤影，<hex:02100103>烈馬向前行。<hex:02100103>　　　　——馬奉行"
44,"騎上遊行陸行鳥。<hex:02100103>給胖陸行鳥加上了凱旋遊行中用的裝飾品。跑起來威風凜凜。","冒險者公會為了準備凱旋遊行進行了很多的準備工作，他們向商人發出了「想要體型寬厚的陸行鳥」的訂單，結果得到的卻是這種結果……由於飼料費過於昂貴，所以這隻鳥也就變成了獎勵給優秀冒險者的獎品。","遊行好歡樂啊！<hex:02100103>　　　　——路人"
45,"騎上黑陸行鳥。<hex:02100103>一種能夠飛上天空的陸行鳥，從很小的時候就開始接受飛行訓練了。翅膀雖小，能力俱全！","原產自伊修加德的黑色陸行鳥。這一品種天生就是一身黑色的羽毛，有著能夠飛行的能力。福爾唐家的騎士奧爾什方為了最重要的摯友親手調教出了這隻鳥，身上的肌肉充滿了美感。","您不知道黑陸行鳥？<hex:02100103>它們是一種以純黑羽毛<hex:02100103>為特徵的飛行品種。<hex:02100103>　　　　——鳥欄管理員"
46,"騎上精金龜。<hex:02100103>原產自近東地區的巨大陸龜，看上去又笨又重，但實際上移動速度卻比想像中的快。","原產自近東地區的薩維奈島，烏爾達哈的動物學家經過不斷地嘗試終於成功馴化了這種外來的野生生物，並通過咒術師公會的古代魔法再現實驗，讓其具備了飛翔的能力。","這不是防範烏龜傷人的<hex:02100103>時候了。<hex:02100103>　　　　　——朗德內爾"
47,"騎上麒麟。<hex:02100103>通過東方傳來的魔笛召喚出的幻獸。","在東洲，無論什麼人都知道萬獸的主宰乃是天上的麒麟。人們相信這種傳說中的仙獸已經生活了千年之久。雖然人類可以通過仙人製作的魔笛向麒麟發出呼喚，但是萬獸之主僅會回應它認可的英雄。","這就是……誕生於悠久<hex:02100103>時光中，被奉為傳說的<hex:02100103>幻獸！<hex:02100103>　　　　——異國的詩人"
48,"騎上騎乘系統。<hex:02100103>古代亞拉戈帝國設計的球形防衛系統。","聖寇伊納克財團所挖掘出來的古代亞拉戈帝國球形防衛系統。經過調查之後再由尼祿將危險的武器都移除了下去，變成了純粹的觀賞物品。後來為了籌集研究經費而轉賣給了羅薇娜。不過當初的調整好像有些小問題……時不時就會電兩下……","迷宮的防禦系統都處在<hex:02100103>活動狀態。<hex:02100103>　　　　——拉姆布魯斯"
49,"騎上芬里爾。<hex:02100103>生息在阿巴拉提亞山脈深處的神秘古代野獸。","曾君臨艾歐澤亞的古代野獸「霜狼」。原本人們都以為這種生物已經滅絕了，可近年來在阿巴拉提亞山脈深處再次發現了它們的身影。因其讓人聯想起清冷月光的鬃毛和凜然雄姿，人們常以傳說中的幻獸芬里爾的名字來稱呼它們。","竟然能夠擊退月狼芬裡<hex:02100103>爾……光之戰士，你的<hex:02100103>力量果然非同凡響。<hex:02100103>　　　　　　——伊塞勒"
50,"騎上塵世幻龍。<hex:02100103>龍族始祖開始稍微有些認可共同行動的冒險者了。","世界最初之龍，所有龍族的始祖，塵世幻龍為了觀察光之戰士的行動而創造了這個分身。光之戰士完成了所有的試煉，成功打破了龍爪的封印並取回了光之加護，塵世幻龍認為光之戰士已經具備了與自己共同行動的資格，於是改變了分身的外形，讓同行者能夠乘上自己的背部以便今後的行動。","我乃塵世幻龍，現與海德林<hex:02100103>的使徒同行，去見證<hex:02080DE905FF04>她<hex:FF04>他<hex:03>是如<hex:02100103>何結束龍族與人類的紛爭。<hex:02100103>　　　　　　　——塵世幻龍"
51,"","",""
52,"騎上紅大陸行鳥。<hex:02100103>體格非常結實的大型陸行鳥。甚至能夠馱動兩個人。","在龍堡參天高地有一處秘境名為陸行鳥之森，在那裡生活著多種野生陸行鳥，其中更是存在十分罕見的紅色大鳥。在伊修加德，紅色象徵著純愛與博愛，這種大鳥最適合與摯友一同乘坐了。","陸行鳥是物資運輸中的<hex:02100103>核心呢。陸行鳥要是病<hex:02100103>了就沒法開工了。<hex:02100103>　　　　　　　——伊玫"
53,"騎上騰雲蛇。<hex:02100103>袞杜族商人魯納瓦努精心養育的騰雲蛇。","袞杜族商人魯納瓦努費盡心血養育而成的騰雲蛇。飛舞在雲海上空時如同肆虐的狂風般剛強有力。它的主人魯納瓦努非常堅定地表示，在有資格騎上這隻騰雲蛇的勇者出現之前，別人開價多少他也不賣。","要馴服野生的騰雲蛇，<hex:02100103>對我來說實在太難了。<hex:02100103>　　　　——古努瓦努"
54,"騎上獅鷲。<hex:02100103>原產於阿巴拉提亞山脈，一半是獅子，一半是雄鷹。","原產於阿巴拉提亞山脈的有翼魔獸。雖然性情十分兇悍，但是在阿拉米格能夠從幼崽時期開始訓練最終成為出色的坐騎。阿拉米格特有的魔獸軍團便是由獅鷲騎兵所組成。","展開雙翼、振翅高飛！<hex:02100103>　　——高風飛行社標語"
55,"乘上破魔艇。<hex:02100103>加隆德煉鐵廠所開發的小型飛空艇。","加隆德煉鐵廠的魏吉和比格斯共同設計開發出的單人飛空艇，這可是史上第一架搭載偏屬性水晶浮空裝置的機體。","我和魏吉的最高<hex:02100103>傑作——破魔艇<hex:02100103>就託付給你了！<hex:02100103>　　　——比格斯"
56,"騎上戰豹。<hex:02100103>專門為了戰鬥而訓練的軍用黑豹，即使奔跑起來也猶如陰影一般安靜。","專門為了戰鬥而訓練的軍用黑豹。與長鬚豹是同類生物，能夠本能地利用魔力提高自己的身體能力。據傳，初代暗黑騎士正是通過觀察黑豹狩獵時的情況而領悟出了暗黑劍法。","我們這幫人本來就是<hex:02100103>行走在陰影間的。<hex:02100103>　　　　　　——賈可"
57,"","",""
58,"乘上哥布林戰車。<hex:02100103>科學家組織「青藍之手」所開發的騎乘用戰鬥機甲。","原本那些哥布林科學家想要製作的是一款能夠代替盜龍搬運貨物的機器。不過後來還是在機器上加上了武器投入到了戰鬥。而這台機器因為是戰利品，武器已經卸掉了。","青藍之手 太過分了！<hex:02100103>使用 破爛兵器 肆意作亂<hex:02100103>這是個 大問題！<hex:02100103>　　　　　——霍爾皮克斯"
59,"騎上雙塔尼亞。<hex:02100103>使用亞拉戈文明的秘密技術操控的古代龍。","生於南方美拉西迪亞大陸的古代龍。通過「拘束環」控制住了精神，絕對不會反抗擁有認證密鑰的人。","這孩子一直期待著能有一天<hex:02100103>和龍族戰鬥，想不到那一天<hex:02100103>永遠也不會到來了……<hex:02100103>　　　　　　　——斯特凡諾"
60,"","",""
61,"","",""
62,"騎上魔女掃帚。<hex:02100103>被賦予了魔力的掃帚，唰唰唰唰。","南瓜頭魔人賦予了這把掃帚龐大的魔力。跨上掃帚後，掃帚便會輕飄飄地浮上天空，然後就可以在空中自由翱翔了。當心情低落的時候，騎著掃帚出去飛一圈，想必心情就會好很多。","你去和那邊的魔法<hex:02100103>掃把打聲招呼吧。<hex:02100103>　　　　——瑪托雅"
63,"","",""
64,"","",""
65,"","",""
66,"","",""
67,"騎上天馬。<hex:02100103>棲息在雲海盡頭的幻之馬，可以翱翔於天空。","可以自由翱翔於天空的幻之馬，在雲冠群島成為了冒險者的夥伴。人們曾經認為天馬只存在於傳說之中，但這一說法隨著大航空時代的到來被證明是錯誤的。據說它還曾救助過雲海遇難的空賊，作為一樁逸聞也流傳甚廣。","希望你不要被過去所束<hex:02100103>縛，盡情展翅高飛。<hex:02100103>　　　　　——費茲阿爾"
68,"乘上莉維亞專用魔導裝甲。<hex:02100103>為莉維亞·薩斯·尤尼烏斯特別定製的專用魔導裝甲。","加雷馬帝國軍第十四軍團軍政官莉維亞·薩斯·尤尼烏斯的專用魔導裝甲。作為在北州擴張戰爭中有著活躍表現的「達爾馬斯卡魔女」的愛機而廣為人知。通稱「純白惡魔」。","第十四軍團軍政官，莉維亞·薩<hex:02100103>斯·尤尼烏斯……為了追求蓋烏<hex:02100103>斯的愛而逝去麼。<hex:02100103>　　　　　　　——西德·加隆德"
69,"乘上尼祿專用魔導裝甲。<hex:02100103>為尼祿·托爾·斯卡艾瓦特別定製的專用魔導裝甲。","加雷馬帝國軍第十四軍團幕僚長尼祿·托爾·斯卡艾瓦的專用魔導裝甲。經由優秀的機械師尼祿本人之手，強化了青磷引擎的功率和足部行走系統。通稱「血紅男爵」。","我是尼祿·托爾·斯卡<hex:02100103>艾瓦！將你的力量和能<hex:02100103>力為我所用吧！<hex:02100103>　　　　　　　——尼祿"
70,"騎上雙足飛龍。<hex:02100103>飛翔於雲海之間的雙足飛龍。性格忠義，一直以降妖除魔為己任。","飛翔於雲海之間的雙足飛龍。千年以前曾和它的摯友騎士立下誓言，共同打倒了無數邪惡的魔物。龍詩戰爭爆發後，由於與人類的交流被斷絕，它在悲憤之餘決心尋找新的夥伴，繼續未竟的魔物討伐事業。","好強……這次來的是雙<hex:02100103>足飛龍……是如假包換<hex:02100103>的，真正的龍族啊。<hex:02100103>　　　　——聖特雷爾莫"
71,"騎上SDS芬里爾。<hex:02100103>擁有幻獸芬里爾之名的戰鬥機車。","以幻獸芬里爾命名的戰鬥機車。是一輛名副其實擁有大排氣量、能夠高速行駛的機車。順便一提，SDS是斯特萊夫配送服務的簡稱。","您好，這裡是斯特<hex:02100103>萊夫配送服務。<hex:02100103>　　　　　——蒂法"
72,"騎上恐甲螞蜓。<hex:02100103>做買賣一手培養的恐甲螞蜓。臉部到底長什麼樣子至今還是個謎。","自由腦窟穴的做買賣從幼蟲期一直精心培養長大的恐甲螞蜓。最初是產在水邊的卵中孵化出的幼蟲，作為水棲昆蟲度過幼年期後，會羽化蛻變為帶有翅膀可以飛行的成蟲。","嘁嘁嘁……你想騎上恐甲螞蜓嗎。<hex:02100103>它還不熟悉人類，不過很快就會聽<hex:02100103>話了。<hex:02100103>　　　　　　　　　　——做買賣"
73,"騎上祖。<hex:02100103>從近東飛來的怪鳥祖，在天空中悠然地揮動翅膀。","來自近東的怪鳥祖的成鳥。嘴部呈鋸齒狀並生有利牙，是為了牢牢捕獲住掙扎的野獸。當它咬住獵物後，便會來回甩動長長的脖子，弄死獵物後再一口吞掉。","類屬於祖的鳥，會隨著<hex:02100103>季節變化往來於近東地<hex:02100103>域與艾歐澤亞。<hex:02100103>　　　　　——怪物獵人"
74,"騎上貝努鳥。<hex:02100103>以帶有魔力的角笛呼喚出的傳說中的幻獸。","經過第七靈災時現身於加爾提諾上空的不死鳥的乙太沐浴而得以重生的怪鳥。因其外形酷似幻之靈鳥而得名「貝努」，意為「絢麗起舞的閃光之物」。","傳說中的不死鳥……<hex:02100103>自古以來便是再生的<hex:02100103>象徵。<hex:02100103>　　　　——路易索瓦"
75,"騎上白雲獵鷹。<hex:02100103>得到雲神祝福的巨隼。如同白雲一般在空中起舞。","受到雲神俾斯麥的祝福，全身包裹著騰雲的巨隼。其用途似乎是像騰雲蛇一樣，用來將瓦努族的戰士送至雲神身邊。那雲朵一般悠然飛舞在天空之中的身姿，宛如拂面而來的東風一般美麗。","哦哦哦，白神！是白神！<hex:02100103>偉大的雲神「俾斯麥」！<hex:02100103>　　　　　　——火努瓦努"
76,"騎上怒武獵鷹。<hex:02100103>得到武神祝福的巨隼。如同月劍一般撕碎空氣。","受到武神羅波那的祝福，全身纏繞著令人戰慄的鬥氣的巨隼。它在空中飛翔時那撕裂狂風的凜然身姿，仿佛讓人聯想到月劍「明月之笑」。要想馴服它，恐怕需要有和武神相當的霸氣才行。","英勇之士、尚武之師、<hex:02100103>引領群體的神……降臨<hex:02100103>吧，武神羅波那！<hex:02100103>　　　　　——同心一族"
77,"騎上圓桌獵鷹。<hex:02100103>得到騎神祝福的巨隼。跟隨聖騎士們捕獲獵物。","受到騎神托爾丹的祝福，充滿聖騎士風格裝扮的巨隼。這種裝扮想必是來源於伊修加德的騎士們自古以來喜愛獵鷹的傳統。它犀利的目光不會放過地面上的任何獵物。","「人龍合奏，千年戰詩。<hex:02100103>為斬因果，圓桌降世。」<hex:02100103>　　　　　——異國的詩人"
78,"騎上戰爭獵鷹。<hex:02100103>得到魔神祝福的巨隼。據說是用來傳播世界樹的種子的。","受到魔神薩菲洛特的祝福，威風堂堂的巨隼。據說在南方大陸美拉西迪亞的樹狀種族神話體系中，原初之樹「世界樹」的種子被播撒到世界各地，令整個世界枝葉繁茂，而它就是用來播撒世界樹種子的靈鳥。","純粹的信仰、崇高的理<hex:02100103>想……這才是最值得恐<hex:02100103>懼的力量。<hex:02100103>　　　　　　　——蛇心"
79,"","",""
80,"乘上榮耀號。<hex:02100103>單人用小型飛空艇，名稱來源於某本小說。","年輕而富有才華的技師塔塔拉姆所設計的小型單人式飛空艇，是將他的祖父塔塔諾拉畢生追求的螺旋槳型飛空艇以最新技術小型化後的產物。名稱來源於某本小說中的一艘「能自由飛翔於空中的船」。","這飛空艇，真贊……塔塔拉姆<hex:02100103>這小子，居然設計出這麼劃時<hex:02100103>代的飛空艇。<hex:02100103>　　　　　　　　——塔塔巴魯"
81,"乘上筋斗雲。<hex:02100103>以東方仙人的秘術創造出的一朵有魔力的雲。","據說是隱居在東洲奧薩德大陸邊境深山中的某位偉大仙人所創造的秘術，用魔力將雲朵固定在一起，然後便可以乘著它飛翔在天空中。只有天生擁有魔法才能而且心地善良的人才能駕馭它。","我聽說，難民們的祖國在<hex:02100103>遙遠的東方。不知那裡有<hex:02100103>沒有獨特的魔法……<hex:02100103>　　　　　　——庫爾特內"
82,"騎上初代胖陸行鳥。<hex:02100103>超級能吃的陸行鳥們的大首領。初代的毛色是白色的。","胖陸行鳥閃亮登場！雖然近來黃色羽毛的個體比較常見，但作為超級貪吃的陸行鳥大前輩，初代胖陸行鳥的毛色卻是白色的。由於它來者不拒的性格，除非吃到撐死，不管是武器還是防具都會吃給你看。","要餵我吃點什麼呢？<hex:02100103>　　——初代胖陸行鳥"
83,"騎上天陽馬阿斯特洛珀。<hex:02100103>相當稀奇的大型天馬。甚至能夠馱動兩個人。","阿斯特洛珀經過長時間的進化，成長為了可以馱動兩個人的大型天馬。本來是很兇猛的野獸，連接近都很困難。但是對那些擁有獻身精神的善良之士會敞開心扉。","大聖堂的主教們認為，這<hex:02100103>場旅程才是對心意相通的<hex:02100103>兩人最適合的考驗。<hex:02100103>　　　　　——克拉麗貝爾"
84,"騎上胖莫古力。<hex:02100103>超級能吃的莫古力大首領，能飛是多虧了魔法。可以馱動兩個人。","胖莫古力閃亮登場！吃光了森林，最終變成了如此龐大的身軀。即使胖成這樣還能飛是多虧了魔法的力量，他自己的翅膀已經起不了什麼作用了。","因為看它在熟睡，想都<hex:02100103>沒想就把石頭塞進它的<hex:02100103>鼻孔了庫啵！<hex:02100103>　　　　　　——莫古京"
85,"","",""
86,"騎上孢雲棉花糖。<hex:02100103>生長在雲海的浮行性植物。可以通過莫古力的魔法進行控制。","生長在雲海的浮行性植物「輕飄飄浮草」。生活在莫古力之家的莫古力施以魔法，將其作為坐騎使用。此外，它的絨毛對莫古力族有治癒效果。","孢雲棉花糖派上用場了<hex:02100103>嗎庫啵？以後有需要的<hex:02100103>話隨時過來庫啵！<hex:02100103>　　——輕飄飄的莫古力"
