key,0,1,2,3,4,5
20022,"這種魚不僅能一口吞掉一些甲殼類生物和小魚，甚至連龜和鯊魚都能吞掉。甲人族在訓斥做錯事的孩子時，會嚇唬孩子說「壞孩子會被鞍帶石斑魚吃掉」。",20166,215,12,613,True
20023,"背鰭上的刺有強烈的毒性，是一種危險的魚類。但是它的肉卻鮮美至極，因此不斷有捕魚人不顧生命危險挑戰它。",20167,215,11,613,True
20024,"多瑪蝲蛄的突發變異種。不禁讓人聯想到身著赤備的武將。但是目前仍然不知為何會變成紅色。",20168,215,13,614,True
20025,"多瑪四大魚之一。人們已經掌握了其繁殖方法，經常能在平民們的飯桌上見到它的身影。",20169,215,15,614,True
20026,"在很久很久以前的延夏，這種貝殼曾被人們當做貨幣使用。當然，現在是一文不值的。",20170,215,13,614,True
20027,"乘著暖流來到紅玉海的大型食肉魚。因為它們喜歡聚集到漂浮物的周圍，所以被誤認為會吃死人。當然實際上並不會。",20171,220,12,613,True
20028,"冷酷的表情、如傷痕一般的花紋，再加上獨自游動時的姿態，像極了浪人武士。不過它並不是在尋找自己的主公。",20172,220,12,613,True
20029,"非常美味，甚至有「除卻褐石斑魚不是魚」的說法。對當地的捕魚人來說可是夢寐以求的獵物。",20173,220,12,613,True
20030,"一到夜晚，這種海螺就會沿著暗礁到處爬，用齒舌靈巧地啃食海藻。是東方地域沿岸地非常有代表性的食用螺。",20174,220,10,613,True
20031,"鮮豔朱紅色的海星。看到紅色的東西就往名字裡加「紅玉」，真是太沒創意了。",20175,220,10,613,True
20032,"出生在海中的幼體最終會逆流而上，回到淡水水域生活。等到繁殖季節時，又會回游到海中。",20176,220,13,614,True
20033,"據說有一位持續斷食修行的仙人因為太餓了，雙腿無力跌落河中淹死了。眾神覺得實在太可憐了，就把這位仙人變成了魚。",20177,220,14,614,True
20034,"自古便生存在無二江江底的魚。因為活過了千年，據說有的魚成為了仙人升天了。",20178,220,15,614,True
20035,"棲息地廣闊，是東方地域自古以來一直食用的烏賊。在遠東之國，也是很有名的生魚片和天婦羅材料。",20179,225,11,613,True
20036,"究竟是不是鯵魚呢？如果大致劃分的話，可以說是鯵魚，但從狹義上來說是類鯵。所以到底是不是鯵魚呢？",20180,225,11,613,True
20037,"「楚」是一種落葉灌木，因為枝幹細直，經常會用來做教鞭。看到這種蟹的腿，不禁會讓人回想起讀書的少年時代。總之非常適合拿來做火鍋配料。",20181,225,11,613,True
20038,"即使是在昏暗的海底，只要有微弱的反光，這種魚的眼就能反射出紅光。因此，過去被人們當做是吸血魚。",20182,225,12,613,True
20039,"主要以藻類為食的淡水魚。據說秋天時會在雙殼貝類中產卵，魚苗將在貝殼裡過冬，等到初春到來之時游出，之後便會急速成長。",20183,225,14,614,True
20040,"傳說這種魚的壽命是人類的一半，事實上，壽命較長的魚能活到50歲以上。另外，這種魚喜歡吃怪東西也是出了名的。",20184,225,15,614,True
20041,"據說有一條蛇希望能在河川中暢遊，因此它祈求天女，讓自己變成一條魚。這麼看的話，頭部的確是有點像蛇。",20185,225,14,614,True
20042,"一種鮮豔朱紅色的鯛魚。白天會躲在岩石縫中，到了夜晚便開始活動。因此視力十分發達。",20186,230,11,613,True
20043,"身上有獨特的花紋，當彎曲成圓形的時候看上去就像是一個車輪。因為加熱會讓蝦的甜味倍增，所以炸著吃或烤著吃都十分美味。",20187,230,13,614,True
20044,"傳說有一個大天狗在用能夠呼風喚雨的團扇澆滅噴發的火山時，不小心把團扇掉進了不二江。然後就幻化成了這能夠釋放雷電的鰩。",20188,230,14,614,True
20045,"擁有7到9根突起的美麗螺。因為很像東方地域的法器「星輪」，所以殼被當做是吉祥物出售。",20189,230,13,614,True
20046,"多瑪四大魚之一。不僅自古以來就為人們所食用，而且在各種神話傳說中也頻繁登場。",20190,230,15,614,True
20047,"叫聲很像犏牛的夜行性蛙類。在延夏和納夏一般也作為食材食用。",20191,230,16,622,True
20048,"據說曾把想要過河的小馬從腹部咬斷成了兩半。也是一種十分恐怖的食人鯰魚。",20192,230,18,622,True
20049,"魚鰭呈紅色的淡水魚。對於暮暉之民來說，紅色象徵著太陽的顏色。因此這種魚被認為是太陽神的眷屬。",20193,230,17,622,True
20050,"傳說這種魚是從月亮上掉下來的。因為夢想著再次回到月亮上，所以一直在向梅茵菲娜祈禱。",20194,230,19,621,True
20051,"雖然是骨舌魚的近親，但是適應了鹽分濃度極高的鹽湖，鱗片就像鹽一般閃耀著光輝。是一種以捕食蟲子和小魚為主的肉食性魚。",20195,230,21,621,True
20052,"在鹽湖這個生態圈中位於食物鏈的上層。尤其愛吃泛洪金槍魚，會巧妙地進行捕食。",20196,230,20,621,True
20053,"天藍色的皮膜會讓人聯想到阿拉米格王族的披風。在廢王泰奧德里克的統治時期，那些不滿王族的人會拿它來洩恨。",20197,230,21,621,True
20054,"會在昏暗的海底散發著幽幽的綠光。雖然是最近才被當做新物種被學會發現，不過對於甲人族來說早就習以為常。",20198,245,10,613,True
20055,"聰敏的大型食肉魚。之所以叫黃尾鰤，是因為身體從吻至尾柄有一條明顯的黃色縱帶。",20199,245,12,613,True
20056,"背部有朱紅色的斑點，很容易在梅雨季節釣上來。肉質甘甜，用來做生魚片不錯。",20200,245,15,614,True
20057,"這種蟹潛伏在水流和緩的河底。據說會利用儲存在甲殼內的魔力給周圍的水加溫，自己打造舒適的棲息環境。",20201,245,14,614,True
20058,"白天躲在岩石縫中，到了晚上便趁夜色去狩獵食物，正如居住在月神沙漠的朵塔兒部落一般。",20202,245,17,622,True
20059,"居住在太陽神草原的暮暉之民連看都不會看它。但是，在無二江中部流域的延夏等地區還是被廣泛食用的。",20203,245,16,622,True
20060,"雖然長得像鯊魚，但其實是一種鯰魚。而且是草食性動物，別說人了，連小魚都不會吃。",20204,245,18,622,True
20061,"根據流傳在基拉巴尼亞的傳說稱，這種蝦的原身是被第六靈災時颳起的龍捲風吹上了天空，再從天而降的蝦。",20205,245,20,621,True
20062,"適應了鹽湖環境的牡蠣。雖然味道鮮美，不過需要認真去除鹽分。",20206,245,19,621,True
20063,"在適應鹽湖環境的過程中，為了保護自己而逐漸演變成了白色。據說當地的高地之民會直接生吃。",20207,245,19,621,True
20064,"會巧妙地使用自己的鉗子用鹽來製作巢穴，可謂蟹中刻木匠。但是，這些沒有後路的巢穴反而讓它成為甕中之蟹，輕而易舉就被捕魚人抓去了。",20208,245,20,621,True
20065,"在遠東之國，這種蝦被譽為將軍之蝦，是高級食材。堅韌的紅色甲殼就像出征武將身著的鎧甲。",20209,260,11,613,True
20066,"這種鯊魚是由一位東方名為箕作的偉大海洋研究家發現的。亞拉戈劍鯊有可能就是在它的基礎上進行合成的。",20210,260,12,613,True
20067,"多瑪的金魚商人發現了出現在商品中的突變種，並將其固定培育了。不管從顏色還是體型來說，都要比一般的金魚更漂亮。",20211,260,13,614,True
20068,"在多瑪有這樣一個傳說，這種魚因為十分傲慢，想要模仿飛龍升天，所以被施加了詛咒，永遠無法浮出水面。",20212,260,13,614,True
20069,"在奧薩德次大陸的河川中下流域棲息的小型淡水魚。在暮暉之民的神話中，這種魚是太陽神的使者。",20213,260,16,622,True
20070,"鹽湖中比較有代表性的螺。也正是因此，自古以來就是阿拉米格人餐桌上的一道家常菜。",20214,260,19,621,True
20071,"雖然魚肉也可以吃，不過魚籽是無比貴重的食材。用鹽湖的鹽醃製的魚籽價錢幾乎等同於黃金。",20215,260,21,621,True
20072,"巨大的下顎被人們看做是貪慾的象徵，不知何時開始被比喻為了徵稅人。和皺腮鯊是強勁的對手。",20216,260,21,621,True
20073,"擁有寬寬的背鰭和尾鰭，周身呈黑色，但邊緣有一圈花紋如同鑲了個邊。據說這是為了模仿有毒的扁蟲進行的擬態。",20217,275,10,613,True
20074,"這種鯛不僅能夠生活在入海口的汽水域，還可以游到上游的淡水域。在成長過程中，雄魚會變成雌魚。",20218,275,14,614,True
20075,"充滿謎團的魚，看上去就像是一條粗粗的繩索。傳說是那些被繩子捆綁著扔到海裡的俘虜們的靈魂寄宿在了束縛他們的繩子上，最後變幻成了魚的樣子。",20219,275,15,614,True
20076,"天女魚的近親，但顏色是更加鮮豔的粉紅色。因為這種魚極其美麗，所以被比喻為在空中起舞的天女，是一種十分有名的觀賞魚。",20220,275,14,614,True
20077,"太陽神使者的近親。這種魚的個頭要更大，魚身也是如同夜空一般的藍色。在神話中被當做是月神的使者。",20221,275,17,622,True
20078,"這種魚的地盤意識非常強，甚至將孕育自己的父母都視為對手。在用力量來說話的奧羅尼部中，這種魚非常受歡迎。",20222,275,18,622,True
20079,"不知是否是因為這種魚棲息在鹽湖中，所以只要烤一烤就鹹度適中，美味可口。對於阿拉米格人來說是故鄉的味道。",20223,275,20,621,True
20080,"黃銅泥鰍的近親，不過身體是如同白鋼一般的銀白色。實際摸一下其實滑溜溜的一點也不硬。",20224,275,19,621,True
20081,"黑鰨的近親，形狀就像是鞋底一樣。棲息在鹽湖湖底，為了不被捕食者發現而漸漸演化成了白色的身體。",20225,275,20,621,True
20082,"在奧薩德次大陸沿岸地被當做一般的食材食用。身上的條紋是隨著成長一條條長出的。",20226,290,12,613,True
20083,"一種甲鱗綱魔物，一直保持著古代的形態。嗅覺極為靈敏，可以巧妙地以氣味來區分獵物，進行狩獵。",20227,290,12,613,True
20084,"雖然看上去很像魚或者海豚，但據博物學家稱，這其實是一種甲鱗綱魔物。直到不久之前，人們還認為這是已經滅絕了的物種。",20228,290,15,614,True
20085,"傳說它曾叫囂自己是紅玉海最強的魚，然後就被須佐之男扔到了無二江中，再也無法回到大海。",20229,290,14,614,True
20086,"因為這種魚滿臉鬍鬚，而且看上去威嚴莊重，所以被比作是研究風水的方士。雖然味道並不鮮美，但卻是甲人族的最愛。",20230,290,14,614,True
20087,"橙色的花紋不禁讓人聯想到燃燒的火焰。曾經人們認為日食的發生就是因為這種魚吞掉了太陽導致的。",20231,290,18,622,True
20088,"擁有劇毒。因為曾經有人想要利用這種毒來謀害君主，所以才被冠以這種不光彩的名字。但其實性格溫和很少咬人。",20232,290,17,622,True
20089,"傳說這種魚是在太陽神和月神離開時，作為使者留下守護敖龍族的。從此之後，魚就再也沒有合過眼。",20233,275,16,622,True
20090,"在暮暉之民的神話中，馬在死後靈魂會作為神的使者重生為魚。特別是有名的馬會重生為白色的魚。",20234,290,16,622,True
20091,"據說這種魚是在第六靈災時被大洪水從海裡衝到了阿巴拉提亞山脈。當然尚未得到確鑿的證據可以證明。",20235,290,21,621,True
20092,"一種節肢動物，看上去就像阿拉米格傭兵的頭盔一般，故而得名。曾經軍隊在出征前會燃燒它的殼來占卜吉凶。",20236,290,20,621,True
20093,"看到這種魚，薩雷安人會聯想到蝴蝶，而阿拉米格人則會聯想到死靈。只能感慨文化差異太大了。",20237,290,19,621,True
20094,"因為這種魚會被漂浮物吸引，所以在湖中游泳的話有時就會有這種魚湊過來。煎炒烹炸，任君選擇。",20238,275,21,621,True
20095,"一種甲鱗綱魔物，位於鹽湖食物鏈的頂點。因為同族之間也會發生爭鬥，所以經常遍體鱗傷。",20239,290,21,621,True
20096,"龍之子的幼體。龍之子是由雄性負責生育寶寶的。在之後的成長過程中身體的顏色會發生改變。",20528,290,10,613,True
20097,"此魚有著像刀一樣的銳利嘴部，因此也被比喻成名刀「菊一文字」。就連身體很滑的獅子魚也能一刀兩斷的捕食掉。",21179,300,12,613,True
20098,"外皮富有彈性的奇妙魚類。魚身表面非常光滑，即使是被大型魚抓住也能輕鬆逃脫。",21180,300,11,613,True
20099,"烤也好紅燒也好，味道都相當不錯的雷克蘭德的平民魚。在當地還作為沒有特徵的代名詞使用。",27516,345,22,813,True
20100,"碩大的紫色魚鰭是為了欺騙天敵的候鳥。據說魚鰭的色素來自地上的紫色植物，用於偽裝成葉子。",27517,345,22,813,True
20101,"擁有能讓獵物的魚群集體觸電的強力發電器官。因此會被其他想要分一杯殘羹的魚類所依賴。",27518,345,22,813,True
20102,"玻璃狀的球體深處搖曳著神秘的影子。被雷克蘭德聯邦的占卜師們作為占卜水晶球使用。",27520,345,23,813,True
20103,"無論對魚還是對漁夫都會加以攻擊的兇猛魚類。因此被比作舊時菁靈族用來統治湖畔地帶的長槍。",27522,345,24,813,True
20104,"特徵在於彼此之間會互蹭臉頰。擁有很高的社會性，這樣做似乎是對族群之長表達忠誠的重要行為。",27528,345,22,813,True
20105,"以鮮豔的紫色漸變為特徵的貝殼。屬於扇貝的一種，貝肉上具有能讓人聯想到堇花一樣的微弱香甜味。",27529,345,22,813,True
20106,"體表如一，擁有雪白緊緻的身體。因樸素的味道而深受喜愛，經常出現在雷克蘭德地區的婚宴上。",27533,345,24,813,True
20107,"曾經在孚布特王國被廣泛用於食用的淡水魚。為了去除其獨特的臭味，使用香草已經成為了一種固定的烹飪方法。",27536,390,23,816,True
20108,"以水中的微生物作為主食，吃得非常少。幾乎沒有排泄器官，攝取的食物都用於了堅硬外殼的強化。",27519,345,23,813,True
20109,"始源湖的特有品種。其獨具特色的淡紫色體色，是為了方便隱藏於雷克蘭德的樹木反射到的水面中。",27521,350,24,813,True
20110,"因懼怕兇猛的物種，所以習慣貼在水底游泳。因受到原產地水中的水晶碎片影響，身體變成了明亮的白色。",27523,350,22,813,True
20111,"生活在淺灘，當水乾涸時會用粘液和泥土中形成紫色的繭包裹自己進入休眠。等水位正常後，水面上會漂浮著化為了空殼的繭。",27524,350,23,813,True
20112,"會將從水中攝取的乙太貯存在魚鱗中，通過發光來識別同一品種的夥伴。不過這也成為了漁夫識別它們的很好的信號。",27525,350,23,813,True
20113,"沉甸甸的身體被比作巨大的茄子。只要有茄子魚出現，附近的田地就會大豐收，不過其中的因果關係不明。",27527,350,24,813,True
20114,"會貪婪地吃掉一切餌食，也能強烈感受到水溫的變化。因此也能很快適應光之泛濫後發生劇變的環境，個體數量反倒更多了。",27530,350,23,813,True
20115,"擁有很有氣質的體色和魚鰭。曾經作為雷克蘭德聯邦的貴族的觀賞用魚廣受青睞，因而得名。",27531,350,23,813,True
20116,"這有些唬人的俗稱，是將發光的突起比喻成了手持油燈進行看守的獄卒。面部的可怕程度也是獄卒級別的。",27526,355,24,813,True
20117,"古代魚的一種。其眼球雖然像起霧一般渾濁，但是可以敏感地察覺到水的流動，把握周圍的狀況。",27532,355,24,813,True
20118,"擁有藍白色清澈透明的殼體的雙殼貝。從孚布特時代起就棲息於附近一帶，被比作美麗公主的眼淚，深受國民喜愛。",27537,355,22,816,True
20119,"接受了夢羽城的翠光洗禮，從而擁有了翡翠色的體色。光之泛濫發生前似乎是淺粉色。",27539,355,23,816,True
20120,"將外側的突起和立體的漩渦比喻成了雛菊的可愛的貝殼。會用自身的顏色將魚吸引過來，再用銳利的牙齒對其進行捕食。",27538,370,22,816,True
20121,"可愛的顏色和紋樣，成為了戀人們祈願的象徵。同一物種之間會互食，因此養育時絕對不能成對飼養。",27540,370,23,816,True
20122,"面部看起來稍顯知性的魚。雖然水妖族將其視為不可替代的朋友，但它有沒有這種想法就要打個問號了。",27541,370,24,816,True
20123,"帶有金邊的魚鰭，其美貌贏得了整個湖中的豔羨。水妖族中流行將其帶到社交場合增光添彩。",27544,370,22,816,True
20124,"從光之泛濫發生前就棲息在這一帶的物種。原本體表是灰色的，似乎是妖靈們幫忙變成了可愛的顏色。",27546,370,23,816,True
20125,"擁有清澈的藍色體表，是鰻魚的一種。被比作孚布特王國特產的玻璃工藝品，因此得名。",27547,345,24,816,True
20126,"特徵在於10片左右的獨立魚鰭。由於其數量越多越顯得高貴，因此同一物種之間還會發生攻擊對方魚鰭爭奪地位的事情。",27542,380,24,816,True
20127,"被妖靈們改變了顏色的魚的一種。據說水妖族內部會互相比試誰能用魔咒將魚的顏色變得更鮮豔。",27543,380,22,816,True
20128,"擁有粉色的體表與環繞著下半身的天藍色腹鰭。搖動全身游泳時的樣子，就像春天的花瓣在水中舞動一般。",27545,380,23,816,True
20129,"從光之泛濫發生前就棲息在這個地區的物種。生命力極其頑強，即使切掉尾巴也可以輕鬆再生。",27548,380,24,816,True
20130,"特徵在於形似花瓣的碩大的背鰭。繁殖期時會跳出湖面，就像櫻花飛舞般。",27549,390,22,816,True
20131,"被稱作伊爾美格首屈一指的潮人的魚。對於引人矚目有著很強的執念，遇到比自己更引人矚目的魚會毫不留情地採取攻擊。",27550,390,22,816,True
20132,"沒有智慧也沒有意識的神秘生物。其真實身份被認為是慢吞吞的傢伙的靈魂因為沒能成為仙子族，在寄宿到了藻類身上後形成的生物。",27552,390,23,816,True
20133,"擁有碩大的箭頭型頭部，像射出的箭一樣筆直地游走。一旦前進，不撞到岸邊就停不下來。",27553,390,24,816,True
20134,"擁有能生吞水妖族的巨大身軀，在身鏡湖展示著自身的存在感。其實即使吞下去也無法消化，會立刻吐出來。",27554,390,24,816,True
20135,"誤入常春之地吃了這個蘑菇的男子說道：「我遇到了住在蘑菇房子中培育著蘑菇的狂熱蘑菇愛好者。」",27555,390,22,816,True
20136,"棲息在聖法斯里克天庭懸崖下的海葵的同類。被比作因狂怒而亂掉的古代聖人的頭髮。",27556,390,22,816,True
20137,"名字中包含孚布特王妃身著的綠色裝束的含義。率領著小魚在湖中游走的樣子，會讓人想起王妃悠然漫步時的情景。",27557,390,23,816,True
20138,"棲息在拉凱提卡大森林的水源處的螃蟹。如果把它誤當成小石子而踩上去的話，它會用足以摧毀腳踝的力量揮舞鉗子。",27568,390,22,817,True
20139,"緊緊貼在浮在湖面的樹根上棲息著。茶色的外殼與樹皮一體化，不易分辨。",27569,390,22,817,True
20140,"從古代隆卡帝國的時代開始已經生存了很長時間的魚。曾經擁有很鮮豔的魚鱗，不過隨著時代的發展而發生了褪色。",27570,390,23,817,True
20141,"與棲息在附近的強盜蟹屬於同一品種。但是因為只喜歡吃藍色植物，所以甲殼的顏色有很大的差異。",27571,390,23,817,True
20142,"因異國的王子將其送給孚布特王國的紹爾迪雅公主而成為熱門話題，是用於觀賞的球狀生物。在夜空中更加美麗。",27551,400,23,816,True
20143,"形似凱爾派的魚。過去是枯葉色，但隨著妖靈鄉開滿鮮花，它的體色變得鮮豔了起來。",27558,400,23,816,True
20144,"擁有透明頭部的神奇的魚。以筒狀的眼睛朝上的狀態潛入湖底，在察覺到從上方經過的小魚的影子後就開始捕獲獵物。",27559,400,24,816,True
20145,"妖靈語中的意思是雷電果實。妖靈們認為一接觸就會麻痹是因為和雷電一起從天空中掉下來的緣故，但其實是有麻痹毒。",27560,400,24,816,True
20146,"某位水妖族的人想要讓頭上長角於是詠唱了魔法，結果生出了這個卷貝。不過水妖族的證言根本不可信。",27561,390,22,816,True
20147,"夜之民帶來的淡水魚，即使是在騎士鱸當中也算得上是特大型的兇猛個體。其攻擊性被比作永暗之子。",27577,400,23,817,True
20148,"搖曳著巨大的魚鰭吞掉食物的樣子簡直就是兇猛的代名詞。但是一齊圍攻巨大獵物的時候，又像巨大花朵綻放一般美麗。",27562,410,22,816,True
20149,"擁有就像孚布特的宮廷滑稽藝人的鼻子一樣，突出得非常明顯的眼球。在水中游走的樣子，就像滑稽藝人在搞笑一樣。",27563,410,23,816,True
20150,"運用發達的獨特翼狀魚鰭，能以驚人的速度在水中游走。其速度快到被比作藍色閃電。",27564,410,24,816,True
20151,"能夠在四季如春的妖靈鄉讓人感受到一絲秋意的魚。其魚卵是黃綠色的，有著獨特的臭味。",27565,410,24,816,True
20152,"因受到隱者蟹的喜愛，因此被比作其頭巾。通過在湖中移動攝取不同的有機物，從而形成花紋。",27574,410,22,817,True
20153,"具備遠古形態的肉食性淡水魚。從擁有厚重魚鱗的大型魚，到用甲殼護身的烏龜，全都能用其下巴咬碎。",27576,410,23,817,True
20154,"擁有與始源湖傳說中的妖靈相似的尖角。由於狩獵是通過銳利的牙齒進行，所以角的用途不明。",27534,370,24,813,True
20155,"擁有形似羽毛的4個魚鰭。這樣的形象在妖靈族中被認為是只有惡作劇登峰造極的仙子才能到達的上級形態。",27567,420,23,816,True
20156,"據傳是在隆卡神話中，火之神奧奇斯加托爾在傳授人們鍛冶技術時揮灑的汗水落到了湖中，從而誕生了這種魚。",27572,420,24,817,True
20157,"背著貝殼將身體藏了起來，因此被稱作隱者。貝殼的條紋不能是2種顏色也不能是4種顏色，這種蟹只會寄生在這種貝殼裡面。",27575,420,22,817,True
20158,"因這種魚有著容易讓人與蛇混淆的又長又大的魚身，因此被賦予了隆卡神話中巨人名字的古代魚。在古代是要獻給皇帝的貢品。",27578,420,24,817,True
20159,"通過巧妙擺動又長又發達的胸鰭，可以自由自在來回游動的小魚。想要預測其行動很困難。",27581,420,22,817,True
20160,"原始甲胄魚的一種，用堅硬的外骨骼覆蓋全身。雖然很強韌但卻不狩獵，會用魚鰭撥開沙土尋找食物。",27535,380,24,813,True
20161,"妖精們的惡作劇令普通的蝴蝶轉生成了只能在湖中翩翩起舞的生物。如今需要從水生植物中獲取養分替代從前的花蜜。",27566,430,23,816,True
20162,"發出耀眼的光的古代魚。魚鱗擁有媲美鑽石的硬度，在古代還曾被應用到武人的鎧甲中。",27573,430,24,817,True
20163,"在隆卡神話中，作為掌管豐收的土之女神安帕神的使者的大型魚。負責向人們傳達季節的變換。",27579,430,24,817,True
20164,"與維斯族的耳朵很相似的奇妙生物。不過法諾村的百姓卻很討厭這個俗稱，一聽到這個名字就會怒火中燒。",27580,430,22,817,True
20165,"你恐怕很難想像這種凝膠狀的軟體動物是怎麼游泳的，但這種海產製作成乾貨確實是一種少見的美食。將薩維奈海參晾掛起來等待風乾也算是薩維奈的民俗之一，島上的任何一個漁村裡你都能看到它們的身影。",36522,495,25,957,True
20166,"這種螃蟹渾身都覆蓋著尖銳的刺，以這種手段來防禦外敵。從黃金港來到薩維奈島的東方商人看到這種蟹之後，直說這螃蟹和他們家鄉的某種食物一模一樣，於是這種螃蟹就按他們說的叫「毛栗蟹」了。",36523,510,25,957,True
20167,"薩維奈鰻魚是一種肉食性的魚，和棲息在蒼茫洋的刺鰻是近親，喜歡棲息在海底的珊瑚礁陰影中，等獵物靠近後再突然襲擊捕食對方。",36524,500,26,957,True
20168,"頂髻魚喜歡藏匿在溫暖海域的珊瑚礁中，以各種微生物為食。這種魚在種群中的社會地位是由從頭部一直覆蓋到尾部的魚鰭大小決定的，一條魚的背鰭和腹鰭越大，它的地位就越高。",36525,527,26,957,True
20169,"這種魚的體內擁有放電器官，它能使用電流擊暈獵物捕食。薩維奈人認為那帶著些許電光穿梭在水中的身姿如同搖曳的靈魂，因此他們將這種魚叫做「神我魚」。",36526,495,27,957,True
20170,"巨膽石顎的魚身呈灰褐色，帶有碎石牆垣似的斑紋。它的名字取自於薩維奈島的特產，人們認為這種魚尖銳的牙齒就和巨膽石製的短劍一模一樣，因此叫巨膽石顎。",36527,500,27,957,True
20171,"這種牡蠣的外殼厚重，內部的牡蠣肉也大得像是一顆球，因此在產地的方言中被稱為玉牡蠣。自凝島附近的漁村中，海女們經常會潛水捕捉這種牡蠣。",36548,495,10,613,True
20172,"這種魚的身形細長並且有一個尖銳的頭部，當地人認為它們就像是惡鬼的鬍鬚，因而得名。它們的大眼睛具有很強的動態捕捉能力，尖銳的牙齒可以幫助它們吞下任何一條想吃的小魚。",36549,495,10,613,True
20173,"一種有著黃褐色鱗片的雜食性鯉魚，主要以海底的貝殼、海藻及小型的蝦蟹等甲殼類為食，被稱為海底的清道夫。",36550,500,11,613,True
20174,"雖然這種螃蟹遍布斑點的模樣意外的可愛，但它們其實體內含有毒素無法食用。紅玉海的捕魚人一般會把這種螃蟹的麻痹毒素用於捕捉更大型的獵物。",36551,495,11,613,True
20175,"食骸魚是棲息在紅玉海的食死魚中比較耐寒的一種，偏好靠近海底溫度較低的海域。它們和近親一樣不會直接狩獵活物，而是主要以沉下海底的其他生物屍體為食。",36552,495,12,613,True
20176,"這種鯊魚魚身細長，喜歡在海底穿梭巡遊，主要以棲息在同一海域的礁石附近的小魚為食。除了它優雅迅敏的動作和體色以外沒有任何一個地方像是老虎。",36553,500,12,613,True
20177,"這種魚由於體內的魚鰾在震動中會響起類似於「仿佛」的叫聲，因而得到了這個名字。較大的胸鰭和魚鰾賦予了魴鮄在多種深度的水域中行動生活的能力。",36554,510,10,613,True
