key,0,1,2,3,4,5,6,7
24,"大地之護","一定時間內召喚獸所受到的傷害減輕20%<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,789,4,True,False,False
25,"地裂","對目標發動土屬性魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>70<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>眩暈　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>2秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,790,4,True,False,False
26,"大地之怒","對自身周圍的敵人發動土屬性範圍魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>200<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>生成範圍傷害區域<hex:02100103><hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>20　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒<hex:02100103>召喚者使用<hex:024804F201F403><hex:024904F201F503>「內力迸發」<hex:0249020103><hex:0248020103>時發動",786,791,4,True,False,False
27,"深紅旋風","對目標發動火屬性魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>110<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>眩暈　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>2秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,797,3,True,False,False
28,"燃火強襲","對目標發動火屬性魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>135",786,798,3,True,False,False
29,"輝煌盾","為自身與周圍隊員附加防護罩<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F803><hex:024904F201F903>防護罩效果（被攻擊時100%發動）：<hex:0249020103><hex:0248020103>攻擊者所受物理傷害提高2%　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>4秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,799,3,True,False,False
30,"烈焰碎擊","對自身周圍的敵人發動火屬性範圍魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>110<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,800,3,True,False,False
31,"地獄之火炎","向目標所在方向發出扇形火屬性範圍攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>200<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>火屬性持續傷害<hex:02100103><hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>20　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒<hex:02100103>召喚者使用<hex:024804F201F403><hex:024904F201F503>「內力迸發」<hex:0249020103><hex:0248020103>時發動",786,801,3,True,False,False
32,"日光的擁抱","恢復目標的體力　<hex:024804F201F803><hex:024904F201F903>恢復力：<hex:0249020103><hex:0248020103>250",786,802,6,True,False,False
33,"日光的低語","持續恢復自身與周圍隊員的體力<hex:02100103><hex:024804F201F803><hex:024904F201F903>恢復力：<hex:0249020103><hex:0248020103>120　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>21秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,803,6,True,False,False
34,"異想的盟光","一定時間內自身與周圍隊員的魔法防禦力提高20%<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,804,6,True,False,False
35,"異想的幻光","一定時間內自身與周圍隊員發動治療魔法的治療量提高10%<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,805,6,True,False,False
36,"月光的擁抱","恢復目標的體力　<hex:024804F201F803><hex:024904F201F903>恢復力：<hex:0249020103><hex:0248020103>250",786,806,7,True,False,False
37,"月光的沉默","令目標陷入沉默狀態　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>1秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,807,7,True,False,False
38,"異想的柔光","解除周圍隊員身上部分弱化效果中的一種<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,810,7,True,False,False
39,"異想的流光","一定時間內自身與周圍隊員的自動攻擊間隔、戰技與魔法的詠唱及複唱時間縮短3%<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>30秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>",786,811,7,True,False,False
40,"攻擊模式","對敵人發動攻擊",405,0,8,True,False,False
41,"支援模式","為己方提供輔助效果",405,0,8,True,False,False
42,"","",405,7428,10,True,False,False
43,"","",405,7449,10,True,False,False
44,"","",405,7450,0,True,False,False
45,"","",405,7416,8,True,False,False
46,"","",405,7417,9,True,False,False
47,"","",405,7438,0,True,False,False
48,"","",405,7440,0,True,False,False
49,"","",405,7441,0,True,False,False
50,"","",405,8879,0,True,False,False
51,"","",405,8881,0,True,False,False
52,"","",405,9127,0,True,False,False
