key,0
9,"灼熱的太陽之下，一座半埋沒的寺廟聖堂靜靜地躺在乾枯的南薩納蘭東部。根據聖堂內的各種跡象來看，這裡是古代貝拉哈迪亞城邦的歷代國王供奉太陽女神阿澤瑪的聖地。<hex:02100103><hex:02100103>雖然這座聖堂曾經從人們的視線中完全消失過，不過第七靈災帶來的地形變動使得它能夠重見天日。不僅如此，當初為了防止偷盜者而布下了很多魔法陷阱，現在看來仍然沒有失去作用。"
10,"地靈族數十年來在奧·哥摩羅地下進行的採掘作業令拉諾西亞高地的地質變得越來越疏鬆。在靈災降臨時，石綠湖附近的地層終於承受不住衝擊破裂了。這一地形變動導致湖中的水位大幅降低，湖水退去之後出現在人們眼前的，是一座高大的古代神殿。<hex:02100103><hex:02100103>從調查的情報來看，這座神殿中供奉的是放浪神奧修昂，是1500多年前的古代城邦「尼姆」的守護神。消息傳出後，各地的冒險者為了尋找古代的珍寶，展開了古城的探索活動。"
11,"聳立在雲海中的宗教城邦伊修加德有著眾多的防空要塞。曾經這些防空要塞都是對抗龍族的重要設施，不過其中也有一些沒有經受得住猛烈的攻擊而最終陷落，反而變成了龍族眷屬的巢穴。石衛塔便是陷落的城塞之一。<hex:02100103><hex:02100103>不過，放任魔物佔據要塞不管並不是伊修加德的作風。名門貴族狄蘭達爾家數次動員自家騎兵團展開收復作戰，可惜現在仍然處於膠著狀態。究竟如何才能打破這種僵持的局面呢？"
12,"在薩納蘭通往庫爾札斯的小路旁邊有一個寂靜昏暗的小山洞。曾經，往來兩地的樵夫們經常會進入到這個洞裡稍作休息，以躲避白天的陽光或者度過荒野的夜晚。但是進到洞中的樵夫們卻鮮有生還者，留給外人的只有那駭人的悲鳴……<hex:02100103><hex:02100103>「樵夫的悲鳴」，樵鳴洞的名字蘊含著令人發寒的淒慘意義。據說極其兇惡的魔獸「奇美拉」至今仍然潛伏在洞中。可是曾經「暗夜燈火」傭兵團應該成功打敗了這頭古代種魔獸才對，難道他們的努力都白費了嗎……"
13,"澤梅爾要塞由伊修加德名門之一的澤梅爾家建造，計劃利用天然洞窟的地形特點將其內部構築成對龍用地下要塞。可是他們沒有料到洞穴深處有著連通虛無界的裂痕，施工的過程由於大量湧出的妖異而中斷。再加上幾年前加雷馬帝國也開始派兵潛入洞中調查，導致各類問題接踵而至。<hex:02100103><hex:02100103>現在，雖然帝國軍已經停止了派兵調查，但是山洞內部卻已經變成了妖異與魔物的巢穴。為了令地下要塞工程重新展開，一定要將這些問題的根源清除乾淨。"
14,"過去，黑衣森林中曾存在過發達的無限城文明，當時的居民生活富足，對於魔法的研究也到達了相當高的程度，甚至創造出了能夠改變物質構造的強力魔法。可是人民變得越來越狂妄，最後終於導致了整個城邦的衰亡。於是黑衣森林的元靈利用魔法將巨大的古城「隱藏」了起來，使這座古城度過了安靜的幾百年。直至靈災降臨，古城才得以重見天日。<hex:02100103><hex:02100103>然而最近，本應空無一人的古城中總是會出現奇怪的聲音。原來是邪教集團「最後之民」潛入到了內部，並把這座古城作為他們的新駐地。這些崇拜「衛月之神」的狂信者正在準備舉行活體獻祭的骯髒儀式，一定要盡快制止他們！"
15,"反擊作戰「賢者行軍行動」終於成功進入最後的階段。艾歐澤亞同盟軍以勞班·阿爾丁總帥率領的恆輝隊為中心，向帝國軍基地「南方堡」發起了進攻。<hex:02100103><hex:02100103>南方堡的防禦設施十分堅固，其中更有帝國軍的最強武器——究極神兵坐鎮。但是無論前方的阻礙多麼巨大，我們也絕對不能退縮，現在正是保家衛國的關鍵時刻，一定要拼盡全力戰鬥。願水晶給予你們指引！"
16,"成功打破高功率魔導結界，也就意味著成功打開了通往帝國南方堡中心的道路。坐落在中心的天幕魔導城就在眼前，戰鬥也越來越接近尾聲。<hex:02100103><hex:02100103>帝國軍的抵抗十分頑強，儘管艾歐澤亞同盟軍在勞班總帥的指揮下逐漸縮小了包圍圈，可是仍然無法加快推進的速度。究極神兵即將啟動，一分一秒都要爭取。現在只能先行依靠西德的飛空艇以小規模部隊強行突破了，一定要盡快趕到地下工廠破壞究極神兵！"
17,"天狼星燈塔在靈災中被巨大的偏屬性水晶所貫穿，雖然當局很想著手進行修復，可是卻由於傳說中的魔物「塞壬」的阻礙遲遲沒有任何進展。<hex:02100103><hex:02100103>雖然之前曾經擊退過一次，但是塞壬仍然佔據著這座燈塔。並且召喚出了亡者與怪鳥，將整個燈塔作為自己的城堡堅守起來。這座艾歐澤亞地區最大的燈塔，絕對不能一直把持在魔物手中！"
18,"冒險者的奮戰成功將礦洞內部的百臂巨人族驅逐了出去，銅鈴銅山的封鎖也就此解除。為了重新對礦洞進行開發，艾瑪吉娜礦山公司派遣出了一支採礦工隊伍前往調查情況。<hex:02100103><hex:02100103>可是在銅山的深處，調查隊卻發現仍然還有百臂巨人族留在那裡。為了平息坑道內的騷亂，該是冒險者們再次出發的時候了。"
19,"阿芒迪娜女士原本是格里達尼亞名門達爾坦庫爾家族的家主，卻在靈災中失去了原有的美貌。為了取回自己的美貌，她與虛無界的妖異簽下了契約，結果導致靈魂被奪走，自身也變成了妖異。<hex:02100103><hex:02100103>在這件事真相大白之後，鬼哭隊為了防止嚴重事件發生派出了精銳部隊前往靜語莊園驅除妖異。可是卻沒有接到任何一個人返回的消息。於是，他們成立了第二支討伐隊，準備再次一探究竟……"
20,"布雷福洛克斯的野營地又出問題了，這次她面對的是名為「青藍之手」的哥布林科學家集團。這群瘋狂的科學家想要奪取布雷福洛克斯珍藏的秘密配方，雖然說這秘方是當年布雷福洛克斯從「青藍之手」那邊偷來的……<hex:02100103><hex:02100103>但是身為盟友，我們不能對她的危機坐視不理。要盡快阻止這場哥布林族的私鬥，取回野營地的和平！"
21,"日影地修鍊所在靈災之後由於沒有人去管理一度變成了魔獸的巢穴，不過後來在冒險者的努力下再次確保了內部的安全，於是鬥技場財團決定重新開始運營，為鬥士們提供一個與魔獸戰鬥修鍊自己能力的場所。<hex:02100103><hex:02100103>為了進一步提高戰鬥強度，鬥技場財團甚至決定接受冒險者參與到競技中去與鬥士們戰鬥。在訓練場中盡情揮灑血與汗吧！"
22,"在第五星曆末期，魔法文明獲得了前所未有的發展，無限城憑藉白魔法的力量也達到了繁榮的巔峰。然而，「黑暗使者」的降臨卻令一切美好生活化為泡影……在一場激烈的戰鬥過後，儘管魔法師成功將其封印，可城市也遭到了重創，以至於失去了在第六靈災中生存下來的力量……<hex:02100103><hex:02100103>在之後的很長一段時間內，森林元靈的力量將無限城的蹤跡隱藏了起來，可是第七靈災的降臨卻打破了封印，黑暗將會再次降臨嗎？"
23,"謝爾達萊群島靜靜地漂浮在羅塔諾海之上，然而即使不是常年出海的水手也都知道，群島的角隅有一片常年被濃霧籠罩的海域——「魔鬼海域」。來往的船隻都擔心濃霧會迷住視線導致觸礁，所以絕少會有船隻敢於進入這片海域。不過卻因為一艘商船因迷失方向誤闖其中，導致一個奇妙的傳聞流傳開來。<hex:02100103><hex:02100103>據說這艘船進入海域之時遇到了極為罕見的晴天，水手們不但清楚地看到了名為「破艦島」的小島，還看到了失蹤已久的傳說中的大海盜霧鬚王的旗艦……難道這裡就是霧鬚王藏匿財寶的地方嗎？"
24,"當手中的幸福未來突然從指縫間滑落時，人們都會去構想一個新的未來嗎？不，恐怕只有內心堅強的人和受到友人支持的人才會放下過去繼續前進吧。<hex:02100103><hex:02100103>對於那些內心脆弱的人和孤身一人的人來說又會如何呢？他們可能便會迷失了自己的方向，在通往慘劇的路上越走越遠。這一切，都始於一封普通的信……"
25,"為了完整地奪回被龍族佔領的防空城塞石衛塔，伊修加德的狄蘭達爾家終於派出了騎兵團進行進一步的行動。這些身披甲胄的勇猛戰士舉起手中的武器對城塞的上層發動了突擊。<hex:02100103><hex:02100103>不過，雖然騎兵團成功佔據了城塞的橋頭堡，龍族卻也集結了相當的力量對來犯之人進行頑強的反擊，戰況陷入了膠著的局勢。這種情況下，難道還會有比冒險者們更有能力打破僵局的人存在嗎？"
26,"在冒險者的努力之下，喀恩聖堂的安全性基本得到了保障，於是納爾札爾教團與艾瑪吉娜礦山公司合作組織了調查隊，準備對聖堂深處進行挖掘作業的開工準備。<hex:02100103><hex:02100103>可是世上總是會出現各種不盡人意的情況。有一群財迷心竅的盜墓者，不知從哪裡聽到了遺跡內部藏有寶物的流言，偷偷地潛入到了聖堂的深處，卻不小心啟動了魔法機關陷阱。結果導致年輕的研究員奈奈珂和整個調查隊都被困在了遺跡裡……"
27,"在第七靈災之後，通往庫爾札斯西部高地的道路被巨大的冰壁攔腰截斷，再沒有任何人能夠前往冰壁的另一側。然而在人們普遍認為這裡已經無法再次通行的背後，異端者卻憑藉他們的力量悄悄地挖出了一個秘密通道。<hex:02100103><hex:02100103>為了追趕消失的「冰之巫女」，冒險者們接到了先行偵察洞內情況的委託。在這異端險路的盡頭，等待著冒險者們的究竟是……"
28,"在沙斯塔夏溶洞的最深處，有著當初聲名顯赫的大海盜霧鬚王所建的秘密港口。而在靈災之後，這裡卻被臭名昭著的「海蛇之舌」所控制了。這群傢伙配合魚人族佔據了港口很長時間，最終，憑藉冒險者的努力，利姆薩·羅敏薩終於將整個溶洞都收入了自己的管轄範圍。<hex:02100103><hex:02100103>可是不知道來自何處的奇形敵人突然從海上發動了襲擊，將駐守當地的黃衫隊擊退並奪下了港口據點。沒有人知道這群敵人的來歷，但是為了奪回港口，我們必須有所行動！"
29,"冒險者的奮戰成功排除了潛藏在無限城古堡中的邪教集團，這座古老的城堡也終於恢復到往日的平靜。可是邪教徒們在古堡之中布下的妖術卻不知道被什麼人重新發動了，眾多的妖異受到妖術的影響開始蠢蠢欲動。<hex:02100103><hex:02100103>殘存的邪念不僅影響了蟄伏的妖異，甚至令森林中的動植物也發生了變異。為了讓森林與元靈重新獲得安寧，現在必須再次進入古堡，將邪教徒的所有遺產都消滅乾淨。"
30,"由群體的怨念集權化產生的冬貝利王已被冒險者打倒，放浪神古神殿中的冬貝利正逐漸恢復正常的神智。<hex:02100103><hex:02100103>可是突如其來的入侵者卻打破了冬貝利平靜生活的願望。輝鱗人的傭兵集團「光鱗戰鬥團」準備佔領古神殿作為據點，並企圖將整個神殿變成一座武裝要塞。絕對不能放過這些橫行霸道的侵略者！"
31,"學術城邦薩雷安管理著舉世聞名的迦巴勒幻想圖書館，館記憶體放著從艾歐澤亞各地收集而來的經典藏書。然而15年前，薩雷安的居民為了避開加雷馬帝國的侵略而放棄了城邦撤回到北洋的故地，從此大圖書館也陷入了無人管理的荒廢狀態。<hex:02100103><hex:02100103>在瑪托雅的使魔的指引下，光之戰士一行人動身前往大圖書館地下深處的禁書庫，去尋找一本極為重要的研究論文。"
32,"15年前，加雷馬帝國的巨大飛空戰艦「阿格里俄斯號」與古老的塵世幻龍展開激戰，最終雙方在乙太的光芒中同歸於盡，僅留下糾纏在一起的殘骸矗立在銀淚湖中間。後來人們為這殘骸起名叫「密約之塔」。<hex:02100103><hex:02100103>現在，皇都伊修加德城內到處都在流傳幻龍即將復活的傳言，為了確認真實的情況，光之戰士啟程出發奔向湖中心的高塔……"
33,"尊杜部落偉大的索努瓦努長老目前正面臨危險的困境。雖然在他的帶領下，尊杜部落面對冷酷的溫杜部落仍然能夠保持獨立，然而象徵瓦努族權威的面具卻越發破舊了。一旦面具損壞，長老的權威便將蕩然無存。於是冒險者決定協助長老，登上天空中的不獲島去尋找招雷巨蛇的鱗片，製作新的面具。<hex:02100103><hex:02100103>不獲島是瓦努族絕對不可進入的神域，但是身為人類的冒險者或許可以打破這個古老的規矩。為了瓦努族的和平，人類勇者即將展開新的冒險。"
34,"埋沒的真相，捏造的神話，以及持續了千年的「龍詩戰爭」……艾默里克在發現了歷代教皇隱藏的情況之後隻身前去質問現任教皇托爾丹七世，然而卻成為了教皇的階下囚。<hex:02100103><hex:02100103>光之戰士一行人在反抗組織的支援下向教皇廳發起了衝鋒，既是為了救出艾默里克，更是為了為伊修加德帶來真正的變革！"
35,"魏吉有個小小的心願，希望停止的「導航系統」能夠重新運轉起來。但是要修復它，就需要準備全新的系統裝置才行。<hex:02100103><hex:02100103>於是，冒險者為了滿足魏吉這一小小的心願，向名為「無限迴廊」的博物戰艦出發了。這艘古代亞拉戈科技的展示艦時隔5000年再次迎來了新的訪客……"
36,"對龍城塞「暮衛塔」是守護皇都伊修加德的重要堡壘。然而這座重兵把守的城塞卻首當其衝遭遇到了靈災引發的寒流，從內到外都變成了冰天雪地。<hex:02100103><hex:02100103>現如今，暮衛塔已經完全變成了野獸的巢穴。然而據說伊修加德的秘寶，名為「冰槍石」的藍寶石仍然藏在塔內的某個地方。冒險者接受了正教祭司威爾德西奧的委託，準備突破寒地野獸群奪回遺失的秘寶。"
37,"索姆阿爾靈峰巍然聳立在龍堡參天高地之上。在維德弗尼爾的幫助下，光之戰士一行人踏入了這一龍族的聖地。<hex:02100103><hex:02100103>為了前往天空中的翻雲霧海，必須首先保證索姆阿爾靈峰的通路暢通無阻。可是邪龍尼德霍格的眷屬卻不會輕易讓光之戰士通過，雌龍刁曼率領部下在靈峰山路嚴陣以待。此路難，難於上青天。"
38,"光之戰士等人追逐教皇托爾丹七世來到了魔大陸的中樞，旗艦島上的魔科學研究所。與此同時，為了尋找蠻神封印技術的加雷馬帝國第六軍團也抵達了這裡……<hex:02100103><hex:02100103>在這古代科技文明的遺產中，各種勢力交相混雜，能笑到最後的到底會是誰……為了斬斷千年的禍根，血戰即將開始。"
39,"邪龍尼德霍格感知到雌龍刁曼已經陣亡，於是它在自己的神殿周圍施加了暴風的屏障，防止光之戰士等人進入。不過西德卻帶領手下的機械師們為光之戰士與蒼天之龍騎士埃斯蒂尼安打造了小巧的突破型單人飛空艇「破魔艇」。<hex:02100103><hex:02100103>只有邪龍的死才能為伊修加德帶來永久的和平，才能結束這持續千年的龍詩戰爭。史上第二次邪龍討伐即將開始！"
40,"有一支地靈族的軍隊突然闖進了正在重建之中的天狼星燈塔。令人吃驚的是他們的入侵路線——這支部隊竟然是從奧·哥摩羅山挖掘地道深入地下，最終到達燈塔的。接到拚命逃離出來的工作人員的報告後，黑渦團立刻採取了行動。他們的對策是，集結曾經保衛過燈塔的冒險者們，用飛空艇將他們直接送往塔頂。一場激烈的燈塔壓制戰即將打響！"
41,"聖茉夏娜植物園從前是收集並栽培世界各地的植物以及草木綱魔物以用於研究的研究設施。在「大撤退」以後，由於失去了管理者，現在植物園內部已經完全成為了魔物的巢穴。為了得到沉睡在這裡的「開拓未來的寶物」，田園郡的尋寶獵人們展開了探索行動。為了支援他們的探索行動，必須冒著危險潛入廢墟之中，將有威脅的魔物統統排除！"
42,"這是一場與魔物進行實戰的訓練。面對陸續出現的魔物一定不要慌張。與隊友齊心協力才是取勝的關鍵！<hex:02100103><hex:02100103>行動到魔物的視野中時會遭到攻擊，因此一定要時刻注意自己所處的位置，合理制定路線並逐個擊破才是上策。"
43,"迅速討伐徘徊在塔姆·塔拉墓園附近的死靈！不過要注意一點，死靈中有波克曼出沒，這種巨大的鎧甲非常棘手，一定要小心。<hex:02100103><hex:02100103>當波克曼認為自己陷入了危機之時，它會召喚出同伴來協助戰鬥，因此一定要避免進入持久戰。它還擅長範圍性的攻擊，最好分散開進行戰鬥。"
44,"我們即將進行一場模擬攻佔敵方據點的實戰演習。清理掉沿路魔物的同時衝破三道防禦關門，最終消滅最深處的強力敵人——越壁蟾蜍。<hex:02100103><hex:02100103>要注意，最深處地區的岩壁內部還有著大量的盲頭蟹。如果戰鬥拖得時間過長，它們會打破岩壁衝出來，這會令戰況陷入更加不利的局面。一定要速戰速決。"
45,"大富豪泰勒吉·阿代勒吉的寵物「金幣龜」被盜賊集團給綁架走了。當然，目的是為了要錢。我們的委託人希望在保證寵物安全的情況下將其從盜賊手中拯救出來。<hex:02100103><hex:02100103>有一種香草在點燃後能產生具有催眠效果的氣體。在將金幣龜的體力削弱到一定程度之後，利用「火元精核心」將香草點燃可以將其催眠。這樣一來就能夠成功活捉了。"
46,"森林中出現了一種攜帶有劇毒的妖花，現在已經對大量的動植物造成了傷害。<hex:02100103><hex:02100103>據說妖花能夠散播含有劇毒的花粉霧，一旦接近毒霧，便會陷入猛毒狀態，體力也會逐漸減少，對任何生物都有效果。在與妖花作戰時一定要注意周圍的環境，最好將其引到安全地帶再全力攻擊。"
47,"「寄生蜂團」在托托·拉克千獄附近集結起來了，這夥不法之徒想要建設一個新的據點。<hex:02100103><hex:02100103>直接攻擊敵人的首領恐怕會招來其他人增援，所以最好先將分散在四周的敵人解決掉。尤其要小心敵人的幻術師，有治療魔法在會很棘手。戰鬥中也要謹慎提防敵人有沒有增援。"
48,"敵對的妖精族勢力出現在了南部林區，並且對周圍的魔物施加了魔法進行控制。迅速前往現場打倒頭領夢幻之布拉奇希奧！<hex:02100103><hex:02100103>被妖精族所控制的魔物都非常擅長令對手的身體陷入不良狀態的攻擊，同時還有能夠發動大範圍攻擊的魔物，所以一定要避免混戰。"
49,"哥布林族不法集團佔據了地母神忘跡，他們在藤路上搭起了路障，阻礙行人的來往。快去將那些路障全都破壞掉，並趕走敵人！<hex:02100103><hex:02100103>據情報說這一集團會使用一種定時的炸彈，在投出之後不會立刻爆炸，而是停留幾秒才會起效。這段時間內盡快躲開就不會被炸彈傷到了。反過來，或許還可以利用那些炸彈破壞掉路障。"
50,"體型巨大的劇毒魔花譚琳出現在愚者瀑布附近，導致那片地區的水質都被汙染了。在汙染範圍擴散之前一定要採取些措施！<hex:02100103><hex:02100103>被汙染的水源中會出現噴灑酸性液體的泡沫，還有一些泡泡能夠產生出魔物。在戰鬥的時候一定要小心周圍的情況！"
51,"盲鐵坑道中出現了強大的妖異「布索」。請迅速前往現場進行討伐！<hex:02100103><hex:02100103>布索能夠通過將自己的眷屬作為祭品，點燃虛無界的蒼藍火焰，從而加強自己的能力。打斷這種邪惡的儀式就有機會以對等的力量進行戰鬥。一邊撲滅蒼藍的火焰一邊與布索進行戰鬥吧！"
52,"我們準備在巨龍首東部進行妖異掃蕩作戰。這次的目標叫做「暗影魔爪」，是一種猙獰的大型妖異。它不但本身實力很強，還能招出多個棘手的眷屬。<hex:02100103><hex:02100103>眷屬中尤其要注意的是「暗影之眼」，它能夠防禦一切攻擊。同時還會在巡迴移動的同時發動大範圍攻擊。在作戰途中一定要注意這些眷屬的位置！"
53,"爆彈怪的自爆是近日雪崩頻發的根本原因。為了防止損害繼續擴大，我們需要將爆彈群落的女王消滅掉。<hex:02100103><hex:02100103>「爆彈女王」能夠對其他爆彈怪下達自爆的命令。此外還有一部分個體靠近人體就會自動爆炸。掌握住這些爆彈怪的性質和行動規律，才能將風險減小到最低。"
54,"盡快消滅出現在歌詠裂谷的特殊妖異！這種名為「喀米奧」的妖異會按照5個一組集體行動。若是不能幾乎同時打倒所有妖異它們很快就會再次復活。<hex:02100103><hex:02100103>另外，我們這次的目標甚至還會組成魔法陣，這種陣型能夠發揮出特殊的效果。當看到它們開始組建陣型的時候一定要留神具體的效果！"
55,"巨人族的內部也不是十分團結。其中基迦巨人族處於支配者階級，奴隸階級則包括下級巨人族和百臂巨人族。現在這三者之間圍繞著埋藏在遺物中的秘石發生了不小的爭執。<hex:02100103><hex:02100103>為了守護這「亞拉戈文明的遺物」，一定要制止這些巨人的騷亂。我們需要兵分兩路分別進行處理。打倒各族的頭領，切斷後續的援兵是勝利的關鍵！"
56,"冒險者及恆輝隊一行人被叛徒的奸計所害，被蜥蜴人族所俘虜，並被帶到了贊拉克地區。在那裡，他們被奉獻給了火焰的蠻神伊弗利特。<hex:02100103><hex:02100103>只有賭上全部力量降服蠻神才有可能逃離此地。掌控「地獄之火炎」的強大蠻神伊弗利特……冒險者們有足夠的實力成功脫身嗎？"
57,"受到原海雄旅團五英傑的認可後，冒險者成功掌握了打敗蠻神泰坦的秘策。那便是通過蠻風乙太之光直搗地靈族的總部——奧·哥摩羅山中的火口神殿。雖然這個作戰有些大膽，但仍然有一試的價值。<hex:02100103><hex:02100103>在賢人雅·修特拉的力量下，蠻風乙太之光成功啟動，接下來就只有全力去迎戰蠻神泰坦了！"
58,"鳥人族所召喚出來的蠻神迦樓羅有著異常凶暴的習性，在蠻神之中也以最為瘋狂殘忍而著名。可是為了讓世人知道「拂曉血盟」還沒有倒下，為了給艾歐澤亞再次帶來希望，無論前面的路有多麼艱辛我們也不能放棄，一定要將迦樓羅打倒。<hex:02100103><hex:02100103>西德的「企業號」飛空艇已經改造完畢，突破呼嘯眼石塔群周圍的暴風障壁之後就能到達蠻神迦樓羅的祭壇了。勝敗在此一舉！"
59,"光之戰士們成功將究極神兵破壞的消息令艾歐澤亞的人們歡欣不已，然而這也成了蠻族勢力重新抬頭的契機。<hex:02100103><hex:02100103>由於究極神兵的威脅，蜥蜴人族一直潛伏著沒有什麼動作，可現在他們又再次舉行了請神儀式，並且獻上了更多的水晶，令火神伊弗利特帶著更強的力量重現人間。"
60,"在究極神兵被破壞之後，各地的蠻族勢力都開始再次召喚蠻神降臨。威爾布蘭德島北部的地靈族自然也不會例外。以武伽瑪羅武裝礦山為首，地靈族的所有礦山都加快了開採水晶的速度。<hex:02100103><hex:02100103>威震大地的蠻神泰坦再次降臨奧·哥摩羅火口神殿，只不過與之前不同的是，這次的泰坦更加憤怒，更加強大。"
61,"蠻神迦樓羅曾經毫無還手之力地敗倒在究極神兵之下。雖然鳥人族因此受到了相當大的打擊，但是他們並沒有拋下復仇之心，他們一直在儲備大量的水晶，以備後日之需。<hex:02100103><hex:02100103>現在究極神兵已經被破壞，迦樓羅得以重現人間。她勢要將破壞究極神兵的冒險者全部消滅，以取回身為最凶蠻神的驕傲。與無情女王的再次交鋒，審理女神的天平究竟會偏向哪一邊……"
62,"里塔提恩·薩斯·阿維納是帝國軍第十四軍團實質上的二號人物。他雖然是行省出身，但是卻憑藉卓越的戰術和過人的武藝坐上了陣營官的位置，確實是一位傑出的人物。<hex:02100103><hex:02100103>根據前線的情報，里塔提恩現在正在邊境的前哨基地視察，並且並沒有帶太多隨身護衛，正是發動強攻的大好機會。作為反擊作戰「賢者行軍行動」的第一步，這次作戰絕對不能失敗！一切為了艾歐澤亞的自由！"
63,"黑暗的使徒無影族一直渴望著混沌的到來，在他們的介入下，蠻族勢力又獲得了新的知識，並且陸續召喚出了更加強力的蠻神。其中蜥蜴人族自然也不會例外。<hex:02100103><hex:02100103>火神伊弗利特伴隨著地獄之火再次降臨。前去討伐的恆輝隊特殊部隊瞬間敗下陣來。在這究極的火神面前，光之戰士究竟能否找到通往勝利的道路？"
64,"威爾布蘭德島的北部發生了一場特大地震，這個消息令拂曉血盟的賢者於里昂熱感到一絲隱患。這次地震的真相很有可能是地靈族再次召喚出了他們的蠻神泰坦。<hex:02100103><hex:02100103>於里昂熱的擔心是正確的，在奧·哥摩羅火山內部，再次現身的土神泰坦通過未知的召喚法獲得了更強的力量。與究極的土神再次戰鬥的號角已經吹響。"
65,"為了監視鳥人族，雙蛇黨派出了一隊人手建設新的哨塔。可是這座正在建設的哨塔卻遭到了風神迦樓羅的突襲，造成了徹底的破壞。根據全隊唯一的倖存者描述，這次的迦樓羅有著非比尋常的力量。<hex:02100103><hex:02100103>為了應對力量急速增長的蠻神，雙蛇黨決定向拂曉血盟請求援助，希望光之戰士能夠前去挑戰這究極的風神，避免更大的災害發生。"
66,"莫古力族中也有一些族人總是游離於族群之外，一個名為「莫古力家臣團」的團體正是其中之一。這個團體的成員決心將童話中的偉大賢王莫古爾·莫古十二世召喚到世間來。雖然這位賢王並沒有被莫古力族當作神來崇拜，可是家臣團的強烈願望與水晶的力量竟然成功將賢王召喚了出來。<hex:02100103><hex:02100103>這樣下去，莫古力族全體都有被精煉化的危險，任何人都無法預測這一「不是蠻神的蠻神」究竟會有什麼樣的舉動。莫古力族的庫啵洛·叩普感受到了這種危機，向冒險者們下達了討伐賢王的委託。"
67,"無論庫啵洛·叩普如何勸導，莫古力家臣團都沒有放棄過召喚賢王陛下的念頭，這可真是鳥耳東風，一概不聽。最近他們甚至想要通過更強硬的手段來召喚出更加強大的賢王。<hex:02100103><hex:02100103>為了懲罰為黑衣森林帶來騷亂的愚蠢人類，莫古爾·莫古十二世化身為霸王，帶領家臣團籌划著下一步的行動。滑稽的盛宴即將拉開帷幕！君臨天下，沉浮他主！"
