key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
589856,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589857,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589858,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"聽好了……你現在必須要忍辱負重才行。<hex:02100103>越是艱辛痛苦的時刻，越要使自己的內心變得堅強。","元靈一直伴隨在我們身邊。<hex:02100103>你要相信嘉恩·艾·神納大人，並完成好自己的職責。","0"
589859,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589860,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"明明告訴我，同小朋友玩耍的話，<hex:02100103>可以提高刻木匠手藝的啊，<hex:02100103>唔，這話到底什麼意思啊……","0","0"
589861,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589862,0,1,0,0,0,0,757,0,0,1,0,0,0,0,0,0,0,False,False,False,"……","……媽媽說不可以跟陌生人說話……","0"
589863,0,1,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"橡子樂園的小朋友們，<hex:02100103>由於各種各樣的緣故才來到了這裡。","大人不在身邊的時候，<hex:02100103>就由我來負責照顧他們。<hex:02100103>誰讓我是這群孩子中，年齡最大的「大哥哥」呢。","0"
589864,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589865,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589866,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是「白狼門」，<hex:02100103>因為前方有很多危險的魔物，所以現在處於關閉中。","0","0"
589867,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"格里達尼亞是黑衣森林的一部分。","不論你離開城市，還是身處城市之中，<hex:02100103>都要時刻心懷對森林與元靈的感激之情。","0"
589868,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡面存放著採集來的穀物。<hex:02100103>只要有我在，一隻松鼠也別想溜進來。","0","0"
589869,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589870,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你一定要好好聽聽這家「魔女咖啡館」的老闆繆恩說的話啊。","雖然有些傢伙說她很難相處，<hex:02100103>但是如果沒有她在的話，冒險者根本無法在這裡生存下去。","0"
589871,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你好。<hex:02100103>這裡是僱員的聘用窗口。","真的非常抱歉，<hex:02100103>現在聘用窗口暫停接待。","0"
589872,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡就是「烤餅練兵所」。<hex:02100103>雙蛇黨的新兵在這裡接受鬼哭隊與神勇隊的指導。","你可以自由地參觀學習，但不要妨礙到士兵們的訓練。","0"
589873,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589874,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是彙集著眾多弓箭手的公會。<hex:02100103>由精靈族的弓兵和貓魅族的獵手所繼承下來的歷史悠久的弓術，<hex:02100103>直到今日也被後人傳承著。","我負責帶領冒險者完成入會手續。<hex:02100103>如果有需要的話，請和我打個招呼。","0"
589875,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589876,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"格里達尼亞自詡的弓術，<hex:02100103>是由我們精靈族的弓箭手，<hex:02100103>在漫長的歲月中歷經千錘百鍊才創造出來的。","區區一個冒險者，<hex:02100103>可以學到如此令人拍案叫絕的弓術，你還真是榮幸啊。","0"
589877,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"像這樣，參觀別人的訓練也可以學到知識。<hex:02100103>不過，我還是比較喜歡在戶外鍛鍊身體啊。","0","0"
589878,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589879,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589880,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"米·凱特露天劇場不光對城市的市民開放，<hex:02100103>對冒險者也是敞開大門的。","請對偉大的音樂家「米·凱特」<hex:02100103>和為移建做出貢獻的人心懷敬意，<hex:02100103>愛惜地使用這裡的設施。","0"
589881,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"5年前，曾經有一名術師站在這裡。<hex:02100103>為了破壞加雷馬帝國的計劃，<hex:02100103>召集艾歐澤亞中的冒險者給予他協助。","他如今身處何地，在做些什麼呢？<hex:02100103>真希望能見到他，同他好好聊聊。","0"
589882,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"……不要管我。<hex:02100103>無論是曾經共同奮鬥的朋友，還是背後支持著我的妻子，<hex:02100103>一切給予我愛的人，都已經不在了。","0","0"
589883,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這前面是格里達尼亞的名人居住的地方。<hex:02100103>不面向一般民眾開放。<hex:02100103>像你這樣的冒險者，更是如此。","如果你清楚自己的身份的話，<hex:02100103>請速速離開。","0"
589884,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589885,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589886,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎來到槍術師公會。<hex:02100103>在這裡，你不僅可以學習槍術，<hex:02100103>還可以磨練出面對任何狀況都不會動搖的堅強意志。 ","我是負責介紹槍術師公會情況的嚮導。<hex:02100103>如果有什麼想要了解的請儘管來找我。","0"
589887,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這前面是鬼哭隊駐地。<hex:02100103>不允許冒險者入內。<hex:02100103>如果沒有要緊事的話，請快點離開。","0","0"
589888,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589889,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"看來格里達尼亞的商人，<hex:02100103>對「推銷」這種行為很反感呢。","把好東西展現給大家，讓更多的人得到並使用它。<hex:02100103>才是對這個物品所能表達的最大敬意，<hex:02100103>也是作為商人的職責。","0"
589890,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589891,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這個斜坡的下面有一座棧橋，<hex:02100103>那裡會有小船開往黑衣森林的東部林區。","如果有事要去蜜場或九藤的話，<hex:02100103>只要拜託一下船頭就可以了。","0"
589892,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589893,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"那些從烏爾達哈而來的商人，<hex:02100103>到底打算在這裡待到什麼時候啊。","真是的，開口閉口都是盈利虧本一類的話，<hex:02100103>那些傢伙的腦子裡裝的只有算盤嗎？","0"
589894,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是格里達尼亞人氣最旺的商店街。<hex:02100103>北側的「黑檀商店街」出售雜貨和藥品，<hex:02100103>南邊的「紫檀商店街」出售武器和防具。","0","0"
589895,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"將「飛·烏爾工作室」的工匠們出眾的手藝與炙熱的靈魂，<hex:02100103>牢牢地烙印在你的腦海裡吧。","0","0"
589896,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589897,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,False,"森林改變的話，在那裡居住的生物也會發生變化。<hex:02100103>生命的流動將會產生巨變。","這種時候更不可以對森林心生畏懼。<hex:02100103>我們既然生活在格里達尼亞，<hex:02100103>就應該繼續關注那些發生改變的生命，這是我們的使命。","0"
589898,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是製革匠公會。<hex:02100103>公會裡聚集的製革匠可以將野獸和魔物的皮革<hex:02100103>製作成各式各樣的物品。","0","0"
589899,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你也是衝著格里達尼亞的製革手藝來的嗎？<hex:02100103>這裡的皮包品質有口皆碑，連遙遠的烏爾達哈都家喻戶曉。","在公會中，那些手藝尤為高超的工匠的作品，<hex:02100103>將作為製革品牌「飛·烏爾」的商品高價出售。","從這間工房出去後，就有一家品牌店，<hex:02100103>你去那裡看看吧。"
589900,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"嗯？很抱歉，現在停止營業。<hex:02100103>啊，要是每天都是節日該多好……","0","0"
589901,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589902,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"喂，你要幹什麼？<hex:02100103>不要隨便亂碰那邊的花盆。<hex:02100103>如果掉下來摔碎了的話可就不得了了。","0","0"
589903,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","但是，像這樣在地道裡不懈地努力，使美麗的花朵盛開的意義，<hex:02100103>在我當上園藝工之後，終於明白了。","0"
589904,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589905,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是格雷洛姆農場。<hex:02100103>由園藝工公會的成員負責經營。","0","0"
589906,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"外來者明明連一朵花都種不好，嘴上功夫卻很了得。<hex:02100103>真是對這種人無話可說。","0","0"
589907,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"請安靜。<hex:02100103>……不，我指的並不是人或物品發出的聲音。","這裡是傾聽元靈聲音的神聖之地。<hex:02100103>為了不刺激到元靈們，<hex:02100103>請平和自己的氣息，放鬆自己的內心。","0"
589908,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589909,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589910,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589911,0,1,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"使你的內心如明鏡止水一般，<hex:02100103>去感知纏繞在身邊的氣息……","磨練你作為幻術師的感知力，<hex:02100103>將你內心深處的潛能激發出來。　","0"
589912,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"法爾阿厄叔叔總把我當作小孩子看待，<hex:02100103>真受不了了。","0","0"
589913,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"梅瑪瑪那孩子，又擅自從家裡跑出來了。<hex:02100103>明明告訴她要和父母取得聯繫的，<hex:02100103>我的話真是一點兒都沒聽進去啊。","0","0"
589914,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589915,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你好。<hex:02100103>這裡是環線航空的搭乘點。","0","0"
589916,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"真是十分抱歉，<hex:02100103>因為您沒有飛空艇登艇證，<hex:02100103>所以無法搭乘環線航空。","0","0"
589917,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎你來到格里達尼亞飛艇坪。<hex:02100103>關於環線航空，有什麼想要了解的嗎？","0","0"
589918,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589919,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589920,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589921,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589922,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589923,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589924,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎你來到幻術師公會，<hex:02100103>這裡將會向你傳達自然和元靈的教誨，並指引你前進的方向。","我負責帶領冒險者完成幻術師公會的入會手續。<hex:02100103>有需要的話，請儘管吩咐。","0"
589925,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589926,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","嗚嗚……好疼……","0"
589927,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"我們這些侍奉於碩老樹冥想窟的幻術師，<hex:02100103>負責幫助法師大人治療傷患，<hex:02100103>並協助法師大人舉行神諭的儀式。","能為格里達尼亞鞠躬盡瘁，<hex:02100103>是我們至高的榮譽。","0"
589928,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這前面是神勇隊的班房。<hex:02100103>不相關的人禁止入內。","0","0"
589929,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589930,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你問我為什麼來造訪弓箭手公會？<hex:02100103>因為弓箭手可以在安全的地方進行戰鬥啊。","0","0"
589931,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589932,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589933,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是刻木匠公會的窗口。<hex:02100103>從傢具餐具等日常用品到武器防具等一切刻木製品，<hex:02100103>都可以在這裡找到。","0","0"
589934,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,True,"製作武器與製作傢具用的木料是不一樣的，<hex:02100103>要因地制宜才行。","即便是同一根木頭，不同部分的加工方法也是不一樣的，<hex:02100103>如何才能更充分的發揮木頭的價值，<hex:02100103>只有理解這一點，才能勉強算是個刻木匠。","0"
589935,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"有時也該讓一直在戰鬥的身心好好地休息休息……<hex:02100103>將身體置身於樹木的溫暖之中……可是很不錯的哦……","0","0"
589936,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589937,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"我到底要怎麼做，才能重現師傅那優美的曲線……","0","0"
589938,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589939,0,1,0,0,1,0,0,755,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589940,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"鬼哭隊和神勇隊的人所戴的假面……<hex:02100103>據說是為了在元靈面前隱藏他們的真實身份。<hex:02100103>因為要完成某些任務，難免會觸怒元靈。","話雖這麼說，但究竟有多大效果呢……<hex:02100103>哎呀，就當它是一種護身咒好了。","0"
589941,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589942,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"看來把鬼哭隊駐地的訓練場<hex:02100103>借給槍術師公會是正確的……","這樣一來，優秀的槍術師們<hex:02100103>就可以聚集在一起，相互切磋技藝。<hex:02100103>這也有助於我們鬼哭隊提高實力。","0"
589943,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"今年的新人素質都不錯。<hex:02100103>如果讓他們在公會中磨練一段時間，不知道能成長到什麼程度。<hex:02100103>真是令人期待。","0","0"
589944,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589945,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589946,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是負責維持城市治安的兵團「鬼哭隊」的駐地。<hex:02100103>槍術師公會也設立在這裡。","在近距離感受鬼哭隊的氛圍，槍術師們也就不會鬆懈了吧。","0"
589947,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"因為受5年前那場靈災的影響，好多商店都關門大吉了。<hex:02100103>所以空出的商店街有一半都租給了烏爾達哈的商人。","托他們的福，現在這裡也變得熱鬧起來了。<hex:02100103>不過商人之間會經常發生衝突……<hex:02100103>正所謂有利又有弊啊。","0"
589948,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"紫檀商店街的糾紛處理是由我和我弟弟阿德勒福負責的。<hex:02100103>對商店街進行約束管理的是貿易商莉休休……<hex:02100103>而商店街裡最有聲望的，要數帕瑟蒙特雷老爺子了。","我弟弟說莉休休是一個明事理的人……<hex:02100103>但我覺得她十分討厭。<hex:02100103>沒什麼理由，就是感覺。","0"
589949,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是乙太之光廣場。<hex:02100103>在5年前，乙太之光廣場原本是建在城市西邊的，<hex:02100103>不過隨著傳送網的重新修建，地點就被轉移到了這裡。","5年前の霊災以降、転送網の再整備が行われ<hex:02100103>ここに移されることになったのだ。<hex:02100103>古い冒険者なら、とまどうかもしれんな。","0"
589950,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你知道這裡為什麼叫「碧企鵝瀑布」嗎？","那是因為人們曾經打算在這個湖邊飼養碧企鵝。<hex:02100103>不過最後貌似沒有實現。","0"
589951,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"大國防聯軍「雙蛇黨」的成立儀式<hex:02100103>就是在這個露天劇場舉行的。<hex:02100103>不過那是在遷到這裡之前的事了。","0","0"
589952,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"在「雙蛇黨」成立儀式上，<hex:02100103>我是有生以來第一次見到嘉恩·艾·神納大人。","她挺拔的身姿和清澈的聲音全都深深地印在我的腦海當中。","0"
589953,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"雖然園藝工只是在培育花花草草，<hex:02100103>但在這個過程中，他們會漸漸地學到很多東西……<hex:02100103>我覺得倒不如說是花草在培育園藝工。","0","0"
589954,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"從這裡可以出城。<hex:02100103>如果你想要去林場水車的話就北上，<hex:02100103>要去秋瓜浮村的話就西行。","0","0"
589955,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589956,0,1,1,1,0,755,755,0,1,1,1,0,0,0,0,0,0,False,False,False,"本季的鬃尾栗鼠皮製背包的預定已經結束了。","因為非法捕獵屢禁不止，所以到明年狩獵解禁之前，<hex:02100103>背包的製作也會受到限制。","0"
589957,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這個鬃尾栗鼠粗皮是我好不容易找到買下來的。<hex:02100103>幫我做個背包也只是舉手之勞吧。","0","0"
589958,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"格里達尼亞的製革匠公會<hex:02100103>以製作品質優良的皮革製品而聞名。","其中出自能工巧匠之手的「飛·烏爾工作室」的商品，<hex:02100103>單是預約就要等上2年。<hex:02100103>這樣你就能明白我們鬼哭隊為什麼要進行警備了吧？","那邊那個男人到底要到什麼時候才能死心啊……"
589959,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589960,0,1,0,1,0,0,755,0,0,1,1,0,0,0,0,0,0,False,False,False,"……","……別靠近我，好熱。","0"
