key,0,1,2
86,"要使用「帝國軍認證密鑰」解鎖嗎？","是","否"
87,"要結束任務並退出嗎？","是","否"
88,"(仮)本棚に魔道書を挿し込みますか？","はい","いいえ"
89,"要獻上雲卵石嗎？","是","否"
90,"要使用鋼鐵製操縱杆修復大門嗎？","是","否"
91,"要解開騎兵駐所的門鎖嗎？","是","否"
92,"要解開作戰會議室的門鎖嗎？","是","否"
93,"要啟動設備嗎？","是","否"
94,"要打開燈塔的門嗎？","是","否"
95,"要打開關著的門嗎？","是","否"
96,"要通過魔路移動嗎？","是","否"
97,"要調查白光水晶嗎？","是","否"
98,"要調查黑暗水晶嗎？","是","否"
99,"有種不安的感覺……<hex:02100103>要調查一下周圍嗎？","是","否"
100,"要傳送嗎？","是","否"
101,"要返回任務開始點嗎？","是","否"
102,"要打開寶箱嗎？","是","否"
103,"退出後會自動保存攻略進度。<hex:02100103>要退出任務嗎？","是","否"
104,"小隊成員中有人處於離線狀態。<hex:02100103>將會保存目前線上小隊成員退出時的攻略進度，<hex:02100103>離線小隊成員將無法保存此攻略進度。<hex:02100103>確定要退出嗎？","是","否"
105,"退出後會自動保存攻略進度。<hex:02100103>背包已滿的情況下將無法獲得獎勵物品。<hex:02100103>要退出任務嗎？","是","否"
106,"要使用鑰匙嗎？","是","否"
107,"要使用升降裝置嗎？","是","否"
108,"要打開鳥人風格的門嗎？","是","否"
109,"要操作乘風神具嗎？","是","否"
110,"要離開幻卡對局室嗎？<hex:02100103>※將放棄對局申請。","是","否"
111,"真的要打開驚嚇箱嗎？","是","否"
112,"要打開隔離牆嗎？","是","否"
113,"要啟動電梯嗎？","是","否"
114,"要調查白光水晶嗎？","是","否"
115,"要調查黑暗水晶嗎？","是","否"
116,"要啟動誘引香陷阱嗎？","是","否"
117,"（仮）魔獣を呼び寄せかねない危険をおかしても、<hex:02100103>魔力の奔流に身を任せますか？","はい","いいえ"
118,"退出漂流遺跡。<hex:02100103>有可能無法返回，確定要退出嗎？<hex:02100103><hex:02100103>※無法戰鬥時的返回點變回探索營地。","是","否"
119,"(仮)緊急任務を取りやめることになります。<hex:02100103>本當によろしいですか？","はい","いいえ"
120,"要使用幻影螺殼的幻影之力嗎？","是","否"
121,"要打開關著的門嗎？","是","否"
122,"騎上胡鷹嗎？","是","否"
123,"要前往第二登陸點嗎？","是","否"
124,"要選擇「大」嗎？","是","否"
125,"要選擇「小」嗎？","是","否"
126,"要前往第三登陸點嗎？","是","否"
127,"要通過傳送水晶移動嗎？","是","否"
128,"要拉動操作杆嗎？","是","否"
129,"要選擇這張卡嗎？","是","否"
130,"要回到貨車上去嗎？","是","否"
131,"要解開龍脈結界嗎？","是","否"
132,"要傳送嗎？","是","否"
133,"要啟動召喚魔法陣嗎？","是","否"
134,"要結束「虛景跳跳樂大挑戰」嗎？","是","否"
135,"要退回總部塔入口嗎？","是","否"
136,"要使用無線存取點進行傳送嗎？","是","否"
137,"要翻開這張咒符嗎？","是","否"
138,"要觸摸猿猴的石像嗎？","是","否"
139,"要觸摸狼犬的石像嗎？","是","否"
140,"要觸摸貓頭鷹的石像嗎？","是","否"
141,"要觸摸貓的石像嗎？","是","否"
142,"要觸摸水蛇的石像嗎？","是","否"
143,"要觸摸鸚鵡的石像嗎？","是","否"
144,"要傳送嗎？","是","否"
145,"要移動到髒兮兮的土洞嗎？","是","否"
146,"要移動到濕漉漉的水洞嗎？","是","否"
147,"要移動到熱騰騰的火洞嗎？","是","否"
148,"要移動到聚魔洞窟嗎？","是","否"
149,"要通過傳送水晶移動嗎？","是","否"
150,"要使用無線存取點進行傳送嗎？","是","否"
