key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
7,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"這幫狡猾的偷獵者！<hex:02100103>他們打算將偷獵的貨物藏起來矇混過去！","我們不能讓他們得逞，一定要把證據揪出來！<hex:02100103>冒險者，能借給我們你的力量麼？","要去收集證據嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","很好，拜託你了。","","嗯……那也沒辦法……<hex:02100103>我們就自行去收集證據了！",""
8,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"你找到偷獵的證據了嗎？","","","","幹得漂亮！如果還能發現其他的也務必要交給我。","","好吧，一旦發現了請立刻交給我。",""
9,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"去收集偷獵的證據給我！","","","","","","",""
10,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"可惡的哥布林……<hex:02100103>我稍微大意了點……他們居然把商品全都給搶走了……","這位冒險者！<hex:02100103>你能幫我把商品從該死的哥布林那裡搶回來嗎？！","要去奪回商品嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","一定要讓他們長點記性！","","你居然……我記住你了！等著瞧！",""
11,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"我的商品都沒事吧？","","","","好像還缺了一些！<hex:02100103>一定要全都搶回來！","","真是的！不要光動嘴！也得動點手啊！",""
12,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"要把我的商品從哥布林那裡搶回來！","","","","","","",""
13,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"你手上的那塊石頭碎片……<hex:02100103>能轉讓給我嗎？","要給他嗎？","","","嗯……是塊不錯的石頭。<hex:02100103>如果你還看到了其他這種石頭，也請交給我吧。","","好吧……真可惜。",""
14,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"就是構成巨像兵身體的石頭……<hex:02100103>是我現在最關注的研究。","要是你還能找到這類石頭，<hex:02100103>也請帶給我看看吧。","","","","","",""
15,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"收集到這麼多應該差不多夠了。","","","","","","",""
16,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"幫我收集了這麼多，真是非常感謝。","","","","","","",""
17,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"一、二、三……就這些？","","","","","","",""
18,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"收到了很多好石頭，真不錯。","","","","","","",""
19,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"那個……能問您點事嗎？","我們一會要和教官進行模擬戰考試……<hex:02100103>是以班為單位的……但是……","但是我們現在人數不夠……<hex:02100103>正在找看有沒有其他合適的人，<hex:02100103>您能來幫個忙嗎？","要參與進去幫他們嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","","唉……<hex:02100103>真希望下次別再以班級為單位行動了……",""
20,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"我們的蜜蜂採蜜的花<hex:02100103>就快要被附近的蛞蝓給吃光了……","最近蛞蝓的數量越來越多，<hex:02100103>而且還都是群體行動，<hex:02100103>今天估計也快來了……","冒險者朋友，你能來幫幫我們嗎？","幫著做點什麼嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","真的嗎？太好了！馬上就來了，要小心啊！","","這麼下去的話蜂蜜<hex:02100103>產量也會受到影響……",""
21,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"打倒那些樹生蛞蝓！","","","","","","",""
22,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"喂，你是冒險者吧，<hex:02100103>能過來幫我個忙麼？我已經受不了了！","斯賓塞那個混蛋一喝完酒就肯定要耍酒瘋。<hex:02100103>他明明知道酒館裡的規矩還總犯事！","以前還想著只是我一個人的話就算了，<hex:02100103>不過成天這樣我可是再也忍不下去了！<hex:02100103>你能幫我收拾收拾他麼？","要出手嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","","那誰能來幫我們啊！",""
23,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"快把那個醉鬼處理掉！","","","","","","",""
24,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,3,0,0,0,0,0,0,0,"要進入紅腹蜂巢嗎？","要進入大門嗎？","","","","","",""
25,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"我們接到線報，<hex:02100103>說南側的野營地裡發現了偷獵者和哥布林族正在進行交易。<hex:02100103>我們必須立刻動身前去捉拿這些罪人。","偷獵者和哥布林族的交涉貌似不是很順利，<hex:02100103>他們已經開始產生了摩擦。<hex:02100103>這是我們的大好機會！","冒險者，請來協助我們吧。<hex:02100103>趁他們還在混亂中發動進攻，<hex:02100103>將這些擾亂森林治安的罪人一舉擊破！","要幫忙嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","好！那就拜託你了！","","竟然逃避為森林盡義務的機會……<hex:02100103>你真是個不明事理的人。",""
26,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"讓那些不法之徒知道森林裡沒有容忍他們惡行的空間！","","","","","","",""
27,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）","これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）","偽造品を回収してきますか？（仮）","","よし、頼んだぞ！（仮）","","仕方ない、殘念だ。（仮）",""
28,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"やつらから偽造品を回収してきたのか？（仮）","","","","よくやった。また見つけたら持ってきてくれ。（仮）","","そうか、見つけたらすぐ持ってきてくれ。（仮）",""
29,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"闇商人どもが持っている偽造品を回収してきてくれ！（仮）","","","","","","",""
30,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）","","","","","","",""
31,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"是冒險者？！<hex:02100103>你來得正好！快來幫忙！","那群小魔精盯上了我們的蜂蜜。<hex:02100103>他們不光想要將蜂蜜搶走，<hex:02100103>甚至對蜜蜂也發起了攻擊。","恐怕馬上就又要發動攻擊了……<hex:02100103>求求你，看在我家蜂蜜的份上<hex:02100103>幫我將那些小魔精趕跑吧！","要幫忙嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","","你怎麼可以這樣……<hex:02100103>以後就沒有蜂蜜了啊！",""
32,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"呼……<hex:02100103>終於把拉諾西亞香橙都採摘完了。<hex:02100103>就剩下運到交貨地點去了……","可是等打包好了，<hex:02100103>到時候那些貪吃的碼頭溝鼠<hex:02100103>絕對會聚集到香橙那裡去的。","所以拜託你！<hex:02100103>把那些湧過來的碼頭溝鼠全部消滅掉，<hex:02100103>保護重要的裝香橙的木箱。","要保護木箱嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","","怎麼這樣……<hex:02100103>明明只能依賴冒險者的……",""
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"那個，你能幫我們一把嗎？<hex:02100103>我們想要去救回被盧恩人誘拐的市民。","盧恩人會把那些市民交給蜥蜴人族的。<hex:02100103>現在他們貌似在進行最終談判。","這是救回大家的最後機會。<hex:02100103>拜託你，請助我們一臂之力 ！","要幫忙嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","","……我明白了。<hex:02100103>我們好歹也有銅刃團的尊嚴。",""
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"集合！<hex:02100103>為了防範帝國兵的襲擊，<hex:02100103>下面我們要進行黑渦團新兵的實戰訓練！","這項防衛訓練的內容是消滅攻過來的黑渦團教導隊員，<hex:02100103>堅守德內維爾關不被突破！","雖然這是項危險的訓練，<hex:02100103>不過如果你願意，可以允許你參與此次訓練。","要參與訓練嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","","那我勸你趕快離開這裡，<hex:02100103>以免被捲入訓練。",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"這不是冒險者麼！<hex:02100103>我們的相遇簡直就是命運的安排。","最近，這一帶的鼴鼠大量繁殖，<hex:02100103>把田地鑽得坑坑窪窪的，實在很讓人頭疼。","你能幫我去消滅那些可恨的鼴鼠嗎？","要去消滅鼴鼠嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","哦，太好了！<hex:02100103>……快看，它們出現了！<hex:02100103>那就拜託你了！","","不愛管這事也是理所當然的啊……嘁。",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"請幫我們去消滅那些可恨的鼴鼠，拜託了！","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"你對自己的身手有自信嗎？有時間接點事做嗎？<hex:02100103>我想委託你護送我到小阿拉米格。","我需要向那邊的部隊報告有關蜥蜴人族的情報，<hex:02100103>這是與戰況相關的重要情報。<hex:02100103>但我在得到這個情報的時候不小心被他們看到了。","如果出動整個部隊防範他們的攻擊，<hex:02100103>反而會因為目標過大而成為眾矢之的。<hex:02100103>所以我才想要拜託你來護送我，畢竟你不是這裡的人。","要幫忙嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","","多說無用，請忘了我剛剛說的話。<hex:02100103>",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"喂，你是冒險者吧？<hex:02100103>我想找你幫點忙。","有一種叫做大洋妖紅花的花型魔物<hex:02100103>在這一帶長得太茂盛了……很讓人頭疼。<hex:02100103>不知道是不是它們根深蒂固了，怎麼砍都會再出現。","雖然這麼說，但也不能就這麼放著不管……<hex:02100103>我是已經無能為力了。<hex:02100103>所以能拜託你幫我驅除它們嗎？","要幫忙驅除魔物嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","真的麼，你會幫我嗎？<hex:02100103>太謝謝了……啊，剛說完它們就出現了！<hex:02100103>冒險者，快把它們幹掉吧！","","嗯……這樣啊，你沒法幫我麼。<hex:02100103>好吧，我也不能強人所難。<hex:02100103>等你下次有空的時候再來幫我吧。",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"可惡的大洋妖紅花，竟然接連不斷地出現！<hex:02100103>冒險者，就請你逐一消滅它們吧！靠你了！","","","","","","",""
41,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"冒險者，請幫幫我！<hex:02100103>我一個人根本沒辦法搞定！","我本來想要將風車小屋裡磨好的小麥粉發貨的，<hex:02100103>但那些餓瘋了的嬰猴總是會襲擊過來，<hex:02100103>我根本運不出去。","它們好像記住了味道，<hex:02100103>只要我一運出去，它們就會襲擊過來。<hex:02100103>所以拜託你，消滅那些嬰猴！","要幫忙消滅嬰猴嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","謝謝你，冒險者果然靠得住！<hex:02100103>那就拜託你了！","","這樣啊……那就沒辦法了。<hex:02100103>雖然很遺憾，不過我還是找其他人幫忙吧。",""
42,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"這一帶的河蟾蜍繁殖得特別快，<hex:02100103>如果不定期驅除的話會不得了的。<hex:02100103>現在正好是定期驅除河蟾蜍的時候。","雖然已經習慣了，不過這項工作並不輕鬆。<hex:02100103>如果你方便的話，能來幫個忙嗎？","我們要驅除的對象是河蟾蜍中繁殖能力最強的杖蟾蜍。<hex:02100103>其他的品種可以不用管。","那麼就拜託你了，冒險者。<hex:02100103>我在這裡守著，<hex:02100103>避免過往的行人受到牽連。","……我可不是因為害怕蟾蜍才拜託你的哦！","","",""
43,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"這一帶的河蟾蜍繁殖得特別快，<hex:02100103>如果不定期驅除的話會不得了的。<hex:02100103>我正要開始定期驅除河蟾蜍。","雖然已經習慣了，不過這項工作並不輕鬆。<hex:02100103>如果你方便的話，能來幫個忙嗎？","要幫忙驅除河蟾蜍嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","我們要驅除的對象是河蟾蜍中繁殖能力特別強的杖蟾蜍。<hex:02100103>其他的品種可以不用管。","","這樣啊……那就沒辦法了。<hex:02100103>我們自己來處理吧。",""
44,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"參ったな……またヤーゾンが集まってきやがった。<hex:02100103>やつら、杭打ち機に巣を作ろうとするんだよ。","こうなると作業になんなくてね。<hex:02100103>すまないが、ヤーゾンの駆除を手伝ってくれないか？","引き受けますか？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※このF.A.T.E.の推奨レベルは<hex:022003E80203>です。<hex:0249020103><hex:0248020103>","","助かるよ。<hex:02100103>やつら、そこの木の辺りに集まってきてる。<hex:02100103>杭打ち機に寄り付く前に、倒してくれ！","","そうか……。急いで他を當たらないとな。",""
45,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"這一帶出現了好多土元精……<hex:02100103>你能幫我收集一些它們的核心嗎？","把這些核心打進地面的話可以堅固地基……<hex:02100103>是開墾薩納蘭的……必需品。","要幫忙嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","你可以打倒它們後把核心奪過來，<hex:02100103>也可以從地上撿……<hex:02100103>總之收集好給我就行……","","畢竟這事和你無關啊……",""
46,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"請、請幫幫我，冒險者大人！<hex:02100103>以那間廢棄小屋為據點的盜賊團體<hex:02100103>剛剛搶走了我重要的貨物！","沒有那些貨物的話我會餓死的！<hex:02100103>自己到他們據點去拿只是白白送死。<hex:02100103>拜託你幫我把行李奪回來吧！","要幫忙嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","神啊！我的性命就託付給冒險者大人了！","","怎麼這樣！<hex:02100103>這樣下去我會被餵螞蟻的！",""
47,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"你來得正好！<hex:02100103>你能從哥布林族手中保護這份資料嗎？<hex:02100103>這是剛剛拿到手的。","那些傢伙因為被趕了出去，<hex:02100103>竟然開始破壞裝有資料的箱子來洩憤。<hex:02100103>我可是損失慘重啊。","要幫忙嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","太好了。<hex:02100103>裝材料的箱子就在那裡……<hex:02100103>哎呀，才剛說完哥布林族就來了！","","你要是做得好的話，我還打算以重金答謝呢。<hex:02100103>你不重新考慮一下嗎？",""
48,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"我的父親死在了這個池塘。<hex:02100103>他是在釣魚的時候被產卵鬼鮟鱇吃掉的……","如果這個世界上沒有鬼鮟鱇就好了！<hex:02100103>你是冒險者的話，就去打倒那些傢伙們啊！","要出手嗎？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任務的推薦等級為<hex:022003E80203>級。<hex:0249020103><hex:0248020103>","","太好了，為父親報仇了！<hex:02100103>你要更多更多地消滅它們啊！","","膽小鬼！我明明聽說冒險者都很勇敢的！",""
