key,0,1,2,3,4,5,6,7
76,46,4,65535,5,6,2,"隊友給他人附加強化狀態","   對克勞德附加了「護盾」的效果。"
77,47,4,65535,5,7,2,"隊友給他人附加弱化狀態","   對魔界花附加了「失明」的效果。"
78,41,65535,4,5,8,2,"隊友受到傷害","魔界花發動攻擊  克勞德受到了9999點傷害。"
79,42,65535,4,5,9,2,"隊友迴避了攻擊","魔界花發動攻擊  失誤了！"
80,43,65535,4,5,10,2,"對隊友發動的技能","蒂法正在詠唱「護盾」。<hex:02100103>蒂法中斷了詠唱「護盾」。"
81,44,65535,4,5,11,2,"對隊友使用的道具","蒂法使用了「聖靈藥」。<hex:02100103>蒂法中斷了使用「聖靈藥」。"
82,45,65535,4,5,12,2,"隊友接受恢復","   克勞德恢復了9999點體力。"
83,46,65535,4,5,13,2,"隊友接收他人的強化狀態","   對克勞德附加了「護盾」的效果。"
84,47,65535,4,5,14,2,"隊友接收他人的弱化狀態","   對克勞德附加了「沉默」的效果。"
85,48,65535,4,5,15,2,"隊友的強化狀態效果消失","克勞德的「護盾」狀態效果消失了。"
86,49,65535,4,5,16,2,"隊友的弱化狀態效果消失","克勞德的「沉默」狀態效果消失了。"
87,0,0,0,0,0,0,"",""
88,0,0,0,0,0,0,"",""
89,0,0,0,0,0,0,"",""
90,0,0,0,0,0,0,"",""
91,41,16,65535,7,1,0,"他人造成傷害","洛克發動攻擊  魔界花受到了9999點傷害。"
92,42,16,65535,7,2,0,"他人的攻擊落空","洛克發動攻擊  失誤了！"
93,43,16,65535,7,3,0,"他人的技能","洛克正在詠唱「核爆」。<hex:02100103>洛克中斷了詠唱「核爆」。"
94,44,16,65535,7,4,0,"他人的道具","洛克正在使用「聖靈藥」。<hex:02100103>洛克中斷了使用「聖靈藥」。"
95,45,16,65535,7,5,0,"他人進行恢復","   洛克恢復了9999點體力。"
96,46,16,65535,7,6,0,"他人給他人附加強化狀態","   對洛克附加了「護盾」的效果。"
97,47,16,65535,7,7,0,"他人給他人附加弱化狀態","   對魔界花附加了「失明」的效果。"
98,41,65535,16,7,8,0,"他人受到傷害","魔界花發動攻擊  洛克受到了9999點傷害。"
99,42,65535,16,7,9,0,"他人迴避了攻擊","魔界花發動攻擊  失誤了！"
100,43,65535,16,7,10,0,"對他人發動的技能","蒂娜正在詠唱「護盾」。<hex:02100103>蒂娜中斷了詠唱「護盾」。"
101,44,65535,16,7,11,0,"對他人使用的道具","蒂娜使用了「聖靈藥」。<hex:02100103>蒂娜中斷了使用「聖靈藥」。"
102,45,65535,16,7,12,0,"他人接受恢復","   洛克恢復了9999點體力。"
103,46,65535,16,7,13,0,"他人接收他人的強化狀態","   對洛克附加了「護盾」的效果。"
104,47,65535,16,7,14,0,"他人接收他人的弱化狀態","   對洛克附加了「沉默」的效果。"
105,48,65535,16,7,15,0,"他人的強化狀態效果消失","洛克的「護盾」狀態效果消失了。"
106,49,65535,16,7,16,0,"他人的弱化狀態效果消失","洛克的「沉默」狀態效果消失了。"
107,0,0,0,0,0,0,"",""
108,0,0,0,0,0,0,"",""
109,0,0,0,0,0,0,"",""
110,0,0,0,0,0,0,"",""
111,41,32,65535,8,1,2,"交戰狀態下的敵人造成傷害","伊迪雅發動攻擊  斯考爾受到了9999點傷害。"
112,42,32,65535,8,2,2,"交戰狀態下的敵人的攻擊落空","伊迪雅發動攻擊  失誤了！"
113,43,32,65535,8,3,2,"交戰狀態下的敵人的技能","伊迪雅正在詠唱「核爆」。<hex:02100103>伊迪雅中斷了詠唱「核爆」。"
114,44,32,65535,8,4,2,"交戰狀態下的敵人的道具","伊迪雅正在使用「聖靈藥」。<hex:02100103>伊迪雅中斷了使用「聖靈藥」。"
115,45,32,65535,8,5,2,"交戰狀態下的敵人進行恢復","   伊迪雅恢復了9999點體力。"
116,46,32,65535,8,6,2,"交戰狀態下的敵人給他人附加強化狀態","   對伊迪雅附加了「護盾」的效果。"
117,47,32,65535,8,7,2,"交戰狀態下的敵人給他人附加弱化狀態","   對斯考爾附加了「失明」的效果。"
118,41,65535,32,8,8,2,"交戰狀態下的敵人受到傷害","斯考爾發動攻擊  伊迪雅受到了9999點傷害。"
119,42,65535,32,8,9,2,"交戰狀態下的敵人迴避了攻擊","斯考爾發動攻擊  失誤了！"
120,43,65535,32,8,10,2,"對交戰狀態下的敵人發動的技能","塞法正在詠唱「護盾」。<hex:02100103>塞法中斷了詠唱「護盾」。"
121,44,65535,32,8,11,2,"對交戰狀態下的敵人使用的道具","塞法使用了「聖靈藥」。<hex:02100103>塞法中斷了使用「聖靈藥」。"
122,45,65535,32,8,12,2,"交戰狀態下的敵人接受恢復","   伊迪雅恢復了9999點體力。"
123,46,65535,32,8,13,2,"交戰狀態下的敵人接收他人的強化狀態","   對伊迪雅附加了「護盾」的效果。"
124,47,65535,32,8,14,2,"交戰狀態下的敵人接收他人的弱化狀態","   對伊迪雅附加了「沉默」的效果。"
125,48,65535,32,8,15,2,"交戰狀態下的敵人的強化狀態效果消失","伊迪雅的「護盾」狀態效果消失了。"
126,49,65535,32,8,16,2,"交戰狀態下的敵人的弱化狀態效果消失","伊迪雅的「沉默」狀態效果消失了。"
127,0,0,0,0,0,0,"",""
128,0,0,0,0,0,0,"",""
129,0,0,0,0,0,0,"",""
130,0,0,0,0,0,0,"",""
131,41,64,65535,9,1,0,"非交戰狀態下的敵人造成傷害","伊迪雅發動攻擊  斯考爾受到了9999點傷害。"
132,42,64,65535,9,2,0,"非交戰狀態下的敵人的攻擊落空","伊迪雅發動攻擊  失誤了！"
133,43,64,65535,9,3,0,"非交戰狀態下的敵人的技能","伊迪雅正在詠唱「核爆」。<hex:02100103>伊迪雅中斷了詠唱「核爆」。"
134,44,64,65535,9,4,0,"非交戰狀態下的敵人的道具","伊迪雅正在使用「聖靈藥」。<hex:02100103>伊迪雅中斷了使用「聖靈藥」。"
135,45,64,65535,9,5,0,"非交戰狀態下的敵人進行恢復","   伊迪雅恢復了9999點體力。"
136,46,64,65535,9,6,0,"非交戰狀態下的敵人給他人附加強化狀態","   對伊迪雅附加了「護盾」的效果。"
137,47,64,65535,9,7,0,"非交戰狀態下的敵人給他人附加弱化狀態","   對斯考爾附加了「失明」的效果。"
138,41,65535,64,9,8,0,"非交戰狀態下的敵人受到傷害","斯考爾發動攻擊  伊迪雅受到了9999點傷害。"
139,42,65535,64,9,9,0,"非交戰狀態下的敵人迴避了攻擊","斯考爾發動攻擊  失誤了！"
140,43,65535,64,9,10,0,"對非交戰狀態下的敵人發動的技能","塞法正在詠唱「護盾」。<hex:02100103>塞法中斷了詠唱「護盾」。"
141,44,65535,64,9,11,0,"對非交戰狀態下的敵人使用的道具","塞法使用了「聖靈藥」。<hex:02100103>塞法中斷了使用「聖靈藥」。"
142,45,65535,64,9,12,0,"非交戰狀態下的敵人接受恢復","   伊迪雅恢復了9999點體力。"
143,46,65535,64,9,13,0,"非交戰狀態下的敵人接收他人的強化狀態","   對伊迪雅附加了「護盾」的效果。"
144,47,65535,64,9,14,0,"非交戰狀態下的敵人接收他人的弱化狀態","   對伊迪雅附加了「沉默」的效果。"
145,48,65535,64,9,15,0,"非交戰狀態下的敵人的強化狀態效果消失","伊迪雅的「護盾」狀態效果消失了。"
146,49,65535,64,9,16,0,"非交戰狀態下的敵人的弱化狀態效果消失","伊迪雅的「沉默」狀態效果消失了。"
147,0,0,0,0,0,0,"",""
148,0,0,0,0,0,0,"",""
149,0,0,0,0,0,0,"",""
150,0,0,0,0,0,0,"",""
151,41,8,65535,6,1,0,"團隊隊友造成傷害","扎克斯發動攻擊  魔界花受到了9999點傷害。"
152,42,8,65535,6,2,0,"團隊隊友的攻擊落空","扎克斯發動攻擊  失誤了！"
153,43,8,65535,6,3,0,"團隊隊友的技能","扎克斯正在詠唱「核爆」。<hex:02100103>扎克斯中斷了詠唱「核爆」。"
154,44,8,65535,6,4,0,"團隊隊友的道具","扎克斯正在使用「聖靈藥」。<hex:02100103>扎克斯中斷了使用「聖靈藥」。"
155,45,8,65535,6,5,0,"團隊隊友進行恢復","   扎克斯恢復了9999點體力。"
156,46,8,65535,6,6,0,"團隊隊友給他人附加強化狀態","   對扎克斯附加了「護盾」的效果。"
157,47,8,65535,6,7,0,"團隊隊友給他人附加弱化狀態","   對魔界花附加了「失明」的效果。"
158,41,65535,8,6,8,0,"團隊隊友受到傷害","魔界花發動攻擊  扎克斯受到了9999點傷害。"
159,42,65535,8,6,9,0,"團隊隊友迴避了攻擊","魔界花發動攻擊  失誤了！"
160,43,65535,8,6,10,0,"對團隊隊友發動的技能","愛麗絲正在詠唱「護盾」。<hex:02100103>愛麗絲中斷了詠唱「護盾」。"
161,44,65535,8,6,11,0,"對團隊隊友使用的道具","愛麗絲使用了「聖靈藥」。<hex:02100103>愛麗絲中斷了使用「聖靈藥」。"
162,45,65535,8,6,12,0,"團隊隊友接受恢復","   扎克斯恢復了9999點體力。"
163,46,65535,8,6,13,0,"團隊隊友接收他人的強化狀態","   對扎克斯附加了「護盾」的效果。"
164,47,65535,8,6,14,0,"團隊隊友接收他人的弱化狀態","   對扎克斯附加了「沉默」的效果。"
165,48,65535,8,6,15,0,"團隊隊友的強化狀態效果消失","扎克斯的「護盾」狀態效果消失了。"
166,49,65535,8,6,16,0,"團隊隊友的弱化狀態效果消失","扎克斯的「沉默」狀態效果消失了。"
167,0,0,0,0,0,0,"",""
168,0,0,0,0,0,0,"",""
169,0,0,0,0,0,0,"",""
170,0,0,0,0,0,0,"",""
171,41,128,65535,10,1,2,"友好的非玩家角色造成傷害","德修發動攻擊  魔界花受到了9999點傷害。"
172,42,128,65535,10,2,2,"友好的非玩家角色的攻擊落空","德修發動攻擊  失誤了！"
173,43,128,65535,10,3,2,"友好的非玩家角色的技能","德修正在詠唱「核爆」。<hex:02100103>德修中斷了詠唱「核爆」。"
174,44,128,65535,10,4,2,"友好的非玩家角色的道具","德修正在使用「聖靈藥」。<hex:02100103>德修中斷了使用「聖靈藥」。"
175,45,128,65535,10,5,2,"友好的非玩家角色進行恢復","   德修恢復了9999點體力。"
176,46,128,65535,10,6,2,"友好的非玩家角色給他人附加強化狀態","   對德修附加了「護盾」的效果。"
177,47,128,65535,10,7,2,"友好的非玩家角色給他人附加弱化狀態","   對魔界花附加了「失明」的效果。"
178,41,65535,128,10,8,2,"友好的非玩家角色受到傷害","魔界花發動攻擊  德修受到了9999點傷害。"
179,42,65535,128,10,9,2,"友好的非玩家角色迴避了攻擊","魔界花發動攻擊  失誤了！"
180,43,65535,128,10,10,2,"對友好的非玩家角色發動的技能","艾麗婭正在詠唱「護盾」。<hex:02100103>艾麗婭中斷了詠唱「護盾」。"
181,44,65535,128,10,11,2,"對友好的非玩家角色使用的道具","艾麗婭使用了「聖靈藥」。<hex:02100103>艾麗婭中斷了使用「聖靈藥」。"
182,45,65535,128,10,12,2,"友好的非玩家角色接受恢復","   德修恢復了9999點體力。"
183,46,65535,128,10,13,2,"友好的非玩家角色接收他人的強化狀態","   對德修附加了「護盾」的效果。"
184,47,65535,128,10,14,2,"友好的非玩家角色接收他人的弱化狀態","   對德修附加了「沉默」的效果。"
185,48,65535,128,10,15,2,"友好的非玩家角色的強化狀態效果消失","德修的「護盾」狀態效果消失了。"
186,49,65535,128,10,16,2,"友好的非玩家角色的弱化狀態效果消失","德修的「沉默」狀態效果消失了。"
187,0,0,0,0,0,0,"",""
188,0,0,0,0,0,0,"",""
189,0,0,0,0,0,0,"",""
190,0,0,0,0,0,0,"",""
191,41,256,65535,11,1,2,"自己的召喚獸及搭檔造成傷害","波可發動攻擊  魔界花受到了9999點傷害。"
192,42,256,65535,11,2,2,"自己的召喚獸及搭檔的攻擊落空","波可發動攻擊  失誤了！"
193,43,256,65535,11,3,2,"自己的召喚獸及搭檔的技能","波可正在詠唱「核爆」。<hex:02100103>波可中斷了詠唱「核爆」。"
194,44,256,65535,11,4,2,"自己的召喚獸及搭檔的道具","波可正在使用「聖靈藥」。<hex:02100103>波可中斷了使用「聖靈藥」。"
195,45,256,65535,11,5,2,"自己的召喚獸及搭檔進行恢復","   波可恢復了9999點體力。"
196,46,256,65535,11,6,2,"自己的召喚獸及搭檔給他人附加強化狀態","   對波可附加了「護盾」的效果。"
197,47,256,65535,11,7,2,"自己的召喚獸及搭檔給他人附加弱化狀態","   對魔界花附加了「失明」的效果。"
198,41,65535,256,11,8,2,"自己的召喚獸及搭檔受到傷害","魔界花發動攻擊  波可受到了9999點傷害。"
199,42,65535,256,11,9,2,"自己的召喚獸及搭檔迴避了攻擊","魔界花發動攻擊  失誤了！"
200,43,65535,256,11,10,2,"對自己的召喚獸及搭檔發動的技能","可可正在詠唱「護盾」。<hex:02100103>可可中斷了詠唱「護盾」。"
201,44,65535,256,11,11,2,"對自己的召喚獸及搭檔使用的道具","可可使用了「聖靈藥」。<hex:02100103>可可中斷了使用「聖靈藥」。"
202,45,65535,256,11,12,2,"自己的召喚獸及搭檔接受恢復","   波可恢復了9999點體力。"
203,46,65535,256,11,13,2,"自己的召喚獸及搭檔接收他人的強化狀態","   對波可附加了「護盾」的效果。"
204,47,65535,256,11,14,2,"自己的召喚獸及搭檔接收他人的弱化狀態","   對波可附加了「沉默」的效果。"
205,48,65535,256,11,15,2,"自己的召喚獸及搭檔的強化狀態效果消失","波可的「護盾」狀態效果消失了。"
206,49,65535,256,11,16,2,"自己的召喚獸及搭檔的弱化狀態效果消失","波可的「沉默」狀態效果消失了。"
207,0,0,0,0,0,0,"",""
208,0,0,0,0,0,0,"",""
209,0,0,0,0,0,0,"",""
210,0,0,0,0,0,0,"",""
211,41,512,65535,12,1,2,"隊友的召喚獸及搭檔造成傷害","波可發動攻擊  魔界花受到了9999點傷害。"
212,42,512,65535,12,2,2,"隊友的召喚獸及搭檔的攻擊落空","波可發動攻擊  失誤了！"
213,43,512,65535,12,3,2,"隊友的召喚獸及搭檔的技能","波可正在詠唱「核爆」。<hex:02100103>波可中斷了詠唱「核爆」。"
214,44,512,65535,12,4,2,"隊友的召喚獸及搭檔的道具","波可正在使用「聖靈藥」。<hex:02100103>波可中斷了使用「聖靈藥」。"
215,45,512,65535,12,5,2,"隊友的召喚獸及搭檔進行恢復","   波可恢復了9999點體力。"
216,46,512,65535,12,6,2,"隊友的召喚獸及搭檔給他人附加強化狀態","   對波可附加了「護盾」的效果。"
217,47,512,65535,12,7,2,"隊友的召喚獸及搭檔給他人附加弱化狀態","   對魔界花附加了「失明」的效果。"
218,41,65535,512,12,8,2,"隊友的召喚獸及搭檔受到傷害","魔界花發動攻擊  波可受到了9999點傷害。"
219,42,65535,512,12,9,2,"隊友的召喚獸及搭檔迴避了攻擊","魔界花發動攻擊  失誤了！"
220,43,65535,512,12,10,2,"對隊友的召喚獸及搭檔發動的技能","可可正在詠唱「護盾」。<hex:02100103>可可中斷了詠唱「護盾」。"
221,44,65535,512,12,11,2,"對隊友的召喚獸及搭檔使用的道具","可可使用了「聖靈藥」。<hex:02100103>可可中斷了使用「聖靈藥」。"
222,45,65535,512,12,12,2,"隊友的召喚獸及搭檔接受恢復","   波可恢復了9999點體力。"
223,46,65535,512,12,13,2,"隊友的召喚獸及搭檔接收他人的強化狀態","   對波可附加了「護盾」的效果。"
224,47,65535,512,12,14,2,"隊友的召喚獸及搭檔接收他人的弱化狀態","   對波可附加了「沉默」的效果。"
225,48,65535,512,12,15,2,"隊友的召喚獸及搭檔的強化狀態效果消失","波可的「護盾」狀態效果消失了。"
226,49,65535,512,12,16,2,"隊友的召喚獸及搭檔的弱化狀態效果消失","波可的「沉默」狀態效果消失了。"
227,0,0,0,0,0,0,"",""
228,0,0,0,0,0,0,"",""
229,0,0,0,0,0,0,"",""
230,0,0,0,0,0,0,"",""
231,41,1024,65535,13,1,0,"團隊隊友的召喚獸及搭檔造成傷害","波可發動攻擊  魔界花受到了9999點傷害。"
232,42,1024,65535,13,2,0,"團隊隊友的召喚獸及搭檔的攻擊落空","波可發動攻擊  失誤了！"
233,43,1024,65535,13,3,0,"團隊隊友的召喚獸及搭檔的技能","波可正在詠唱「核爆」。<hex:02100103>波可中斷了詠唱「核爆」。"
234,44,1024,65535,13,4,0,"團隊隊友的召喚獸及搭檔的道具","波可正在使用「聖靈藥」。<hex:02100103>波可中斷了使用「聖靈藥」。"
235,45,1024,65535,13,5,0,"團隊隊友的召喚獸及搭檔進行恢復","   波可恢復了9999點體力。"
236,46,1024,65535,13,6,0,"團隊隊友的召喚獸及搭檔給他人附加強化狀態","   對波可附加了「護盾」的效果。"
237,47,1024,65535,13,7,0,"團隊隊友的召喚獸及搭檔給他人附加弱化狀態","   對魔界花附加了「失明」的效果。"
238,41,65535,1024,13,8,0,"團隊隊友的召喚獸及搭檔受到傷害","魔界花發動攻擊  波可受到了9999點傷害。"
239,42,65535,1024,13,9,0,"團隊隊友的召喚獸及搭檔迴避了攻擊","魔界花發動攻擊  失誤了！"
240,43,65535,1024,13,10,0,"對團隊隊友的召喚獸及搭檔發動的技能","可可正在詠唱「護盾」。<hex:02100103>可可中斷了詠唱「護盾」。"
241,44,65535,1024,13,11,0,"對團隊隊友的召喚獸及搭檔使用的道具","可可使用了「聖靈藥」。<hex:02100103>可可中斷了使用「聖靈藥」。"
242,45,65535,1024,13,12,0,"團隊隊友的召喚獸及搭檔接受恢復","   波可恢復了9999點體力。"
243,46,65535,1024,13,13,0,"團隊隊友的召喚獸及搭檔接收他人的強化狀態","   對波可附加了「護盾」的效果。"
244,47,65535,1024,13,14,0,"團隊隊友的召喚獸及搭檔接收他人的弱化狀態","   對波可附加了「沉默」的效果。"
245,48,65535,1024,13,15,0,"團隊隊友的召喚獸及搭檔的強化狀態效果消失","波可的「護盾」狀態效果消失了。"
246,49,65535,1024,13,16,0,"團隊隊友的召喚獸及搭檔的弱化狀態效果消失","波可的「沉默」狀態效果消失了。"
247,0,0,0,0,0,0,"",""
248,0,0,0,0,0,0,"",""
249,0,0,0,0,0,0,"",""
250,0,0,0,0,0,0,"",""
251,41,2048,65535,14,1,0,"他人的召喚獸及搭檔造成傷害","波可發動攻擊  魔界花受到了9999點傷害。"
252,42,2048,65535,14,2,0,"他人的召喚獸及搭檔的攻擊落空","波可發動攻擊  失誤了！"
253,43,2048,65535,14,3,0,"他人的召喚獸及搭檔的技能","波可正在詠唱「核爆」。<hex:02100103>波可中斷了詠唱「核爆」。"
254,44,2048,65535,14,4,0,"他人的召喚獸及搭檔的道具","波可正在使用「聖靈藥」。<hex:02100103>波可中斷了使用「聖靈藥」。"
255,45,2048,65535,14,5,0,"他人的召喚獸及搭檔進行恢復","   波可恢復了9999點體力。"
256,46,2048,65535,14,6,0,"他人的召喚獸及搭檔給他人附加強化狀態","   對波可附加了「護盾」的效果。"
257,47,2048,65535,14,7,0,"他人的召喚獸及搭檔給他人附加弱化狀態","   對魔界花附加了「失明」的效果。"
258,41,65535,2048,14,8,0,"他人的召喚獸及搭檔受到傷害","魔界花發動攻擊  波可受到了9999點傷害。"
259,42,65535,2048,14,9,0,"他人的召喚獸及搭檔迴避了攻擊","魔界花發動攻擊  失誤了！"
260,43,65535,2048,14,10,0,"對他人的召喚獸及搭檔發動的技能","可可正在詠唱「護盾」。<hex:02100103>可可中斷了詠唱「護盾」。"
261,44,65535,2048,14,11,0,"對他人的召喚獸及搭檔使用的道具","可可使用了「聖靈藥」。<hex:02100103>可可中斷了使用「聖靈藥」。"
262,45,65535,2048,14,12,0,"他人的召喚獸及搭檔接受恢復","   波可恢復了9999點體力。"
263,46,65535,2048,14,13,0,"他人的召喚獸及搭檔接收他人的強化狀態","   對波可附加了「護盾」的效果。"
264,47,65535,2048,14,14,0,"他人的召喚獸及搭檔接收他人的弱化狀態","   對波可附加了「沉默」的效果。"
265,48,65535,2048,14,15,0,"他人的召喚獸及搭檔的強化狀態效果消失","波可的「護盾」狀態效果消失了。"
266,49,65535,2048,14,16,0,"他人的召喚獸及搭檔的弱化狀態效果消失","波可的「沉默」狀態效果消失了。"
267,0,0,0,0,0,0,"",""
268,0,0,0,0,0,0,"",""
269,0,0,0,0,0,0,"",""
270,0,0,0,0,0,0,"",""
300,101,65535,65535,1,11,1,"跨服通訊貝2","[跨服貝2]<瑞姆> 你好！"
