key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
64,"艾德薇雅人偶",0,"",0,0,1,0,0,584,100,30,0,0,0,1,0,8,219,False,True,False,False,False,0,False,True,4457,10007,True,0,15,360,23,120,30,1,622,3
65,"發條太陽",0,"",0,0,1,0,0,585,100,0,0,0,0,3,8,8,0,False,False,False,False,False,0,False,True,4465,11502,True,0,15,440,10,0,20,1,620,4
66,"軟軟墊子",0,"",0,0,1,0,0,586,100,30,0,0,0,3,12,8,0,False,False,False,False,False,0,False,True,4466,11503,True,80,10,390,30,360,20,1,623,4
67,"光之戰偶",0,"",0,0,1,0,0,0,100,0,0,0,0,1,0,8,0,False,True,False,False,False,0,False,True,4458,12011,False,0,10,100,0,0,20,1,0,3
68,"光之戰偶",0,"",0,0,1,0,0,587,100,10,0,70,0,1,0,8,223,False,True,False,False,False,0,False,True,4550,12011,True,0,10,430,13,30,20,1,604,3
69,"光之戰偶",0,"",0,0,1,0,0,623,100,10,0,70,0,1,0,8,223,False,True,False,False,False,0,False,True,4551,12011,True,0,10,420,27,360,30,1,615,3
70,"光之戰偶",0,"",0,0,1,0,0,624,100,10,0,70,0,1,0,8,223,False,True,False,False,False,0,False,True,4552,12011,True,0,10,395,23,120,30,1,610,3
71,"袖珍領袖",0,"",0,0,1,0,0,0,100,0,0,0,0,1,0,8,0,False,True,False,False,False,0,False,True,4459,9015,False,0,20,100,0,0,20,1,0,3
72,"袖珍梅爾維布",0,"",0,0,1,0,0,626,100,10,0,0,0,1,0,8,224,False,True,False,True,False,0,False,True,4554,9016,True,0,20,470,43,0,20,1,620,3
73,"袖珍嘉恩·艾",0,"",0,0,1,0,0,627,100,10,0,0,0,1,0,8,224,False,True,False,True,False,0,False,True,4553,9017,True,0,20,430,29,360,30,1,623,3
74,"袖珍勞班",0,"",0,0,1,0,0,625,100,10,0,0,0,1,0,8,224,False,True,False,True,False,0,False,True,4555,9018,True,0,20,470,19,120,30,1,609,3
75,"巧兒陸行鳥王子",0,"",0,0,1,0,0,634,100,30,0,30,0,2,0,8,3,True,False,True,False,True,0,False,True,4460,6,True,0,10,365,14,30,20,1,621,1
76,"奧丁戰偶",0,"",0,0,1,0,0,683,90,5,10,0,0,2,0,8,230,False,True,False,True,False,0,False,True,4468,8007,True,80,30,500,1,120,20,2,605,2
77,"光之戰士",0,"",0,0,1,0,0,684,80,10,0,0,0,1,0,8,235,False,True,False,True,False,0,False,True,4467,12012,True,0,15,380,1,30,20,1,604,3
78,"發條巴哈姆特",0,"",0,0,1,0,0,685,100,10,0,0,0,2,0,8,0,True,False,False,False,False,118,False,True,4469,2002,True,0,25,410,1,120,20,3,636,2
79,"莫古力娃娃",0,"",0,0,1,0,0,688,100,10,0,0,0,1,4,8,233,False,True,False,False,False,0,False,True,4472,10,True,0,20,470,1,120,20,1,614,3
80,"奧猴寶寶",0,"",0,0,1,0,0,686,60,30,0,0,0,2,1,8,52,True,False,True,False,False,0,False,True,4470,1037,True,0,10,420,23,120,30,1,605,1
81,"魔法掃帚",0,"",0,0,1,0,0,687,100,10,0,0,80,2,0,5,0,False,False,False,False,False,0,False,True,4471,11504,True,0,25,420,30,360,20,1,623,4
82,"夢魔娃娃",0,"",0,0,1,0,0,748,80,10,0,0,0,1,2,8,231,False,True,False,True,False,0,False,True,4475,1038,True,0,10,340,11,360,30,1,617,2
83,"雛鳥祖",0,"",0,0,1,0,0,682,100,30,0,0,0,2,0,8,54,True,False,False,False,True,0,False,True,4473,1039,True,0,10,450,9,0,20,1,620,2
84,"迷你娜娜莫",0,"",0,0,1,0,0,751,80,10,0,0,0,1,1,8,266,False,True,True,False,False,0,False,True,4499,9019,True,0,20,490,15,0,20,1,620,3
85,"小小吉爾伽美什",0,"",0,0,1,0,0,756,100,10,0,0,0,1,0,8,68,False,True,False,True,False,0,False,True,4476,9501,True,0,25,485,5,360,30,2,600,3
86,"洋蔥王子",0,"",0,0,1,0,0,742,100,10,20,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4477,1025,True,0,15,440,31,0,30,1,620,1
87,"茄子騎士",0,"",0,0,1,0,0,743,100,15,10,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4478,1025,True,0,15,415,12,360,20,1,626,1
88,"蒜頭明星",0,"",0,0,1,0,0,744,100,15,10,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4479,1025,True,0,15,435,11,360,20,1,617,1
89,"番茄國王",0,"",0,0,1,0,0,745,100,10,10,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4480,1025,True,0,20,355,9,0,20,1,620,1
90,"蔓德拉王后",0,"",0,0,1,0,0,746,100,25,5,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4481,1025,True,0,30,560,27,360,30,1,615,1
91,"迷你雅·修特拉",0,"",0,0,1,0,0,750,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4500,9001,True,0,25,435,12,360,20,1,618,3
92,"洋蔥小騎士",0,"",0,0,1,0,0,749,100,10,0,0,0,1,0,8,240,False,True,False,True,False,0,False,True,4482,12031,True,90,15,430,21,0,20,1,620,3
93,"寶寶箱",0,"",0,0,1,0,0,747,100,5,10,0,0,2,0,8,56,True,False,True,False,False,0,False,True,4483,1040,True,0,15,390,8,30,20,1,621,2
94,"小夢貘",0,"",0,0,1,0,0,754,80,30,0,0,0,2,0,8,57,True,False,True,False,True,0,False,True,4484,3001,True,0,10,390,23,120,30,1,631,1
95,"娜娜珂小熊",0,"",0,0,1,0,0,752,100,20,0,0,0,1,0,8,238,False,True,False,True,False,0,False,True,4485,3002,True,0,10,380,1,30,20,1,604,1
96,"發條礦車",0,"",0,0,1,0,0,753,100,10,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4486,11505,True,0,15,415,25,360,20,1,625,4
97,"食果花鼠",0,"",0,0,1,0,0,755,100,10,0,0,30,2,1,8,59,True,False,True,False,True,0,False,True,4487,3003,True,0,30,450,36,360,30,1,634,1
98,"迷你敏菲利亞",0,"",0,0,1,0,0,797,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4488,9002,True,0,20,400,1,30,20,1,604,3
99,"迷你桑克瑞德",0,"",0,0,1,0,0,796,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4489,9003,True,0,20,450,35,360,30,1,634,3
100,"自律型魔導浮游炮",0,"",0,0,1,0,0,1016,100,10,0,0,0,2,0,8,0,False,False,False,False,False,0,True,True,4516,11005,True,0,30,455,1,30,20,1,612,2
101,"暗淡之雲",0,"",0,0,1,0,0,1017,80,10,0,0,0,1,2,8,232,False,True,False,True,False,0,False,True,4517,2101,True,0,30,540,4,30,20,2,612,2
102,"淘氣南加",0,"",0,0,1,0,0,808,100,30,0,0,0,2,0,8,60,True,False,True,False,False,0,False,True,4490,1041,True,0,15,415,11,360,20,1,617,2
103,"熊貓寶寶",0,"",0,0,1,0,0,816,100,20,0,0,0,1,0,8,241,False,True,True,False,False,0,False,True,4491,3004,True,0,15,450,35,360,30,1,634,1
104,"迷你奧爾特羅斯",0,"",0,0,1,0,0,799,100,30,0,0,0,1,11,8,237,False,True,True,True,False,0,False,True,4504,9503,True,0,20,395,18,360,30,1,624,2
105,"雪孩子",0,"",0,0,1,0,0,803,100,20,0,0,0,1,0,8,220,False,True,False,True,False,0,False,True,4505,11507,True,0,15,420,44,0,30,1,620,3
106,"胖兒陸行鳥",0,"",0,0,1,0,0,800,100,1,0,0,0,1,0,8,0,False,False,False,False,True,0,False,True,4506,7,True,90,15,360,42,0,20,1,620,1
107,"迷你伊達",0,"",0,0,1,0,0,878,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4501,9004,True,0,25,460,1,30,20,1,606,3
108,"迷你帕帕力莫",0,"",0,0,1,0,0,879,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4502,9005,True,0,20,420,20,120,20,1,633,3
109,"迷你於里昂熱",0,"",0,0,1,0,0,880,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4503,9006,True,0,20,435,1,120,20,1,616,3
110,"貓小胖",0,"",0,0,1,0,0,802,100,10,0,0,0,1,0,8,61,True,False,False,False,True,0,False,True,4507,3005,True,0,10,380,12,360,20,2,626,1
111,"小腳雪人",0,"",0,0,1,0,0,801,100,10,0,0,0,2,0,8,62,True,False,True,False,True,0,False,True,4508,1042,True,0,15,410,1,30,20,1,611,2
112,"小木乃伊",0,"",0,0,1,0,0,798,100,5,10,0,0,2,0,8,63,True,False,False,True,False,0,False,True,4509,1043,True,0,15,475,23,30,20,2,613,2
113,"企業號模型",0,"",0,0,1,0,0,887,100,10,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4497,11002,True,0,20,460,1,120,20,2,629,4
114,"郵差莫古力娃娃",0,"",0,0,1,0,0,809,100,5,10,0,0,1,4,8,233,False,True,False,False,False,0,False,True,4498,11,True,0,20,370,14,120,20,1,614,3
115,"暗鬥魚苗",0,"",0,0,1,0,0,807,100,10,5,0,0,2,5,8,64,True,False,False,True,True,0,False,True,4510,4002,True,0,10,425,2,30,20,2,603,1
116,"祝福禮盒",0,"",0,0,1,0,0,805,100,10,10,0,0,2,0,8,65,True,False,False,True,False,0,False,True,4513,11508,True,0,30,530,37,0,20,2,620,1
117,"河童童",0,"",0,0,1,0,0,886,60,10,0,0,0,2,0,8,66,True,False,False,False,True,0,False,True,4511,12901,True,0,20,430,13,120,20,1,605,1
118,"迷你路易索瓦",0,"",0,0,1,0,0,881,100,10,0,0,0,1,0,8,267,False,True,False,True,False,78,False,True,4512,9007,True,0,15,410,27,360,30,2,615,3
119,"塵世幻龍",0,"",0,0,1,0,0,883,100,10,0,0,0,2,2,8,0,False,False,False,False,True,0,False,True,4518,9504,True,0,25,435,33,0,20,1,620,1
120,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,0,0,False,0,0,0,0,0,0,0,0,0
121,"喜鵲兒",0,"",0,0,1,0,0,1337,80,30,0,0,0,2,0,8,10,True,False,True,False,True,0,False,True,4556,5002,True,0,15,310,10,0,20,1,620,1
122,"恩奇都",0,"",0,0,1,0,0,888,100,10,0,0,0,2,0,8,68,True,False,False,False,False,0,False,True,4521,9502,True,0,20,480,28,120,20,1,605,1
123,"紫妖精娃娃",0,"",0,0,1,0,0,901,100,30,0,0,0,1,0,8,208,False,True,False,True,False,0,False,True,4493,7002,True,0,15,480,22,360,20,1,632,3
124,"開創者人偶",0,"",0,0,1,0,0,902,100,30,0,0,0,1,0,8,213,False,True,False,True,False,0,False,True,4492,7003,True,0,15,440,10,0,20,1,620,3
125,"小小迪茲爾",0,"",0,0,1,0,0,903,100,30,0,30,0,1,0,8,214,False,True,False,True,False,0,False,True,4494,7004,True,0,15,460,31,0,30,1,620,3
126,"地靈2號娃娃",0,"",0,0,1,0,0,582,100,30,0,0,0,1,0,8,215,False,True,False,True,False,0,False,True,4495,7006,True,0,10,440,5,360,30,1,600,3
127,"迷你海魔",0,"",0,0,1,0,0,583,100,30,0,0,0,1,0,8,216,False,True,False,True,False,0,False,True,4496,7007,True,0,25,500,9,0,20,1,620,3
128,"黑巧兒信差",0,"",0,0,1,0,0,990,100,10,0,0,0,2,0,8,3,True,False,True,False,True,0,False,True,4524,5,True,0,20,405,35,360,30,1,634,1
129,"迷你凱因",0,"",0,0,1,0,0,989,80,10,0,0,0,1,0,8,242,False,True,False,True,False,0,True,True,4525,12041,True,0,30,440,46,0,20,1,620,3
130,"迷你阿爾菲諾",0,"",0,0,1,0,0,884,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4519,9008,True,0,10,420,4,120,20,1,633,3
131,"迷你阿莉塞",0,"",0,0,1,0,0,885,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4520,9009,True,0,15,460,1,120,20,2,616,3
132,"迷你塔塔露",0,"",0,0,1,0,0,892,100,5,5,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4526,9010,True,0,10,440,12,360,20,2,626,3
133,"迷你席德",0,"",0,0,1,0,0,891,100,10,5,0,0,1,0,8,263,False,True,False,True,False,0,False,True,4527,9011,True,0,30,500,35,360,20,2,634,3
134,"獨角幼獸",0,"",0,0,1,0,0,890,100,10,0,0,0,2,0,8,43,True,False,True,False,True,0,False,True,4528,3006,True,0,10,415,18,360,30,1,624,1
135,"袞杜玩偶",0,"",0,0,1,0,0,889,100,10,0,0,0,1,0,8,87,False,True,True,False,False,0,False,True,4557,7010,True,0,10,420,9,0,20,1,620,3
136,"小小阿托莫斯",0,"",0,0,1,0,0,894,100,10,0,0,0,2,0,8,69,True,False,False,False,False,0,False,True,4529,1044,True,0,25,460,22,360,20,1,632,2
137,"貓頭小鷹",0,"",0,0,1,0,0,893,100,0,0,0,0,2,2,8,70,True,False,False,False,True,0,False,True,4530,5003,True,0,25,540,43,0,20,1,620,1
138,"醜小鴨",0,"",0,0,1,0,0,899,90,20,0,0,0,2,0,8,71,True,False,True,False,True,0,False,True,4531,5004,True,0,20,480,1,30,20,1,601,1
139,"風箏小貓",0,"",0,0,1,0,0,988,100,10,5,0,0,2,2,8,72,True,False,False,False,True,0,False,True,4532,1045,True,0,15,490,6,30,30,2,606,1
140,"發條推車",0,"",0,0,1,0,0,896,100,10,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4533,11506,True,0,10,395,12,360,20,1,626,4
141,"小熊貓",0,"",0,0,1,0,0,895,70,10,0,0,0,2,1,8,73,True,False,False,False,True,0,False,True,4534,3007,True,0,25,405,34,0,30,1,620,1
142,"63頁",0,"",0,0,1,0,0,900,100,10,0,0,0,2,0,8,74,True,False,False,False,False,0,False,True,4535,1046,True,0,10,415,1,120,20,1,605,2
143,"鐵小人",0,"",0,0,1,0,0,898,100,10,0,0,0,1,0,8,243,False,True,False,True,False,0,False,True,4536,1047,True,0,10,360,9,0,20,1,620,2
144,"獅鷲寶寶",0,"",0,0,1,0,0,897,90,10,5,0,0,2,0,8,75,True,False,False,False,True,0,False,True,4537,1048,True,0,15,310,22,360,20,2,632,2
145,"迷你冰之巫女",0,"",0,0,1,0,0,1165,100,5,10,0,0,1,0,8,269,False,True,False,True,False,0,False,True,4538,9020,True,0,25,400,19,30,30,2,611,3
146,"格斯塔拉",0,"",0,0,1,0,0,1166,100,1,10,0,0,2,0,8,76,True,False,True,False,True,0,True,True,4539,3008,True,0,10,320,21,0,20,1,620,1
147,"7號蒸汽小戰車",0,"",0,0,1,0,0,1164,100,10,0,0,0,2,0,8,0,False,False,False,False,False,0,False,True,4540,2004,True,0,15,330,32,0,30,1,620,4
148,"皇家貝希摩斯寶寶",0,"",0,0,1,0,0,1162,100,10,0,0,0,2,0,8,5,True,False,True,False,True,0,False,True,4541,1002,True,90,15,400,9,0,20,1,620,2
149,"追蹤系統",0,"",0,0,1,0,0,1163,100,3,8,0,0,2,0,8,77,True,False,False,True,False,0,False,True,4542,11006,True,0,30,630,6,360,30,1,600,4
150,"迷你夕霧",0,"",0,0,1,0,0,1167,100,10,0,0,0,1,0,8,271,False,True,False,True,False,0,False,True,4543,9021,True,0,15,335,11,360,20,1,617,3
151,"橄欖寶石獸",0,"",0,0,1,0,0,1168,80,10,0,0,0,1,0,8,245,False,True,False,True,False,0,False,True,4544,10010,True,0,20,430,38,120,20,1,609,1
152,"金綠寶石獸",0,"",0,0,1,0,0,1068,80,10,0,0,0,1,0,8,245,False,True,False,True,False,0,False,True,4545,10011,True,0,15,610,10,0,20,1,620,1
