key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2000102,"勇氣之卵石",0,"勇気の丸石",0,0,1,0,0,False,"",21451,1,1,1,65571,0,0,0
2000103,"枯葉色的精油",0,"朽葉色の香油",0,0,1,0,0,False,"",22636,1,1,1,0,3,0,0
2000104,"陳舊的八分儀",0,"古びた八分儀",0,0,1,0,0,False,"",21002,1,1,1,65644,3,0,0
2000105,"陳舊的八分儀",0,"古びた八分儀",0,0,1,0,0,False,"",21002,1,1,1,65645,3,0,0
2000119,"手工鰻魚派",0,"お手製のイールパイ",0,0,1,0,0,False,"",24305,1,1,1,65659,3,0,0
2000120,"手工鰻魚派",0,"お手製のイールパイ",0,0,1,0,0,False,"",24305,1,1,1,65660,3,0,0
2000121,"無濁的清水",0,"濁りなき清水",0,0,1,0,0,False,"",22614,1,1,1,65628,3,0,0
2000122,"勇氣之卵石",0,"勇気の丸石",0,0,1,0,0,False,"",21451,1,1,1,65679,0,0,0
2000123,"魔導感光器",0,"魔導フォトセル",0,0,1,0,0,False,"",22625,1,99,1,0,0,0,0
2000124,"食腐沙蚤的卵囊",0,"キャリオンチゴーの卵袋",0,0,1,0,0,False,"",22623,0,99,1,0,0,0,0
2000125,"殭屍的遺留物",0,"ゾンビーの遺留物",0,0,1,0,0,False,"",22623,0,99,1,0,0,0,0
2000126,"大個的蜜蜂",0,"大ぶりの蜜蜂",0,0,1,0,0,False,"",27002,0,99,1,0,0,0,0
2000127,"滑潤的嫩葉",0,"ヌメヌメ若葉",0,0,1,0,0,False,"",25201,0,99,1,0,0,0,0
2000128,"偷獵的皮革",0,"密猟された皮革",0,0,1,0,0,False,"",21002,0,99,1,0,0,0,0
2000136,"無名的密封信",0,"無記名の封書",0,0,1,0,0,False,"",25918,1,1,1,65685,3,0,0
2000137,"劍鬥士弗朗茨的海報",0,"剣闘士フランツのポスター",0,0,1,0,0,False,"",25906,1,3,1,65689,3,1,1
2000138,"鼩鼱的粗皮",0,"スナッピングシュルーから採れる毛皮",0,0,1,0,0,False,"",21809,1,5,1,65699,3,0,0
2000140,"暖和的麻袋",0,"生溫かい麻袋",0,0,1,0,0,False,"",22628,1,1,1,65709,3,0,0
2000141,"測量記錄冊",0,"測量記録書",0,0,1,0,0,False,"",26151,1,1,1,65711,3,0,0
2000142,"盲頭蟹的甲殼",0,"ボッグヤーゾンの甲殻",0,0,1,0,0,False,"",22252,1,4,1,65733,0,0,0
2000143,"燈火茸",0,"トモシビタケ",0,0,1,0,0,False,"",25402,1,1,1,65731,3,0,0
2000144,"蚜蟲",0,"アブラムシ",0,0,1,0,0,False,"",27003,1,1,1,65707,3,0,0
2000146,"測量工具箱",0,"測量道具箱",0,0,1,0,0,False,"",21002,1,2,1,65711,3,0,0
2000147,"測量用的粗繩",0,"測量用の荒縄",0,0,1,0,0,False,"",26103,1,1,1,65711,3,0,0
2000148,"東阿爾迪納德商會的貨物",0,"東アルデナード商會の荷物",0,0,1,0,0,False,"",21003,1,3,1,65758,3,0,0
2000149,"仙人掌露",0,"サボテン水",0,0,1,0,0,False,"",20642,1,4,1,65759,3,0,0
2000150,"法法弗諾的貨物",0,"ファファフォノの荷物",0,0,1,0,0,False,"",21003,1,3,1,65761,3,0,0
2000151,"魔菇的毒孢子囊",0,"ファンガーの毒胞子袋",0,0,1,0,0,False,"",25403,0,99,1,0,0,0,0
2000152,"建築用小口花卷鬚",0,"建材用コチューのつる",0,0,1,0,0,False,"",26103,0,99,1,0,0,0,0
2000153,"天然磁石",0,"天然磁石",0,0,1,0,0,False,"",21209,1,3,1,65764,3,0,0
2000154,"黃銅製擬餌",0,"黃銅製のルアー",0,0,1,0,0,False,"",27055,1,2,1,65765,3,0,0
2000164,"礦爬蟲油",0,"コブランの蟲油",0,0,1,0,0,False,"",20663,1,4,1,65763,3,0,0
2000165,"給莫莫蒂的信",0,"モモディ宛の手紙",0,0,1,0,0,False,"",25918,1,1,1,65766,3,0,0
2000168,"靈蟻的大顎",0,"アントリングの大顎",0,0,1,0,0,False,"",22205,1,5,1,65841,3,0,0
2000169,"錘喙魔鳥的骨片",0,"ハンマービークの骨片",0,0,1,0,0,False,"",22202,1,1,1,0,3,0,0
2000170,"大塊銀礦石",0,"大ぶりの銀鉱 ",0,0,1,0,0,False,"",21211,1,1,1,0,3,0,0
2000177,"錘喙魔鳥的骨片",0,"ハンマービークの骨片",0,0,1,0,0,False,"",22202,1,8,1,65862,3,0,0
2000185,"寶貝釣竿",0,"愛用の釣竿",0,0,1,0,0,False,"",38201,1,1,1,65921,3,0,0
2000186,"洛茲琳的傳令信",0,"ロズリンからの伝令文",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000187,"洛茲琳的傳令信",0,"ロズリンからの伝令文",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000188,"洛茲琳的傳令信",0,"ロズリンからの伝令文",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000189,"裝有冷水的水瓶",0,"冷水入りの水瓶",0,0,1,0,0,False,"",25055,1,1,1,0,3,0,0
2000191,"陌生的皮袋",0,"見慣れぬ革袋",0,0,1,0,0,False,"",25919,1,1,1,65915,3,0,0
2000192,"妮美雅百合花束",0,"ニメーヤリリーの花束",0,0,1,0,0,False,"",22627,1,3,1,65919,3,0,0
2000193,"千年果實",0,"千年果実",0,0,1,0,0,False,"",25308,0,99,1,0,0,0,0
2000196,"阿萊溫的藥草補劑",0,"エールウィンの薬草トニック",0,0,1,0,0,False,"",20661,1,1,1,65930,3,0,0
2000197,"古老的陶器",0,"古めかしい陶器",0,0,1,0,0,False,"",25055,1,1,1,65931,3,0,0
2000198,"散落的金幣",0,"バラまかれたギル貨幣",0,0,1,0,0,False,"",25919,1,5,1,65932,3,0,0
2000199,"南瓜的兌換憑單",0,"パンプキンの引替伝票",0,0,1,0,0,False,"",25906,1,1,1,65839,3,0,0
2000200,"羚羊醃肉",0,"アンテロープの塩漬け肉",0,0,1,0,0,False,"",24353,1,1,1,0,3,0,0
2000201,"裝飾品的訂單",0,"裝飾具の注文書",0,0,1,0,0,False,"",26151,1,1,1,65701,3,0,0
2000203,"裝有姆恩·圖伊豆的木箱",0,"ムントゥイ豆入りの木箱",0,0,1,0,0,False,"",21003,1,1,1,0,3,0,0
2000204,"小型幻杖",0,"小さな幻具",0,0,1,0,0,False,"",32412,1,1,1,0,3,0,0
2000205,"小型幻杖",0,"小さな幻具",0,0,1,0,0,False,"",32412,1,1,1,0,3,0,0
2000206,"狩獵工具箱",0,"狩猟道具箱",0,0,1,0,0,False,"",21002,1,3,1,0,3,0,0
2000209,"羚羊內臟",0,"アンテロープの臓物",0,0,1,0,0,False,"",29002,1,4,1,0,3,0,0
2000210,"大口花的嫩葉",0,"オチューの若葉",0,0,1,0,0,False,"",25201,1,4,1,0,3,0,0
2000211,"新鮮鼴鼠肉",0,"新鮮なモールの肉",0,0,1,0,0,False,"",25155,1,2,1,65840,3,0,0
2000212,"大塊銀礦石",0,"大ぶりの銀鉱",0,0,1,0,0,False,"",21215,1,1,1,65843,3,0,0
2000214,"鬼鮟鱇的白肉",0,"オロボンの白身",0,0,1,0,0,False,"",29002,1,4,1,65858,3,0,0
2000215,"六識之鮮血",0,"六識の鮮血",0,0,1,0,0,False,"",22601,1,4,1,0,3,0,0
2000216,"帶有艾瑪吉娜印記的木箱",0,"アマジナ印の木箱",0,0,1,0,0,False,"",21002,1,3,1,65844,3,0,0
2000217,"納爾迪克＆威米利作坊的密封信",0,"ナルディク＆ヴィメリー社の封書",0,0,1,0,0,False,"",25918,1,1,1,65942,3,0,0
2000218,"瓦福福的手工便當",0,"ララフェルの弁當",0,0,1,0,0,False,"",22641,1,4,1,65945,3,0,0
2000219,"雷元精核心",0,"ライトニングエレメンタルの核",0,0,1,0,0,False,"",21265,1,3,1,65946,3,0,0
2000220,"完好的黑豺利牙",0,"ハイエナの牙",0,0,1,0,0,False,"",22303,1,4,1,65947,3,0,0
2000221,"渡渡鳥腐肉",0,"ドードーの腐肉",0,0,1,0,0,False,"",24353,1,1,1,65952,3,0,0
2000222,"勝利號的帆布",0,"ヴィクトリー號の操舵輪",0,0,1,0,0,False,"",21602,1,1,1,65951,3,0,0
2000223,"勝利號的舵輪",0,"ヴィクトリー號の索具",0,0,1,0,0,False,"",21003,1,1,1,65951,3,0,0
2000224,"勝利號的纜索",0,"ヴィクトリー號の帆布",0,0,1,0,0,False,"",20910,1,1,1,65951,3,0,0
2000225,"拉諾西亞百合鈴",0,"ラノシア・リリーベル",0,0,1,0,0,False,"",25022,1,1,1,65953,3,0,0
2000228,"滿是泥土的土器",0,"泥まみれの土器",0,0,1,0,0,False,"",25054,1,5,1,0,3,0,0
2000229,"含有魔力的劍",0,"魔力を感じる剣",0,0,1,0,0,False,"",30426,1,1,1,65981,3,0,0
2000230,"惡臭的誘餌",0,"不快な臭いの蟲ダンゴ",0,0,1,0,0,False,"",21005,1,2,1,65583,3,0,0
2000231,"骨製警笛",0,"骨細工の警笛",0,0,1,0,0,False,"",25919,1,3,1,0,3,0,0
2000232,"盛花蜂蜜酒",0,"フルフラワーの蜂蜜酒",0,0,1,0,0,False,"",25057,1,1,1,65974,3,0,0
2000233,"氣球怪的小指",0,"バルーンの小指",0,0,1,0,0,False,"",25911,1,6,1,65974,3,0,0
2000234,"金庫靈柩亭的訂單",0,"コッファー＆コフィンの注文票",0,0,1,0,0,False,"",26153,1,4,1,65860,3,0,0
2000235,"深色煉金藥",0,"鈍色の錬金薬",0,0,1,0,0,False,"",24403,1,1,1,65591,3,0,0
2000236,"沾滿血的豬牙",0,"血塗れたボアの牙",0,0,1,0,0,False,"",22301,1,10,1,65592,3,0,0
2000237,"掉落的貨物",0,"落ちた積荷",0,0,1,0,0,False,"",21003,1,2,1,65923,3,0,0
2000238,"娜娜莫南瓜",0,"ナナモパンプキン",0,0,1,0,0,False,"",25210,1,1,1,65839,3,0,0
2000239,"可愛的生薑餅乾",0,"可愛いジンジャークッキー",0,0,1,0,0,False,"",24051,1,4,1,65856,3,0,0
2000240,"呂凱洛的密封信",0,"ルクロの封書",0,0,1,0,0,False,"",25918,1,1,1,65982,3,0,0
2000241,"礦山鐵道時刻表",0,"鉱山鉄道の時刻表",0,0,1,0,0,False,"",26151,1,1,1,65925,3,0,0
2000242,"用來當飼料的基薩爾野菜",0,"飼葉用ギサールの野菜",0,0,1,0,0,False,"",25218,1,3,1,65910,3,0,0
2000243,"六識之鮮血",0,"六識の鮮血",0,0,1,0,0,False,"",22601,1,1,1,65974,3,0,0
2000244,"邪教念珠",0,"邪教の念珠",0,0,1,0,0,False,"",21265,1,99,1,0,0,0,0
2000245,"璀璨的戒指",0,"光り輝く指輪",0,0,1,0,0,False,"",48021,1,1,1,65687,3,0,0
2000246,"特製蝲蛄丸子",0,"特製ザリガニボール",0,0,1,0,0,False,"",21003,1,1,1,65922,3,0,0
2000247,"姆恩·圖伊豆",0,"ムントゥイ豆",0,0,1,0,0,False,"",22628,1,1,1,65922,3,0,0
2000248,"全新的板金鎧",0,"真新しい板金鎧",0,0,1,0,0,False,"",42808,1,1,1,65922,3,0,0
2000249,"繆恩的密封信",0,"ミューヌの封書",0,0,1,0,0,False,"",25918,1,1,1,65983,3,0,0
2000250,"桐木小箱",0,"",0,0,1,0,0,False,"",21002,1,1,1,65984,3,0,0
2000251,"偷獵的皮革",0,"密猟された皮革",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000252,"遺失的商品",0,"失われた品",0,0,1,0,0,False,"",21003,0,99,1,0,0,0,0
2000253,"巨像兵的碎片",0,"石兵の欠片",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000254,"土元精核心",0,"アーススプライトの核",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000255,"被盜的貨物",0,"奪われた荷",0,0,1,0,0,False,"",21003,0,99,1,0,0,0,0
2000256,"仙人掌的肉質莖",0,"サボテンの果肉",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000257,"巨像兵的魂石",0,"石兵のソウルストーン",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000258,"海盜的掠奪品",0,"海賊の略奪品",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000259,"血書紙片",0,"血文字の紙片",0,0,1,0,0,False,"",26151,1,99,1,0,0,0,0
2000260,"小鑰匙",0,"小さな鍵",0,0,1,0,0,False,"",25904,1,99,1,0,0,0,0
2000261,"白百合鑰匙",0,"白百合の鍵",0,0,1,0,0,False,"",25902,1,99,1,0,0,0,0
2000262,"紅薔薇鑰匙",0,"紅薔薇の鍵",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000263,"寄生樹鑰匙",0,"宿り木の鍵",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000264,"黃石竹鑰匙",0,"黃撫子の鍵",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000265,"調查區的楓木原木",0,"調査地域のメープル原木",0,0,1,0,0,False,"",22408,0,99,1,0,0,0,0
2000266,"調查區的楓樹枝",0,"調査地域のメープルの枝",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000267,"樹精的果實",0,"トレントのどんぐり",0,0,1,0,0,False,"",25304,0,99,1,0,0,0,0
2000268,"梣樹的幼苗",0,"アッシュの若木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000269,"梣樹的嫩枝",0,"アッシュの若枝",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000270,"東岸的槲寄生",0,"東岸のミスルトゥ",0,0,1,0,0,False,"",25001,0,99,1,0,0,0,0
2000271,"篝火用柴",0,"たき火用の薪",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000272,"篝火用樹皮",0,"たき火用の樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000273,"無雜質的乳膠",0,"不純物のないラテックス",0,0,1,0,0,False,"",22643,0,99,1,0,0,0,0
2000274,"有雜質的乳膠",0,"不純物まじりのラテックス",0,0,1,0,0,False,"",22643,0,99,1,0,0,0,0
2000275,"擇伐地的梣木原木",0,"択伐地のアッシュ原木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000276,"擇伐地的梣樹枝",0,"択伐地のアッシュの枝",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000277,"優良的梣木原木",0,"良質なアッシュ原木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000278,"天柱樹根",0,"天柱樹の根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000279,"天柱樹皮",0,"天柱樹の樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000280,"結實的天柱樹根",0,"天柱樹の丈夫な根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000281,"大口花的種子",0,"オチューの種子",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000282,"小口花的枯葉",0,"コチューの枯葉",0,0,1,0,0,False,"",21662,0,99,1,0,0,0,0
2000283,"沾有孢子的樹皮",0,"胞子が張り付いた樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000284,"被蟲蛀過的樹皮",0,"蟲が巣喰った樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000285,"大個的山栗",0,"大ぶりのチェスナット",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000286,"被蟲蛀過的山栗",0,"蟲食いチェスナット",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000287,"黃金山栗",0,"黃金のチェスナット",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000288,"西岸的槲寄生",0,"西岸のミスルトゥ",0,0,1,0,0,False,"",25001,0,99,1,0,0,0,0
2000289,"適合作柵欄的梣木原木",0,"柵に適したアッシュ原木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000290,"過細的梣木原木",0,"細すぎるアッシュ原木",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000291,"妖紅花的種子",0,"ローズレットの種子",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000292,"妖紅花的枯葉",0,"ローズレットの枯葉",0,0,1,0,0,False,"",25201,0,99,1,0,0,0,0
2000293,"出芽的妖紅花種子",0,"ローズレットの芽吹いた種子",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000294,"掃子草",0,"ハキダメ草",0,0,1,0,0,False,"",25008,0,99,1,0,0,0,0
2000295,"梔子草",0,"クチナシ草",0,0,1,0,0,False,"",25008,0,99,1,0,0,0,0
2000296,"特濃楓樹樹汁",0,"特濃メープル樹液",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000297,"有雜質的楓樹樹汁",0,"不純物まじりのメープル樹液",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000298,"刻印樹皮",0,"印が刻まれた樹皮",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000299,"新綠色的苔蘚",0,"新緑色の苔",0,0,1,0,0,False,"",22649,0,99,1,0,0,0,0
2000300,"大薔薇的花蜜",0,"大イバラの蜜",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000301,"大薔薇的刺",0,"大イバラのトゲ",0,0,1,0,0,False,"",22304,0,99,1,0,0,0,0
2000302,"姆恩·圖伊豆",0,"乾燥ムントゥイ豆",0,0,1,0,0,False,"",25353,0,99,1,0,0,0,0
2000303,"提諾爾卡菖蒲",0,"ティノルカアヤメ",0,0,1,0,0,False,"",21651,0,99,1,0,0,0,0
2000304,"暴露出來的樹根",0,"露出した樹木の根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000305,"乾枯的樹根",0,"幹からびた根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000306,"結實的樹根",0,"丈夫な樹木の根",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000307,"上等的嬰猴薄荷",0,"上質のガラゴミント",0,0,1,0,0,False,"",25016,0,99,1,0,0,0,0
2000308,"被咬過的嬰猴薄荷",0,"囓られたガラゴミント",0,0,1,0,0,False,"",25016,0,99,1,0,0,0,0
2000309,"格爾莫拉時代的古錢",0,"ゲルモラ時代の古銭",0,0,1,0,0,False,"",25916,0,99,1,0,0,0,0
2000310,"生鏽的金屬片",0,"錆ついた金屬片",0,0,1,0,0,False,"",20817,0,99,1,0,0,0,0
2000311,"過度生長的樹枝",0,"伸びすぎた枝",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000312,"枯葉",0,"枯葉",0,0,1,0,0,False,"",25217,0,99,1,0,0,0,0
2000313,"朱刺果",0,"アカトゲの実",0,0,1,0,0,False,"",25023,0,99,1,0,0,0,0
2000314,"朱刺葉",0,"アカトゲの葉",0,0,1,0,0,False,"",25213,0,99,1,0,0,0,0
2000315,"黑衣蘋果",0,"ブラックシュラウドアップル",0,0,1,0,0,False,"",25308,0,99,1,0,0,0,0
2000316,"毛毛蟲",0,"毛蟲",0,0,1,0,0,False,"",27004,0,99,1,0,0,0,0
2000317,"神秘的蘑菇",0,"謎めいたキノコ",0,0,1,0,0,False,"",25407,0,99,1,0,0,0,0
2000318,"沾有孢子的木釘",0,"菌のついた木釘",0,0,1,0,0,False,"",22305,0,99,1,0,0,0,0
2000319,"用於模擬戰的長槍",0,"",0,0,1,0,0,False,"",31816,0,99,1,0,0,0,0
2000320,"堆肥袋",0,"",0,0,1,0,0,False,"",25356,0,99,1,0,0,0,0
2000321,"蛛蠍卵",0,"",0,0,1,0,0,False,"",25252,0,99,1,0,0,0,0
2000322,"白傘茸",0,"",0,0,1,0,0,False,"",25402,0,99,1,0,0,0,0
2000323,"捕獸夾",0,"",0,0,1,0,0,False,"",27241,0,99,1,0,0,0,0
2000324,"平息的清水",0,"",0,0,1,0,0,False,"",22606,1,99,1,0,1,0,0
2000325,"羚羊腿肉",0,"",0,0,1,0,0,False,"",25153,0,99,1,0,0,0,0
2000326,"妖異全集«散發腐臭的怪物»之頁",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000327,"秘藏的蜂蜜酒",0,"",0,0,1,0,0,False,"",25057,0,99,1,0,0,0,0
2000328,"妖異全集«邪眼閃光的怪物»之頁",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000329,"妖異全集«汙濁不淨的怪物»之頁",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000330,"精金龜的蛋",0,"",0,0,1,0,0,False,"",25252,0,99,1,0,0,0,0
2000331,"偷獵的獸皮",0,"",0,0,1,0,0,False,"",22015,0,99,1,0,0,0,0
2000332,"水元精核心",0,"",0,0,1,0,0,False,"",22606,1,99,1,0,3,0,0
2000333,"大花粉塊",0,"",0,0,1,0,0,False,"",25007,1,99,1,0,3,0,0
2000335,"兀鷲胸肉",0,"",0,0,1,0,0,False,"",25158,0,99,1,0,0,0,0
2000336,"鬼鮟鱇刺身",0,"",0,0,1,0,0,False,"",29002,0,99,1,0,0,0,0
2000337,"髒兮兮的日記本",0,"",0,0,1,0,0,False,"",26002,1,1,1,0,3,0,0
2000338,"送往前桅塔的貨物",0,"フォアマスト宛の荷物",0,0,1,0,0,False,"",21005,1,1,1,65934,3,0,0
2000339,"送往德內維爾關的貨物",0,"デネベール関門宛の荷物",0,0,1,0,0,False,"",23001,1,1,1,65934,3,0,0
2000340,"水元精核心",0,"ウォータースプライトの核",0,0,1,0,0,False,"",22606,1,3,1,65936,3,0,0
