key,0,1,2,3
36,"辛苦了，新巢居住區第三次的整備計劃宣告完成。<hex:02100103>為了接下來的第四次整備計劃，請前往物資窗口交納資材！",1032493,3,10
37,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
38,"預計在下次工程中完成新巢居住區第四次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
39,"辛苦了，新巢居住區第四次的整備計劃宣告完成。<hex:02100103>為了接下來的第五次整備計劃，請前往物資窗口交納資材！",1032493,3,10
40,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
41,"預計在下次工程中完成新巢居住區第五次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
42,"辛苦了，新巢居住區第五次的整備計劃宣告完成。<hex:02100103>為了接下來的第六次整備計劃，請前往物資窗口交納資材！",1032493,3,10
43,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
44,"預計在下次工程中完成新巢居住區第六次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
45,"辛苦了，新巢居住區第六次的整備計劃宣告完成。<hex:02100103>為了接下來的第七次整備計劃，請前往物資窗口交納資材！",1032493,3,10
46,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
47,"預計在下次工程中完成新巢居住區第七次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
48,"新巢居住區的整備計劃全工程就此竣工！<hex:02100103>各位辛苦了！",1032493,8,10
49,"",0,0,0
50,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
51,"辛苦了，落羽商業區第一次的整備計劃宣告完成。<hex:02100103>為了接下來的第二次整備計劃，請前往物資窗口交納資材！",1032493,3,10
52,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
53,"辛苦了，落羽商業區第二次的整備計劃宣告完成。<hex:02100103>為了接下來的第三次整備計劃，請前往物資窗口交納資材！",1032493,3,10
54,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
55,"辛苦了，落羽商業區第三次的整備計劃宣告完成。<hex:02100103>為了接下來的第四次整備計劃，請前往物資窗口交納資材！",1032493,3,10
56,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
57,"預計在下次工程中完成落羽商業區第四次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
58,"辛苦了，落羽商業區第四次的整備計劃宣告完成。<hex:02100103>為了接下來的第五次整備計劃，請前往物資窗口交納資材！",1032493,3,10
59,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
60,"預計在下次工程中完成落羽商業區第五次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
61,"辛苦了，落羽商業區第五次的整備計劃宣告完成。<hex:02100103>為了接下來的第六次整備計劃，請前往物資窗口交納資材！",1032493,3,10
62,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
63,"預計在下次工程中完成落羽商業區第六次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
64,"辛苦了，落羽商業區第六次的整備計劃宣告完成。<hex:02100103>為了接下來的第七次整備計劃，請前往物資窗口交納資材！",1032493,3,10
65,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
66,"預計在下次工程中完成落羽商業區第七次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
67,"落羽商業區的整備計劃全工程就此竣工！各位辛苦了！<hex:02100103>為了接下來的算盤大街整備計劃，請前往物資窗口交納資材！",1032493,8,10
68,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
69,"辛苦了，算盤大街第一次的整備計劃宣告完成。<hex:02100103>為了接下來的第二次整備計劃，請前往物資窗口交納資材！",1032493,3,10
70,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
71,"預計在下次工程中完成算盤大街第二次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
72,"辛苦了，算盤大街第二次的整備計劃宣告完成。<hex:02100103>為了接下來的第三次整備計劃，請前往物資窗口交納資材！",1032493,3,10
73,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
74,"算盤大街的整備計劃全工程就此竣工！各位辛苦了！<hex:02100103>為了接下來的白霜官舍整備計劃，請前往物資窗口交納資材！",1032493,8,10
75,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
76,"辛苦了，白霜官舍第一階段的整備計劃宣告完成。<hex:02100103>請利用重建公告板，確認第二階段工程的開始時間。",1032493,3,10
77,"辛苦了，白霜官舍第二階段的整備計劃宣告完成。<hex:02100103>請利用重建公告板，確認第三階段工程的開始時間。",1032493,3,10
78,"預計在下次工程中完成白霜官舍的整備計劃。<hex:02100103>最終階段工程的開始時間請前往重建公告板進行確認！",1032493,3,10
79,"白霜官舍的整備計劃全工程就此竣工！<hex:02100103>各位辛苦了！",1032493,8,10
80,"",0,0,0
81,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
82,"辛苦了，西升歌文化區第一次的整備計劃宣告完成。<hex:02100103>為了接下來的第二次整備計劃，請前往物資窗口交納資材！",1032493,3,10
83,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
84,"預計在下次工程中完成西升歌文化區第二次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
85,"辛苦了，西升歌文化區第二次的整備計劃宣告完成。<hex:02100103>為了接下來的第三次整備計劃，請前往物資窗口交納資材！",1032493,3,10
86,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
87,"預計在下次工程中完成西升歌文化區第三次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
88,"辛苦了，西升歌文化區第三次的整備計劃宣告完成。<hex:02100103>為了接下來的第四次整備計劃，請前往物資窗口交納資材！",1032493,3,10
89,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
90,"預計在下次工程中完成西升歌文化區第四次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
91,"辛苦了，西升歌文化區第四次的整備計劃宣告完成。<hex:02100103>為了接下來的第五次整備計劃，請前往物資窗口交納資材！",1032493,3,10
92,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
93,"預計在下次工程中完成西升歌文化區第五次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
94,"辛苦了，西升歌文化區第五次的整備計劃宣告完成。<hex:02100103>為了接下來的詩伯門整備計劃，請前往物資窗口交納資材！",1032493,8,10
95,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
96,"預計在下次工程中完成詩伯門的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
97,"辛苦了，詩伯門的整備計劃宣告完成。<hex:02100103>為了接下來的東升歌文化區整備計劃，請前往物資窗口交納資材！",1032493,3,10
98,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
99,"辛苦了，東升歌文化區的第一次整備計劃宣告完成。<hex:02100103>為了接下來的第二次整備計劃，請前往物資窗口交納資材！",1032493,3,10
100,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
101,"預計在下次工程中完成東升歌文化區第二次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
102,"辛苦了，東升歌文化區第二次的整備計劃宣告完成。<hex:02100103>為了接下來的第三次整備計劃，請前往物資窗口交納資材！",1032493,3,10
103,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
104,"預計在下次工程中完成東升歌文化區第三次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
105,"辛苦了，東升歌文化區第三次的整備計劃宣告完成。<hex:02100103>為了接下來的第四次整備計劃，請前往物資窗口交納資材！",1032493,3,10
106,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
107,"預計在下次工程中完成東升歌文化區第四次的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
108,"辛苦了，東升歌文化區第四次的整備計劃宣告完成。<hex:02100103>為了接下來的浸雪浴場整備計劃，請前往物資窗口交納資材！",1032493,3,10
109,"資材已準備充足，計劃開啟聯合重建工程。<hex:02100103>請利用重建公告板，確認工程的開始時間。",0,0,10
110,"預計在下次工程中完成浸雪浴場的整備計劃。<hex:02100103>工程的開始時間請前往重建公告板進行確認！",1032493,3,10
111,"辛苦了，浸雪浴場的整備計劃宣告完成。<hex:02100103>最後只剩下建造天工紀念碑了，請前往物資窗口交納資材！",1032493,8,10
112,"蒼天街的重建工程在此宣告全面竣工！<hex:02100103>各位的工匠之魂實在是太耀眼了！！",1032493,8,10
113,"",0,0,0
114,"",0,0,0
115,"",0,0,0
116,"",0,0,0
117,"",0,0,0
118,"",0,0,0
119,"",0,0,0
120,"",0,0,0
121,"",0,0,0
122,"",0,0,0
123,"",0,0,0
124,"",0,0,0
125,"",0,0,0
