key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
100021,"中級製作","消耗耐久以推動作業進展<hex:02100103>效率：150<hex:02100103>成功率：90%",239,246,1565,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100022,"上級加工","消耗耐久以提高製品品質<hex:02100103>效率：150<hex:02100103>成功率：90%",240,247,1567,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100023,"觀察","放空一次作業，不做任何事",242,249,1954,9,10,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100024,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100025,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100026,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100027,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100028,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100029,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100030,"製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E9450BFF0B><hex:020807E0E94620796503><hex:6503><hex:02100103>成功率：100%",239,246,1601,10,11,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100031,"加工","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：100%",240,247,1602,10,11,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100032,"精修","恢復30點耐久",242,249,1952,10,11,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100033,"高速製作","消耗耐久以推動作業進展<hex:02100103>效率：250<hex:02100103>成功率：50%",241,248,1619,-1,0,1,0,False,0,0,100033,100033,100033,100033,100033,100033,100033,100033
100034,"中級加工","消耗耐久以提高製品品質<hex:02100103>效率：125<hex:02100103>成功率：100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊條件：<hex:0249020103><hex:0248020103>加工　<hex:024804F201F803><hex:024904F201F903>連擊中消耗製作力：<hex:0249020103><hex:0248020103>18",240,247,1616,10,11,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100035,"精修II","恢復60點耐久",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100036,"冰之印記","消耗耐久以推動作業進展<hex:02100103>處理冰屬性配方時效率變為2倍<hex:02100103>效率：100（200）<hex:02100103>成功率：90%",239,246,1609,-1,0,1,0,False,0,0,100036,0,0,0,0,0,0,0
100037,"中級製作","消耗耐久以推動作業進展<hex:02100103>效率：150<hex:02100103>成功率：90%",239,246,1615,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100038,"上級加工","消耗耐久以提高製品品質<hex:02100103>效率：150<hex:02100103>成功率：90%",240,247,1617,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100039,"漸進","消耗耐久完成剩餘工作量的1/3左右（上限：1000）<hex:02100103>成功率：90%",239,246,1622,-1,0,1,0,False,0,0,100039,100039,100039,100039,100039,100039,100039,100039
100040,"觀察","放空一次作業，不做任何事",242,249,1954,10,11,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100041,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100042,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100043,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100044,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100045,"製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E9450DFF0B><hex:020807E0E94620796503><hex:6503><hex:02100103>成功率：100%",239,246,1701,12,13,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100046,"加工","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：100%",240,247,1702,12,13,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100047,"精修","恢復30點耐久",242,249,1952,12,13,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100048,"中級加工","消耗耐久以提高製品品質<hex:02100103>效率：125<hex:02100103>成功率：100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊條件：<hex:0249020103><hex:0248020103>加工　<hex:024804F201F803><hex:024904F201F903>連擊中消耗製作力：<hex:0249020103><hex:0248020103>18",240,247,1716,12,13,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100049,"精修II","恢復60點耐久",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100050,"土之印記","消耗耐久以推動作業進展<hex:02100103>處理土屬性配方時效率變為2倍<hex:02100103>效率：100（200）<hex:02100103>成功率：90%",239,246,1709,-1,0,1,0,False,0,0,100050,0,0,0,0,0,0,0
100051,"中級製作","消耗耐久以推動作業進展<hex:02100103>效率：150<hex:02100103>成功率：90%",239,246,1715,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100052,"上級加工","消耗耐久以提高製品品質<hex:02100103>效率：150<hex:02100103>成功率：90%",240,247,1717,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100053,"觀察","放空一次作業，不做任何事",242,249,1954,12,13,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100054,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100055,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100056,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100057,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100058,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100059,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100060,"製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E9450EFF0B><hex:020807E0E94620796503><hex:6503><hex:02100103>成功率：100%",239,246,1751,13,14,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100061,"加工","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：100%",240,247,1752,13,14,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100062,"精修","恢復30點耐久",242,249,1952,13,14,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100063,"模範製作","消耗耐久以推動作業進展<hex:02100103>一定會成功<hex:02100103>效率：90<hex:02100103>成功率：100%",240,247,1768,-1,0,1,0,False,0,0,100063,100063,100063,100063,100063,100063,100063,100063
100064,"中級加工","消耗耐久以提高製品品質<hex:02100103>效率：125<hex:02100103>成功率：100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊條件：<hex:0249020103><hex:0248020103>加工　<hex:024804F201F803><hex:024904F201F903>連擊中消耗製作力：<hex:0249020103><hex:0248020103>18",240,247,1765,13,14,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100065,"精修II","恢復60點耐久",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100066,"雷之印記","消耗耐久以推動作業進展<hex:02100103>處理雷屬性配方時效率變為2倍<hex:02100103>效率：100（200）<hex:02100103>成功率：90%",239,246,1758,-1,0,1,0,False,0,0,100066,0,0,0,0,0,0,0
100067,"中級製作","消耗耐久以推動作業進展<hex:02100103>效率：150<hex:02100103>成功率：90%",239,246,1764,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100068,"上級加工","消耗耐久以提高製品品質<hex:02100103>效率：150<hex:02100103>成功率：90%",240,247,1766,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100069,"模範製作II","消耗耐久以推動作業進展<hex:02100103>一定會成功<hex:02100103>效率：120<hex:02100103>成功率：100%",240,247,1771,-1,0,1,0,False,0,0,100069,100069,100069,100069,100069,100069,100069,100069
100070,"觀察","放空一次作業，不做任何事",242,249,1954,13,14,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100071,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100072,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100073,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100074,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100075,"製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E9450CFF0B><hex:020807E0E94620796503><hex:6503><hex:02100103>成功率：100%",239,246,1651,11,12,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100076,"加工","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：100%",240,247,1652,11,12,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100077,"精修","恢復30點耐久",242,249,1952,11,12,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100078,"中級加工","消耗耐久以提高製品品質<hex:02100103>效率：125<hex:02100103>成功率：100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊條件：<hex:0249020103><hex:0248020103>加工　<hex:024804F201F803><hex:024904F201F903>連擊中消耗製作力：<hex:0249020103><hex:0248020103>18",240,247,1665,11,12,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100079,"精修II","恢復60點耐久",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100080,"中級製作","消耗耐久以推動作業進展<hex:02100103>效率：150<hex:02100103>成功率：90%",239,246,1664,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100081,"上級加工","消耗耐久以提高製品品質<hex:02100103>效率：150<hex:02100103>成功率：90%",240,247,1666,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100082,"觀察","放空一次作業，不做任何事",242,249,1954,11,12,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100083,"堅實製作","消耗耐久以推動作業進展40<hex:02100103>成功率：90%",239,246,1673,-1,0,1,0,False,0,0,100083,100083,100083,100083,100083,100083,100083,100083
100084,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100085,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100086,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100087,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100088,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100089,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100090,"製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E9450FFF0B><hex:020807E0E94620796503><hex:6503><hex:02100103>成功率：100%",239,246,1801,14,15,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100091,"加工","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：100%",240,247,1802,14,15,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100092,"精修","恢復30點耐久",242,249,1952,14,15,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100093,"中級加工","消耗耐久以提高製品品質<hex:02100103>效率：125<hex:02100103>成功率：100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊條件：<hex:0249020103><hex:0248020103>加工　<hex:024804F201F803><hex:024904F201F903>連擊中消耗製作力：<hex:0249020103><hex:0248020103>18",240,247,1816,14,15,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100094,"精修II","恢復60點耐久",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100095,"水之印記","消耗耐久以推動作業進展<hex:02100103>處理水屬性配方時效率變為2倍<hex:02100103>效率：100（200）<hex:02100103>成功率：90%",239,246,1809,-1,0,1,0,False,0,0,100095,0,0,0,0,0,0,0
100096,"中級製作","消耗耐久以推動作業進展<hex:02100103>效率：150<hex:02100103>成功率：90%",239,246,1815,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100097,"上級加工","消耗耐久以提高製品品質<hex:02100103>效率：150<hex:02100103>成功率：90%",240,247,1817,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100098,"秘訣","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>恢復20點製作力",242,249,1819,-1,0,1,0,False,0,0,100098,100098,100098,100098,100098,100098,100098,100098
100099,"觀察","放空一次作業，不做任何事",242,249,1954,14,15,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100100,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100101,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100102,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100103,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100104,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100105,"製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94510FF0B><hex:020807E0E94620796503><hex:6503><hex:02100103>成功率：100%",239,246,1851,15,16,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100106,"加工","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：100%",240,247,1852,15,16,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100107,"精修","恢復30點耐久",242,249,1952,15,16,7,0,False,0,88,100003,100017,100032,100077,100047,100062,100092,100107
100108,"倉促","消耗耐久以提高製品品質<hex:02100103>不會消耗製作力，但是成功率比較低<hex:02100103>效率：100<hex:02100103>成功率：50%",241,248,1868,-1,0,1,0,False,0,0,100108,100108,100108,100108,100108,100108,100108,100108
100109,"中級加工","消耗耐久以提高製品品質<hex:02100103>效率：125<hex:02100103>成功率：100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊條件：<hex:0249020103><hex:0248020103>加工　<hex:024804F201F803><hex:024904F201F903>連擊中消耗製作力：<hex:0249020103><hex:0248020103>18",240,247,1865,15,16,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100110,"精修II","恢復60點耐久",242,249,1956,-1,0,1,0,False,0,0,100005,100019,100035,100079,100049,100065,100094,100110
100111,"中級製作","消耗耐久以推動作業進展<hex:02100103>效率：150<hex:02100103>成功率：90%",239,246,1864,-1,0,1,0,False,0,0,100007,100021,100037,100080,100051,100067,100096,100111
100112,"上級加工","消耗耐久以提高製品品質<hex:02100103>效率：150<hex:02100103>成功率：90%",240,247,1866,-1,0,1,0,False,0,0,100008,100022,100038,100081,100052,100068,100097,100112
100113,"觀察","放空一次作業，不做任何事",242,249,1954,15,16,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100114,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100115,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100116,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100117,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100118,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100119,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100120,"比爾格的技巧","消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100121,"比爾格的技巧","消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100122,"比爾格的技巧","消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100123,"比爾格的技巧","消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100124,"比爾格的技巧","消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100125,"比爾格的技巧","消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100126,"比爾格的技巧","消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100127,"比爾格的技巧","消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100128,"集中加工","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%",240,247,1524,8,9,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100129,"集中加工","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%",240,247,1574,9,10,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100130,"集中加工","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%",240,247,1625,10,11,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100131,"集中加工","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%",240,247,1676,11,12,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100132,"集中加工","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%",240,247,1724,12,13,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100133,"集中加工","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%",240,247,1774,13,14,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100134,"集中加工","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%",240,247,1825,14,15,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100135,"集中加工","<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%",240,247,1875,15,16,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100136,"堅信","<hex:024804F201F403><hex:024904F201F503>僅可在首次作業時發動<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以完成工作量的1/3左右（上限：1000）<hex:02100103>成功率：100％",239,246,1876,-1,0,1,0,False,0,0,100136,100136,100136,100136,100136,100136,100136,100136
100137,"革新","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100138,"革新","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100139,"革新","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
