key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
7,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"這裡為冒險者發行公會理符，<hex:02100103>任務內容基本是烏爾達哈市民及其他人士發來的一些委託。","您是在找工作嗎？<hex:02100103>這裡會為有一定經驗的冒險者發行公會理符任務。<hex:02100103><hex:02170103>如果您有冒險者公會的負責人<hex:020933E802FF10>巴德龍先生<hex:FF0D>繆恩女士<hex:FF10>莫莫蒂女士<hex:03>的介紹，<hex:02100103>那麼屆時請務必接受理符任務的委託。","那麼請您加油，恭候您的好消息。","您是在找工作嗎？<hex:02100103>這裡會為有一定經驗的冒險者發行公會理符任務。<hex:02100103><hex:02170103>如果您有能力輕易打倒這附近的魔物，<hex:02100103>那麼屆時請務必接受理符任務的委託。","您回來了。看樣子您順利完成任務了啊……<hex:02100103>辛苦您了，請收下這份報酬。","0","0","真是令人吃驚，您竟然打倒了懸賞魔物。<hex:02100103>實在是辛苦您了，請務必收下這份報酬。"
8,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"喲，這位同志！<hex:02100103>這裡會發行一些公會理符，<hex:02100103>都是來自周圍居民的委託，過來看看吧。<hex:02100103>","喲，這位同志！<hex:02100103>這裡會為有實力的冒險者發行公會理符任務。<hex:02100103><hex:02170103>不過你的實力得得到<hex:02093EE802FF15>茶·莫克莉大姐<hex:FF10>貢特朗大哥<hex:FF13>尤斯塔斯大哥<hex:03>的認可才行，<hex:02100103>不然可沒法交給你任務啊。","那就拜託給你了！","喲，這位同志！<hex:02100103>這裡會為有實力的冒險者發行公會理符任務。<hex:02100103><hex:02170103>不過你得有能力輕鬆打倒這附近的魔物才行，<hex:02100103>不然可沒法交給你任務啊。","很好很好，看來你完成任務了啊。<hex:02100103>這下子委託人也能心滿意足了。<hex:02100103>久等了，這是你的報酬。","0","0","你連懸賞魔物都打倒了啊？挺有本事的啊！<hex:02100103>再多追加些報酬給你！恭喜你了！"
9,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"這裡會將枯骨一帶的委託作為公會理符發行。","你是冒險者公會的同志吧？<hex:02100103>這裡會為有一定經驗的冒險者發行公會理符任務。<hex:02100103><hex:02170103>不過得有公會負責人<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>老闆的介紹才行，<hex:02100103>不然沒辦法放心將工作交出去啊。","那就請你多加小心。","你是冒險者公會的同志吧？<hex:02100103>這裡會為有一定經驗的冒險者發行公會理符任務。<hex:02100103><hex:02170103>不過你得有實力和枯骨這一帶的魔物相抗衡才行，<hex:02100103>不然沒辦法放心將工作交出去啊。","你是來報告公會理符完成情況的吧？<hex:02100103>辛苦了，請收下這份報酬。<hex:02100103>看來委託人和公會都會很滿意你的工作的。","0","0","竟然打倒了懸賞魔物……<hex:02100103>這可真是出乎人的意料！<hex:02100103>說什麼也得給你增加報酬才行！"
10,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"這裡為冒險者發行一些公會理符，<hex:02100103>都是附近居民發來的一些委託。","這裡會為想要賺點外快的冒險者提供適合的公會理符任務。<hex:02100103>當然只面向有一定實力的傢伙發行。<hex:02100103><hex:02170103>首先你得得到<hex:02093EE802FF15>茶·莫克莉大姐<hex:FF10>貢特朗大哥<hex:FF13>尤斯塔斯大哥<hex:03>的信任才行，<hex:02100103>不然可沒辦法把工作交給你。","喲，去吧！<hex:02100103>帶點像樣的說法回來！","這裡會為想要賺點外快的冒險者提供適合的公會理符任務。<hex:02100103>當然只面向有一定實力的傢伙發行。<hex:02100103><hex:02170103>首先你得有能力把這附近的魔物輕鬆滅掉，<hex:02100103>不然可沒辦法把工作交給你。","哦，你回來了！辛苦辛苦！<hex:02100103>委託人應該也會很開心吧。<hex:02100103>來，收下你的報酬！","0","0","什麼？你打倒了懸賞魔物！<hex:02100103>哈哈哈，那得多給你點報酬才行了！"
11,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"這裡為冒險者發行一些公會理符，<hex:02100103>都是小麥酒港的居民和周邊地域發來的委託。","我們面向有實力的冒險者發行公會理符任務。<hex:02100103>不過，領取理符是有條件的。<hex:02100103><hex:02170103>首先你得有<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>老闆的介紹才行，<hex:02100103>這是最基本的要求。","祝你可以順利完成任務。","我們面向有實力的冒險者發行公會理符任務。<hex:02100103>不過，領取理符是有條件的。<hex:02100103><hex:02170103>首先你得有實力對付這周圍令人恐懼的魔物才行，<hex:02100103>這是最基本的要求。","看來你順利完成了任務啊。<hex:02100103>辛苦了，這是報酬。<hex:02100103>委託人也一定會很滿意你的工作的。","0","0","看來你討伐了通緝中的懸賞魔物啊。<hex:02100103>表現相當不錯……給你的報酬也會有所加成的。<hex:02100103>真是辛苦你了。"
12,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"你也是來接任務的吧？<hex:02100103>理符任務很不賴，幫助他人還能拿報酬，多麼一舉兩得。","我是冒險者公會負責發行「公會理符」的職員。<hex:02100103>不過你看上去好像只是個剛出道的冒險者吧。<hex:02100103><hex:02170103>想接公會理符任務，要先得到<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的認可才行。<hex:02100103>有了<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的介紹，我們才能放心地將任務託付給你們。","那你就加把勁吧。<hex:02100103>委託給你的任務可不要搞砸了哦。","我是冒險者公會負責發行「公會理符」的職員。<hex:02100103>不過你看上去好像只是個剛出道的冒險者吧。<hex:02100103><hex:02170103>想接公會理符任務，要先得到<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的認可才行。<hex:02100103>有了<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的介紹，我們才能放心地將任務託付給你們。","看你的樣子，事情應該辦得不錯吧。<hex:02100103>看來你也挺有兩下子的。<hex:02100103>給，這是你的報酬，收下吧！","0","0","你也相當不簡單嘛，竟然把懸賞魔物消滅掉了。<hex:02100103>來，這是有加成的報酬，收下吧！"
13,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"這裡為冒險者發行公會理符，<hex:02100103>基本都是這周邊發來的一些委託。","嗯，看樣子你是在找事做啊。<hex:02100103>不過你現在實力尚不足以來領取理符任務。<hex:02100103>首先得讓冒險者公會的<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>對你的能力有所認可才行。","祝你旗開得勝。","嗯，看樣子你是在找事做啊。<hex:02100103>不過你現在實力尚不足以來領取理符任務。<hex:02100103><hex:02170103>首先得有能力對付這附近的魔物才行，<hex:02100103>到時候我可以給你介紹很多工作。","哦，辛苦了。<hex:02100103>幹得不錯……來，這是報酬，收下吧。<hex:02100103>","0","0","什麼，你竟然打倒了通緝中的懸賞魔物？！<hex:02100103>你這傢伙很了不得嘛！來，報酬再給你加一些！"
14,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"這裡為冒險者發行公會理符，<hex:02100103>都是葡萄酒港周邊發來的一些委託。","我的工作是將這附近的委託作為公會理符發放給冒險者。<hex:02100103>不過，你得有公會總管<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的介紹才行，<hex:02100103>因為都是一些需要有一定實力的人來完成的工作。","那麼就拜託你了。<hex:02100103>期待你能有出色的表現。","我的工作是將這附近的委託作為公會理符發放給冒險者。<hex:02100103>不過你現在實力尚淺，還是先多去些地方積累些經驗再來吧。<hex:02100103>到時候我會給你介紹些好工作的。","你回來了，看來你順利完成任務了啊。<hex:02100103>讓你久等了，來，這是你的報酬。<hex:02100103>這可是委託人對你表示的感謝。","0","0","什麼？你把通緝中的懸賞魔物也打倒了？<hex:02100103>那麼得多給你些報酬才行了。"
15,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我在這裡負責將阿德內爾占星台附近的委託<hex:02100103>作為公會理符發放給冒險者。","你看樣子是在找事做啊……<hex:02100103>沒錯，我是發行公會理符的人。<hex:02100103><hex:02100103>不過，你得先有公會總管<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的介紹才行，<hex:02100103>因為這些工作得委託給有一定實力的人……","祈禱你能順利完成任務後平安歸來。<hex:02100103>祝你旗開得勝……","你看樣子是在找事做啊……<hex:02100103>沒錯，我是發行公會理符的人。<hex:02100103><hex:02100103>不過，你還需要再積累些經驗才行，<hex:02100103>因為這些工作得委託給有一定實力的人……","我一直都相信你能完成任務。<hex:02100103>那麼，請收下你應得的報酬……<hex:02100103>委託人也一定會很高興的。","0","0","沒想到你竟然把懸賞魔物也消滅了啊！<hex:02100103>那得多給你一些報酬才行。"
16,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是冒險者公會的人，<hex:02100103>負責發行白雲崖前哨附近的公會理符。","我是冒險者公會的人。<hex:02100103>負責發行白雲崖前哨附近的公會理符。<hex:02100103><hex:02100103>不過，你得有公會總管<hex:020933E802FF10>巴德龍先生<hex:FF0D>繆恩女士<hex:FF10>莫莫蒂女士<hex:03>的介紹才行。<hex:02100103>因為我們想要把任務交給值得信賴的人去做。","祈禱你能夠順利完成任務。<hex:02100103>願戰神哈羅妮保佑你……","我是冒險者公會的人。<hex:02100103>負責發行白雲崖前哨附近的公會理符。<hex:02100103><hex:02100103>不過，我還不能把公會理符發放給你。<hex:02100103>你還是積累些經驗再來吧。","不愧是老練的冒險者，<hex:02100103>把這些報酬收下吧，那是你應得的。<hex:02100103>委託人應該也會很滿意的。","0","0","你不但完成了任務，竟然還討伐了懸賞魔物。<hex:02100103>報酬給你有所加成，這是你應得的。"
17,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"看來您作為冒險者也是很有實力的。<hex:02100103>在下這裡應該有些理符任務正適合您。<hex:02100103>要不要來試試看？","在下名為梅爾特蘭。<hex:02100103>在冒險者公會中負責為冒險者們發行理符任務。<hex:02100103><hex:02170103>不過您現在看起來還沒有累積足夠的經驗……<hex:02100103>請先去找<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>交流一下吧，等得到認可之後，<hex:02100103>再來這裡申請任務。","準備好之後就請開始執行理符任務吧。<hex:02100103>這些委託就拜託您了。","在下名為梅爾特蘭。<hex:02100103>在冒險者公會中負責為冒險者們發行理符任務。<hex:02100103><hex:02170103>不過您現在看起來還沒有累積足夠的經驗……<hex:02100103>請先去磨練一下身手，等到可以打倒這附近的魔物之後，<hex:02100103>再來這裡申請任務。","您的工作處理得非常漂亮。<hex:02100103>請收下我們準備的報酬。<hex:02100103>希望往後我們能有更多的合作。","0","0","沒想到您不僅完成了任務，還討伐了懸賞魔物。<hex:02100103>您的身手著實了得，不得不讓人佩服。<hex:02100103>那麼報酬也會相應給您增加一些的。"
18,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我的工作是將藍霧營地周邊的委託作為公會理符發放給冒險者。","我的工作是將藍霧營地周邊的委託作為公會理符發放給冒險者。<hex:02100103>不過，你得先得到公會總管<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的認可才行。<hex:02100103>因為我們需要把工作交給值得信賴的人。","那麼你就加油完成任務吧。<hex:02100103>我會給你準備好報酬的。","我的工作是將藍霧營地周邊的委託作為公會理符發放給冒險者。<hex:02100103>不過，你經驗上還是稍有欠缺。<hex:02100103>等你有能力輕鬆搞定這附近的魔物之後，我再把工作交給你。","這次任務取得成功……<hex:02100103>我也記錄下來了向冒險者公會提出的數據。<hex:02100103>來，這是你的報酬。","0","0","這次的任務取得了大成功……<hex:02100103>不僅完成了任務，還打倒了懸賞魔物。<hex:02100103>按照公會規定，要支付給你額外的獎勵。"
19,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"這裡為冒險者發行公會理符，<hex:02100103>都是一些關於毒蠍交易所周邊的委託。","你在找事做嗎？<hex:02100103>我們這裡受理周邊的委託，並將其作為公會理符任務發放給冒險者。<hex:02100103><hex:02170103>不過，還是希望你能先得到<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的認可，<hex:02100103>畢竟這工作不是誰都可以託付的。","我相信你能完成任務。<hex:02100103>好，出發吧！","你在找事做嗎？<hex:02100103>我們這裡受理周邊的委託，並將其作為公會理符任務發放給冒險者。<hex:02100103><hex:02170103>不過，我們不能把工作交給實力不足的人，<hex:02100103>你還是磨練下自己的本事之後再來吧。","幹得不錯啊，完成得十分漂亮。<hex:02100103>好了，這是報酬，你就收下吧。<hex:02100103>委託人也會很感激你的。","0","0","幹得不錯啊。<hex:02100103>不僅完成了任務，還打倒了通緝中的懸賞魔物！<hex:02100103>報酬會給你加成的，你確認一下。"
20,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"這裡為冒險者發行公會理符。<hex:02100103>內容基本上是這裡的居民發到冒險者公會的委託……","嗯……你在找事做嗎？<hex:02100103>不過，要領取公會理符任務，需要得到公會總管<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的認可才行。<hex:02100103><hex:02170103>畢竟這些事得交給信得過、並有相應實力的人去做。<hex:02100103>你就繼續努力吧……","這樣啊，那就去執行任務吧……<hex:02100103>祝你成功……","嗯……你在找事做嗎？<hex:02100103>不過，要領取公會理符任務，得有不輸給這附近魔物的「強大」才行。<hex:02100103><hex:02170103>畢竟這些事得交給信得過、並有相應實力的人去做。<hex:02100103>你就繼續努力吧……","這樣，你已經完成了任務啊……<hex:02100103>那麼就把報酬給你吧。<hex:02100103>這是委託人對你的感謝……","0","0","哦，不僅完成了任務，還打倒了懸賞魔物麼……<hex:02100103>那得多給你一些報酬才行。<hex:02100103>你做得真是不錯……"
21,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我們將太陽海岸周邊的委託作為公會理符發放給冒險者。<hex:02100103>歡迎幹勁十足、能力超群的冒險者們領取任務。","你想要領取公會理符嗎？<hex:02100103>傷腦筋了，這些工作只能交給有相應實力的人去做。<hex:02100103>你得先得到冒險者公會的總管<hex:02092DE802FF10>巴德龍老闆<hex:FF0D>繆恩大姐<hex:FF0A>莫莫蒂<hex:03>的認可才行。","好嘞，那就拜託你去完成這項任務了。<hex:02100103>我很看好你喲！","你想要領取公會理符嗎？<hex:02100103>傷腦筋了，這些工作只能交給有相應實力的人去做。<hex:02100103>等你有能力輕鬆解決這附近的魔物之後再來吧。","哎呀，已經完成任務了嗎？<hex:02100103>謝謝你了，你可幫了我們大忙。<hex:02100103>來，請收下這些報酬！","0","0","你不但完成了工作，還將懸賞魔物打倒了？<hex:02100103>這真是令人震驚……簡直大功一件嘛。<hex:02100103>來，收下這筆報酬，有加成的！"
22,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我們這裡發行公會理符，<hex:02100103>基本上都是莫拉比造船廠附近的任務。","你想要領取公會理符任務嗎？<hex:02100103>不過在這此之前你得先得到冒險者公會總管<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>的認可才行……<hex:02100103>我們只能把任務交給有實力的人。","聽好了，不要貿然出擊。<hex:02100103>要冷靜、踏實地完成任務。","你想要領取公會理符任務嗎？<hex:02100103>不過前提是你得有能力輕易解決這附近殘暴的魔物才行……<hex:02100103>我們只能把任務交給有實力的人。","看樣子，你已經完成任務了啊。<hex:02100103>辛苦了……委託人一定也會很感激你的。<hex:02100103>來，這是你的報酬，收下吧。","0","0","原來如此，你在執行任務時還討伐了懸賞魔物啊。<hex:02100103>好，那報酬也要多給你一些才行。"
23,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我叫克·蕾塔伊，被冒險者公會派遣到這裡發行公會理符。","哦，你是在找事做嗎？<hex:02100103>那你可找對人了。<hex:02100103>我可是公會理符的發行人。<hex:02100103>不過，目前還不能交給你理符任務。<hex:02100103>因為公會理符只能交給<hex:020921E802FF0A>巴德龍<hex:FF07>繆恩<hex:FF0A>莫莫蒂<hex:03>介紹來的人。","那你加油吧。<hex:02100103>我會為你祈禱的，你要平安回來。","哦，你是在找事做嗎？<hex:02100103>那你可找對人了。<hex:02100103>我可是公會理符的發行人。<hex:02100103>不過，目前還不能交給你理符任務。<hex:02100103>等你有能力把這附近的魔物輕鬆打倒之後再來吧。","你回來了。<hex:02100103>你的表現一定會讓委託人感到滿意的。<hex:02100103>那麼，就請你收下這些報酬吧。","0","0","另外，你不僅完成了任務，還打倒了懸賞魔物！<hex:02100103>那報酬必須要多給你一些了。"
24,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"本人是黑渦團正漩士尤金。<hex:02100103>負責發行軍隊理符。","如果有執行過公會理符經驗的人，<hex:02100103>我倒可以把手中的任務派給他……<hex:02100103>但必須要向黑渦軍令部申請派兵！","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，祝你旗開得勝！","如果有執行過公會理符經驗的人，<hex:02100103>我倒可以把手中的任務派給他……<hex:02100103>但必須要向黑渦軍令部申請派兵！","確認任務已完成！<hex:02100103>按照規定，支付<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>相應軍票！","本人是軍隊理符任務發行人。<hex:02100103>請你在加入任意大國防聯軍之後再來。","0","0"
