key,0,1
51,"TEXT_LUCKZC003_03386_MYNES_000_020","哦？旅行者找我有事嗎？<hex:02100103>……從奧斯塔爾嚴命城帶來給我的東西？"
52,"TEXT_LUCKZC003_03386_MYNES_000_021","<hex:022811FF0A>EventItem<hex:F61E8F910103>？<hex:02100103>為什麼會交給你這個旅行者？"
53,"TEXT_LUCKZC003_03386_Q1_000_000","如何作答？"
54,"TEXT_LUCKZC003_03386_A1_000_001","被強行委託了"
55,"TEXT_LUCKZC003_03386_A1_000_002","有報酬可拿"
56,"TEXT_LUCKZC003_03386_MYNES_000_030","被錯當成新人強行委託了任務……<hex:02100103>即便如此你還是會好好完成這件事，<hex:02100103>你還真是個大好人啊。"
57,"TEXT_LUCKZC003_03386_MYNES_000_040","原來如此，目的是為了獲得報酬啊。<hex:02100103>嗯，工作要獲得報酬是理所當然的。<hex:02100103>你很務實啊。"
58,"TEXT_LUCKZC003_03386_MYNES_000_050","那麼我也有件事要拜託你。<hex:02100103>訂單上的物資，我想讓你送到奧斯塔爾嚴命城。<hex:02100103>但是要花些時間進行準備。"
59,"TEXT_LUCKZC003_03386_MYNES_000_051","在準備好之前，<hex:02100103>我希望你能跟這裡的衛兵們談談。"
60,"TEXT_LUCKZC003_03386_MYNES_000_052","這裡沒什麼娛樂活動，<hex:02100103>能聽聽旅行者的故事，大家也會很高興的。"
61,"TEXT_LUCKZC003_03386_MYNES_000_061","在物資準備好前，<hex:02100103>你先跟瞭望塔的各位談談吧。"
62,"TEXT_LUCKZC003_03386_LEWTOSAI_000_070","哦，旅行者來搭話還真是罕見。<hex:02100103>怎麼樣，你看這個瞭望塔……是不是看著就覺得破敗不堪？"
63,"TEXT_LUCKZC003_03386_LEWTOSAI_000_071","很正常，畢竟是100年前建造起來的塔的殘骸了，<hex:02100103>在不斷的傳承中，最終被用作了瞭望塔。<hex:02100103>為什麼要特意做這些事呢……"
64,"TEXT_LUCKZC003_03386_LEWTOSAI_000_072","這裡是主要街道的交叉點，<hex:02100103>無論是作為警戒工作的出發點，還是用於監視靠近的食罪靈，<hex:02100103>這邊都是最有效率的……但也正因如此，這裡什麼娛樂手段都沒有。"
65,"TEXT_LUCKZC003_03386_VARLIER_000_080","你好，旅行者……<hex:02100103>你知道這個瞭望塔原來是幹什麼用的嗎？"
66,"TEXT_LUCKZC003_03386_VARLIER_000_081","其實它原來是個鐘樓。<hex:02100103>在過去生活在湖畔附近的人們，<hex:02100103>據說就是通過鐘聲來分辨早中晚的時間。"
67,"TEXT_LUCKZC003_03386_VARLIER_000_082","但是現在這座塔只能發出警告的聲音……<hex:02100103>獨行食罪靈或者盜賊出現的時候，就會敲響警鐘。<hex:02100103>要是有一天它能回歸本來的作用就好了。"
68,"TEXT_LUCKZC003_03386_JOANARD_000_090","這座塔的名字「拉迪斯卡」，<hex:02100103>其實是60年前活著的初期衛兵的名字。"
69,"TEXT_LUCKZC003_03386_JOANARD_000_091","拉迪斯卡發現了一大群食罪靈靠近了這裡，<hex:02100103>據說他為了爭取時間讓人們避難，一直奮戰到最後，<hex:02100103>戰死沙場都寸步不離。"
70,"TEXT_LUCKZC003_03386_JOANARD_000_092","發現他屍體的地方，就是這座塔。<hex:02100103>後來人們為了紀念他，就給塔起名為拉迪斯卡瞭望塔。<hex:02100103>就是這麼回事了。"
71,"TEXT_LUCKZC003_03386_LEWTOSAI_000_100","就算水晶都沒被襲擊，<hex:02100103>我們也會在這裡進行巡邏。<hex:02100103>這是重要的任務。"
72,"TEXT_LUCKZC003_03386_VARLIER_000_101","要是有一天這座塔能回歸本來的作用就好了。"
73,"TEXT_LUCKZC003_03386_JOANARD_000_102","拉迪斯卡是非常勇敢的衛兵。<hex:02100103>我也要向他學習。"
74,"TEXT_LUCKZC003_03386_MYNES_000_110","你好像和大家都談過了。<hex:02100103>正好這邊的準備也完成了。"
75,"TEXT_LUCKZC003_03386_MYNES_000_111","我想讓你盡快運過去……<hex:02100103>不過還是要先感謝你一直以來的幫助，<hex:02100103>請收下你的報酬吧。"
76,"TEXT_LUCKZC003_03386_PRIVATE03386_000_000","（★未使用／削除予定★）"
77,"TEXT_LUCKZC003_03386_PRIVATE03386_000_001","（★未使用／削除予定★）"
78,"TEXT_LUCKZC003_03386_PRIVATE03386_000_010","（★未使用／削除予定★）"
79,"TEXT_LUCKZC003_03386_PRIVATE03386_000_060","（★未使用／削除予定★）"
80,"TEXT_LUCKZC003_03386_OFFICER03386_000_020","（★未使用／削除予定★）"
81,"TEXT_LUCKZC003_03386_OFFICER03386_000_021","（★未使用／削除予定★）"
82,"TEXT_LUCKZC003_03386_OFFICER03386_000_030","（★未使用／削除予定★）"
83,"TEXT_LUCKZC003_03386_OFFICER03386_000_040","（★未使用／削除予定★）"
84,"TEXT_LUCKZC003_03386_OFFICER03386_000_050","（★未使用／削除予定★）"
85,"TEXT_LUCKZC003_03386_OFFICER03386_000_051","（★未使用／削除予定★）"
86,"TEXT_LUCKZC003_03386_OFFICER03386_000_052","（★未使用／削除予定★）"
87,"TEXT_LUCKZC003_03386_OFFICER03386_000_061","（★未使用／削除予定★）"
88,"TEXT_LUCKZC003_03386_OFFICER03386_000_110","（★未使用／削除予定★）"
89,"TEXT_LUCKZC003_03386_OFFICER03386_000_111","（★未使用／削除予定★）"
90,"TEXT_LUCKZC003_03386_TEACHER03386_000_070","（★未使用／削除予定★）"
91,"TEXT_LUCKZC003_03386_TEACHER03386_000_071","（★未使用／削除予定★）"
92,"TEXT_LUCKZC003_03386_TEACHER03386_000_072","（★未使用／削除予定★）"
93,"TEXT_LUCKZC003_03386_TEACHER03386_000_100","（★未使用／削除予定★）"
94,"TEXT_LUCKZC003_03386_ELF03386_000_080","（★未使用／削除予定★）"
95,"TEXT_LUCKZC003_03386_ELF03386_000_081","（★未使用／削除予定★）"
96,"TEXT_LUCKZC003_03386_ELF03386_000_082","（★未使用／削除予定★）"
97,"TEXT_LUCKZC003_03386_ELF03386_000_101","（★未使用／削除予定★）"
98,"TEXT_LUCKZC003_03386_GUARD03386_000_090","（★未使用／削除予定★）"
99,"TEXT_LUCKZC003_03386_GUARD03386_000_091","（★未使用／削除予定★）"
100,"TEXT_LUCKZC003_03386_GUARD03386_000_092","（★未使用／削除予定★）"
101,"TEXT_LUCKZC003_03386_GUARD03386_000_102","（★未使用／削除予定★）"
102,"TEXT_LUCKZC003_03386_ROITATCH_000_080","（★未使用／削除予定★）"
103,"TEXT_LUCKZC003_03386_ROITATCH_000_081","（★未使用／削除予定★）"
104,"TEXT_LUCKZC003_03386_ROITATCH_000_082","（★未使用／削除予定★）"
105,"TEXT_LUCKZC003_03386_ROITATCH_000_101","（★未使用／削除予定★）"
106,"TEXT_LUCKZC003_03386_TEANNA_000_060","（★未使用／削除予定★）"
107,"TEXT_LUCKZC003_03386_MERANTH_000_101","（★未使用／削除予定★）"
108,"TEXT_LUCKZC003_03386_MERANTH_000_080","（★未使用／削除予定★）"
109,"TEXT_LUCKZC003_03386_MERANTH_000_081","（★未使用／削除予定★）"
110,"TEXT_LUCKZC003_03386_MERANTH_000_082","（★未使用／削除予定★）"
